연번,정류소명,정류소번호,총계,승차 일반,승차 청소년,승차 어린이,환승 일반,환승 청소년,환승 어린이
1354,유촌,3050,5549,3434,1178,901,29,5,2
1355,지산초교,4111,5494,4217,542,106,561,47,21
1356,골옷교,5871,5483,3887,822,86,614,67,7
1357,공군부대,5001,5474,3942,1051,12,410,51,8
1358,양산호반2차,4067,5465,2596,423,45,2209,131,61
1359,건강협회(남),2321,5449,4103,458,32,829,26,1
1360,동아제약,4026,5419,4099,500,32,669,78,41
1361,동곡동주민센터,5780,5417,3409,1342,599,37,30,0
1362,송정호반아파트,5013,5414,3776,920,59,527,99,33
1363,공원묘지,4271,5408,4336,502,283,252,20,15
1364,서부농수산물도매시장,2121,5372,3343,986,972,56,13,2
1365,중흥2동주민센터,4547,5369,4665,361,27,300,10,6
1366,광주박물관,4199,5352,3506,943,265,501,99,38
1367,연제외촌입구,4629,5296,3712,867,28,638,49,2
1368,폭스존,4124,5270,2852,267,18,1981,144,8
1369,서창사거리,2129,5222,2860,83,4,2226,43,6
1370,이장1동,3054,5200,4638,477,6,69,6,4
1371,양지마을,4610,5180,4108,827,98,117,15,15
1372,임암,3169,5179,3602,779,753,33,4,8
1373,매방골,5229,5121,3222,496,46,1200,139,18
1374,동곡,5016,5111,3151,222,33,1617,85,3
1375,신수교,4628,5100,3596,379,8,992,116,9
1376,지산유원지입구,1169,5095,4315,334,220,206,16,4
1377,화장앞길,3077,5087,2355,1469,1216,47,0,0
1378,진곡 동길,5555,5077,4269,172,0,621,15,0
1379,큰별초교,5180,5059,2968,1241,269,487,83,11
1380,장덕농협,5543,5049,4881,50,1,110,6,1
1381,명화전자,5680,5045,2222,868,737,940,278,0
1382,비아119안전센터(북),5687,5038,3896,388,218,508,21,7
1383,광산우산동주민센터,5740,5009,3651,248,29,1024,49,8
1384,수완중흥S-클래스 2차,5709,4986,3485,831,119,432,95,24
1385,광주기아챔피언스필드정문,4492,4985,3864,512,67,459,46,37
1386,삼우아파트,2193,4981,3448,646,2,770,102,13
1387,안청,5531,4969,4314,365,12,264,13,1
1388,중촌,2150,4947,4128,592,86,134,6,1
1389,단사공원,1064,4937,4423,311,7,145,43,8
1390,충장사(남),4321,4930,4407,171,90,231,18,13
1391,양지마을,4611,4915,3187,719,155,748,87,19
1392,수피아여고,3101,4898,3480,1115,11,213,64,15
1393,송암공단,3154,4885,3249,1043,219,314,60,0
1394,지산유원지,1172,4871,2732,1033,794,304,5,3
1395,도현,5510,4867,4090,272,0,494,11,0
1396,신촌 아랫길(4수원지),4295,4820,3483,762,507,55,6,7
1397,임동한국아델리움2차,4504,4795,3851,604,48,251,22,19
1398,전남과학대학포스트비,4099,4784,2913,950,880,40,1,0
1399,산수보건소,5058,4776,4000,708,3,56,9,0
1400,하촌,3067,4767,4071,618,8,61,8,1
1401,북광주수협,4337,4670,3846,127,3,675,15,4
1402,신동아아파트,5400,4642,3602,732,40,186,42,40
1403,명화동,5467,4632,3870,690,3,58,9,2
1404,월산사거리,3200,4571,3572,141,21,801,35,1
1405,첨단대우아파트,5413,4567,2994,1183,40,235,103,12
1406,서광주역,2118,4537,3042,481,379,605,29,1
1407,학강초교,3176,4512,3622,286,93,466,35,10
1408,광주시립미술관상록전시관,2049,4495,3077,521,420,458,16,3
1409,구시청사거리,4590,4490,3779,393,14,284,19,1
1410,복다우,4284,4478,3500,463,369,144,0,2
1411,유림마을,5784,4427,3917,392,51,56,4,7
1412,4수원지,4263,4419,3718,242,215,231,8,5
1413,유안초교,3132,4307,3058,1107,66,47,23,6
1414,조선대대학원,1180,4305,3340,426,208,305,26,0
1415,각화중,4575,4298,2900,406,221,737,29,5
1416,소촌남계길,5690,4292,3348,504,194,209,36,1
1417,운리초교입구,2335,4274,2392,1113,661,69,26,13
1418,신용마을,4056,4225,1906,120,4,2031,163,1
1419,양산초교,4063,4219,3065,397,66,651,28,12
1420,산수무등파크,1037,4198,2716,147,20,1269,33,13
1421,다사랑병원,2359,4177,3444,246,22,434,26,5
1422,유격훈련장,4473,4167,3193,350,20,569,34,1
1423,승촌,3034,4160,3631,275,35,202,12,5
1424,산업인력공단,4038,4135,2364,376,10,1241,144,0
1425,발산교(남),2157,4125,3294,268,162,380,14,7
1426,그린파크,2156,4099,3544,234,79,220,16,6
1427,진월남양휴튼,3279,4076,2547,947,477,56,31,18
1428,평동초교,5490,4071,3371,355,297,41,4,3
1429,수춘,3032,4035,1801,860,841,498,35,0
1430,월전(광산구),5480,4017,3428,476,26,76,8,3
1431,광천동,2178,4010,3165,248,14,529,48,6
1432,도촌교,5509,3985,3540,256,3,175,11,0
1433,월곡2동주민센터,5540,3983,2928,459,10,530,53,3
1434,동원촌,5396,3980,2759,434,215,498,35,39
1435,죽곡(남),4318,3968,3408,290,211,54,1,4
1436,산수오거리(연천),1028,3942,2357,56,20,1467,38,4
1437,수완아름공원,5308,3935,2866,476,9,541,39,4
1438,정우화학,5549,3934,3364,185,0,376,8,1
1439,송암동,3158,3918,2112,355,212,1164,72,3
1440,이장1동,3053,3914,3188,113,14,577,21,1
1441,반촌,5170,3901,3191,319,19,330,35,7
1442,광주지방경찰청입구,5658,3898,2145,529,6,935,272,11
1443,하칠석/고싸움전수관,3027,3894,2692,894,235,58,9,6
1444,화장뒷길,3075,3890,1945,971,960,13,1,0
1445,공군부대후문,5003,3886,2443,553,29,754,101,6
1446,신성화학,5526,3866,3613,81,5,157,9,1
1447,서림초교입구,4495,3855,3436,42,4,276,86,11
1448,신양파크호텔,1067,3848,2759,501,434,149,2,3
1449,임정,3171,3822,2906,459,422,30,3,2
1450,용봉현대3차아파트,4397,3807,2011,124,12,1609,49,2
1451,동명고,5224,3793,2444,572,121,506,148,2
1452,대촌한일베라체,3013,3779,2710,416,97,490,62,4
1453,양동교,2161,3779,3313,39,4,411,9,3
1454,단지삼거리,4019,3771,2346,271,245,881,21,7
1455,상무라인대주,2219,3764,2597,498,91,514,60,4
1456,지산유원지,1070,3747,3089,157,12,473,14,2
1457,일가정양립지원본부,2235,3724,3049,151,29,465,28,2
1458,서남대병원,3139,3719,3085,282,12,291,38,11
1459,보훈회관(518민주화운동교육관),2355,3697,3060,238,8,351,29,11
1460,중앙대교(동),1171,3688,2573,583,23,433,60,16
1461,선운중학교,5869,3665,1634,120,13,1791,98,9
1462,복수,3063,3636,3153,374,23,41,43,2
1463,북광주수협,4582,3631,3218,147,17,237,9,3
1464,장수동,5545,3629,2638,544,416,31,0,0
1465,하남2지구,5753,3618,1775,976,748,94,21,4
1466,보훈회관(서),2357,3615,3162,165,11,247,17,13
1467,학운초교,1165,3587,2163,71,273,1044,21,15
1468,영천,5670,3577,2210,722,585,49,9,2
1469,도산동,5005,3569,1659,940,845,111,8,6
1470,와산,5367,3552,2742,349,322,136,3,0
1471,삼각호반아파트,4256,3548,2092,762,437,228,19,10
1472,서창동주민센터,2128,3547,2596,209,194,279,262,7
1473,동곡송정,5787,3516,2145,1114,221,30,4,2
1474,칠성마을사거리,2326,3516,2213,217,18,957,96,15
1475,월산마을입구,3250,3515,2753,499,10,230,20,3
1476,우산시영2단지(서),5284,3503,2854,438,0,179,30,2
1477,문흥중앙초교,4245,3448,1982,208,92,1107,46,13
1478,풍숙,5085,3435,3316,68,14,34,0,3
1479,빛고을노인건강타운입구,3272,3420,2475,163,8,754,19,1
1480,해태제과,4136,3418,2345,267,22,726,55,3
1481,용봉동성당,4583,3411,1986,85,3,1293,42,2
1482,흑석사거리(남),5627,3305,2077,358,219,628,22,1
1483,산음,5060,3279,2882,370,1,21,2,3
1484,하지석,3064,3272,2768,341,29,109,15,10
1485,서창사거리,2361,3272,2749,252,210,58,3,0
1486,버들주공1단지,2182,3268,1830,516,234,635,51,2
1487,닭뫼,4477,3266,2844,254,13,146,4,5
1488,종산제입구,5387,3247,1845,741,626,30,5,0
1489,명상의집,4463,3245,2151,352,184,522,33,3
1490,오비맥주,4465,3237,1758,439,25,909,100,6
1491,충효동환벽당,4327,3198,2450,346,327,63,4,8
1492,대봉,5600,3196,2412,380,368,35,1,0
1493,일동중,4483,3195,2022,928,82,70,79,14
1494,산막,5341,3194,3145,12,0,31,6,0
1495,비아중,5398,3179,2157,728,40,172,51,31
1496,영광통사거리,5167,3163,2481,277,216,162,26,1
1497,동림I.C입구,4143,3155,2580,165,7,368,29,6
1498,동산교차로(남),2120,3142,1680,720,132,541,68,1
1499,시립민속박물관,4202,3140,1946,901,14,173,94,12
1500,상촌,3025,3137,2743,338,2,54,0,0
1501,샛터마을,5238,3137,1862,189,8,1015,62,1
1502,덕흥삼거리,2349,3136,1361,596,578,596,5,0
1503,신기교,3283,3132,2322,115,10,652,28,5
1504,수완진흥더루벤스,5762,3127,2037,108,7,914,56,5
1505,백화아파트,1144,3122,1331,1069,630,48,41,3
1506,내남입구,1074,3097,1508,89,14,1372,86,28
1507,중소기업진흥공단호남연수원,4314,3092,2609,391,15,44,23,10
1508,영락공원입구,4083,3072,2644,77,73,248,20,10
1509,명동삼거리,5047,3047,2561,427,6,47,2,4
1510,오치한전옆,4363,3047,2008,255,24,605,144,11
1511,신광(삼도),5654,3017,1293,1569,95,23,33,4
1512,교동,1072,2968,1352,542,532,532,9,1
1513,진곡산단,5957,2966,1266,856,832,11,1,0
1514,가삼,5120,2964,2400,536,10,15,3,0
1515,석곡파출소,4289,2956,1806,54,11,980,102,3
1516,구소,3004,2955,1348,795,784,26,2,0
1517,절골입구(서),2148,2954,2006,549,326,64,9,0
1518,장원초교(동),1035,2951,2473,80,30,344,7,17
1519,용전,4598,2948,1584,507,452,395,3,7
1520,오정초교입구,4358,2911,1661,222,134,827,42,25
1521,효령노인복지타운,4603,2905,2637,4,0,264,0,0
1522,지상정밀,5553,2903,2578,236,0,83,6,0
1523,신당,5065,2902,2471,220,160,51,0,0
1524,복굴,5137,2889,2407,210,208,63,1,0
1525,지상정밀,5552,2887,2573,153,16,136,9,0
1526,양림교,3174,2875,2279,319,40,215,13,9
1527,학동(서창),2153,2855,1946,449,422,36,2,0
1528,제2수원지,1174,2852,1608,538,529,173,4,0
1529,비엔날레전시관입구,4383,2840,878,59,11,1786,91,15
1530,향토문화거리입구,4424,2833,2509,139,17,158,10,0
1531,수리,4292,2831,2763,14,9,42,1,2
1532,육판리,1079,2811,1269,439,432,669,2,0
1533,교통공원,5426,2778,1958,247,28,456,67,22
1534,하남파출소,5570,2769,2358,149,2,254,6,0
1535,송정시장,5160,2764,2215,232,208,102,7,0
1536,금호전기,5501,2762,2449,58,4,242,9,0
1537,본량초교,5050,2757,1998,341,122,222,26,48
1538,유창허니문,4404,2737,1761,542,5,405,24,0
1539,대원정사,4020,2706,1785,394,375,140,9,3
1540,보화촌,5338,2696,1656,573,416,45,5,1
1541,첨단과학산업단지,4625,2689,1830,250,1,586,22,0
1542,경제고용진흥원,5116,2682,2350,25,0,304,3,0
1543,본량초교,5051,2662,1588,117,721,137,13,86
1544,발산,2043,2653,2258,106,4,240,41,4
1545,향토문화거리입구,4555,2649,2301,188,4,150,6,0
1546,석수정,4047,2635,1720,427,416,71,1,0
1547,대야,5590,2625,2571,8,6,29,5,6
1548,임동오거리,4500,2620,2177,270,5,155,10,3
1549,임동오거리,4501,2613,2213,125,3,260,11,1
1550,용봉모아아파트,4391,2607,1603,107,2,854,39,2
1551,유창허니문입구,4405,2599,1712,517,7,316,41,6
1552,용산마을,4587,2587,1042,69,2,1387,76,11
1553,남동,5036,2575,2485,5,1,78,4,2
1554,지산마을,4106,2555,1471,309,213,507,33,22
1555,석교삼거리,3028,2551,2522,3,0,25,1,0
1556,서남대병원,1125,2533,2097,258,7,158,11,2
1557,신등,5351,2532,2163,269,23,41,36,0
1558,학강교,1140,2532,2323,62,9,127,7,4
1559,입석,5081,2495,2472,2,0,20,1,0
1560,서창농협 벽진지점,2125,2494,1562,177,18,725,11,1
1561,서방시장(서),4423,2487,1911,90,4,459,21,2
1562,평동역(동),5486,2486,2171,261,45,8,1,0
1563,종합유통단지,2098,2480,1780,15,1,679,5,0
1564,서림초교입구,4585,2475,1762,297,222,176,17,1
1565,서부농수산물도매시장,2122,2468,1713,29,7,702,16,1
1566,일동초교,4484,2445,1131,796,22,461,33,2
1567,장동마을,4308,2444,920,737,736,48,3,0
1568,양림교,1145,2438,2054,195,27,132,20,10
1569,농막,3006,2434,1634,372,369,55,1,3
1570,옥동차량기지,5696,2426,2165,77,70,113,0,1
1571,평동우체국,5489,2420,1503,377,213,295,31,1
1572,하남삼성전자,5563,2391,2036,179,3,158,8,7
1573,신촌(본량),5067,2389,2327,2,2,57,0,1
1574,용두입구,2142,2388,2025,249,10,97,5,2
1575,광주교도소,4636,2385,1359,39,5,929,53,0
1576,신흥목재포장,5502,2385,2204,38,0,137,5,1
1577,운리초교입구,2336,2384,1534,218,14,594,21,3
1578,하남파출소,5571,2366,2231,71,10,51,3,0
1579,문화근린공원,4243,2329,1237,108,24,932,25,3
1580,비시동,5339,2317,2142,120,0,44,11,0
1581,화니미지로,2208,2311,1664,365,244,35,3,0
1582,단전,5504,2305,1632,102,0,534,36,1
1583,너릿재공원,1081,2295,1757,273,210,50,5,0
1584,구시청사거리,4591,2287,1780,113,3,372,15,4
1585,담배인삼공사,2041,2285,2020,88,3,161,9,4
1586,용호(북구),4302,2283,1351,114,14,752,48,4
1587,두촌,4029,2275,1293,509,385,79,9,0
1588,북성,5057,2267,2174,4,2,83,1,3
1589,신동마을,5142,2242,979,624,624,13,0,2
1590,첨단우리은행,5419,2237,1330,388,342,143,23,11
1591,박호동,5234,2223,1284,310,210,370,49,0
1592,아르네코리아,5859,2223,1595,402,208,17,1,0
1593,장덕농협,5542,2218,1886,132,1,191,7,1
1594,내남입구,1075,2217,2034,93,1,86,1,2
1595,김대중컨벤션센터,2211,2212,1595,110,4,486,15,2
1596,삼광실업,5664,2208,1780,224,176,20,6,2
1597,우치,5592,2190,1652,373,143,17,1,4
1598,매월동(북),2109,2188,1319,444,321,87,16,1
1599,성내,5349,2188,1897,241,8,34,7,1
1600,광일고,5328,2187,1578,271,210,108,20,0
1601,세방전지,5525,2177,1682,82,67,339,7,0
1602,평동우체국,5488,2172,1709,302,119,39,2,1
1603,임동한국아델리움2차,4503,2168,1665,105,14,343,38,3
1604,도산파출소,5007,2163,1785,143,6,215,14,0
1605,천동(광산구),5390,2155,2065,39,1,46,3,1
1606,송화마을1단지,3276,2139,925,291,42,822,57,2
1607,송정시장,5161,2128,1888,61,8,153,14,4
1608,양과동,3042,2126,2022,78,0,25,0,1
1609,임곡정수장,5381,2123,1139,517,436,25,3,3
1610,오룡,5364,2120,1542,263,257,56,1,1
1611,남계촌,1076,2115,1889,153,2,64,7,0
1612,운평,5143,2109,1994,68,5,33,7,2
1613,지석사거리,3059,2092,1718,52,6,244,56,16
1614,예림,5069,2086,1988,32,23,39,2,2
1615,본량학생야영장,5055,2081,2052,4,0,24,1,0
1616,쌍내,5594,2072,1938,82,17,33,1,1
1617,문흥금호아파트,4232,2066,1417,121,45,445,35,3
1618,마현,2107,2054,1310,396,336,12,0,0
1619,석교삼거리,3029,2052,1230,369,368,84,1,0
1620,마당고개,4452,2045,1862,90,5,82,5,1
1621,도산동,5004,2042,1612,91,12,298,24,5
1622,광주박물관,4200,2039,1607,277,2,122,25,6
1623,구암,3231,2034,1315,47,4,652,16,0
1624,용봉마을,5018,2033,1757,161,8,82,21,4
1625,중흥시장,4538,2027,1823,38,10,147,7,2
1626,이장2동,3056,2015,1685,293,0,30,4,3
1627,월산(본량),5076,2012,1909,63,1,38,0,1
1628,앰코코리아,4059,2004,1332,35,3,614,19,1
1629,구룡(대촌),2096,1995,1540,214,208,33,0,0
1630,석제,4290,1992,1865,21,0,106,0,0
1631,동곡송정마을입구,5786,1968,1056,859,2,23,27,1
1632,황산,5091,1960,1557,162,185,54,0,2
1633,산업인력공단사거리,4040,1940,1506,145,0,259,30,0
1634,풍기산업,4126,1938,720,537,528,146,6,1
1635,광주지방경찰청,5693,1920,1756,95,1,63,5,0
1636,용전,4088,1894,1282,274,209,125,3,1
1637,이동,3163,1882,1752,36,3,84,4,3
1638,보훈회관(서),2358,1878,1497,56,9,300,12,4
1639,한국전자통신연구원,4012,1856,1237,102,2,465,48,2
1640,도선사입구,4592,1855,939,297,277,299,35,8
1641,육판리,1080,1833,1677,28,6,115,4,3
1642,신촌 아랫길(임곡),5356,1822,1740,1,0,81,0,0
1643,도림,5130,1818,1529,159,113,16,1,0
1644,4수원지위,4267,1813,1723,14,3,69,1,3
1645,일곡대림2차아파트,4579,1809,693,647,445,7,17,0
1646,송촌동,5660,1805,1384,219,161,35,5,1
1647,서부자동차매매단지,2124,1803,1335,24,11,430,3,0
1648,송산유원지,5251,1798,1342,66,34,325,30,1
1649,신촌 윗길(4수원지),4297,1796,1318,216,231,28,0,3
1650,하남삼성전자,5562,1795,1652,92,2,46,3,0
1651,가마,5032,1790,1683,42,0,63,0,2
1652,신용,2149,1777,1285,228,219,39,2,4
1653,동림삼익아파트,4589,1774,711,139,73,814,24,13
1654,진곡공원,5892,1767,681,531,528,27,0,0
1655,용두입구,2141,1761,1022,291,209,230,9,0
1656,흑석,5086,1760,1353,203,180,24,0,0
1657,광주그린카진흥원입구,5953,1760,867,458,416,15,4,0
1658,창교,5024,1751,953,392,378,28,0,0
1659,상촌,3024,1748,917,328,208,195,100,0
1660,경제고용진흥원,5115,1738,1662,41,1,34,0,0
1661,어운,4300,1727,951,224,210,329,6,7
1662,충장사(북),4324,1721,1321,195,165,35,5,0
1663,수완자동차매매단지,5106,1701,1289,262,65,70,15,0
1664,용산마을,4588,1694,1348,115,66,162,3,0
1665,하선,5028,1691,1226,235,208,22,0,0
1666,유덕치안센터,2199,1681,1617,33,0,26,3,2
1667,대촌마을,4044,1668,1279,56,9,313,10,1
1668,평동역(남),5862,1661,1356,43,3,214,45,0
1669,맥동,5043,1660,1369,236,35,9,0,11
1670,원예농협,5538,1649,1506,90,0,50,3,0
1671,대인광장(북),4516,1645,1412,51,4,172,2,4
1672,석곡동주민센터,4288,1645,930,2,4,699,10,0
1673,유림,5022,1635,1052,289,212,70,8,4
1674,하완마을,5747,1627,976,151,15,446,33,6
1675,월봉서원입구,5374,1626,1267,164,161,31,0,3
1676,단지마을,4017,1622,1347,171,33,64,4,3
1677,극락초교,2184,1613,803,278,284,215,15,18
1678,본량파출소,5053,1612,1380,11,33,178,2,8
1679,발산교(북),2159,1608,1347,142,2,111,4,2
1680,신양파크호텔,1066,1598,1219,23,5,348,2,1
1681,황산,5090,1598,1217,163,170,47,1,0
1682,동림교,4146,1597,824,98,9,620,40,6
1683,신덕마을,5163,1592,896,49,9,601,37,0
1684,내기마을,5123,1580,1467,51,1,61,0,0
1685,수완지구(KS병원),5867,1575,924,130,11,491,18,1
1686,내등,5330,1569,955,339,219,30,21,5
1687,호남샤니,5577,1567,1173,16,0,366,12,0
1688,대덕마을,5466,1540,1350,148,0,42,0,0
1689,두산,5772,1539,1244,116,113,65,1,0
1690,본량삼거리,5049,1536,1038,348,90,35,8,17
1691,하선,5027,1536,1083,68,2,373,10,0
1692,대촌마을입구,4025,1534,1251,54,0,180,46,3
1693,조선대해오름관,1181,1530,1181,88,2,240,19,0
1694,석수정,4048,1524,1197,50,2,257,14,4
1695,농성중흥파크,2039,1523,1372,69,4,74,4,0
1696,시산,3039,1521,1046,233,224,18,0,0
1697,방혜,5334,1512,1450,23,4,33,2,0
1698,농성중흥파크,2038,1508,1303,18,1,182,4,0
1699,용산교(동구),1103,1505,973,260,213,48,7,4
1700,국립5.18민주묘지,4270,1503,844,122,10,452,71,4
1701,용전입구,4618,1502,988,241,226,44,0,3
1702,수완지구(KS병원),5852,1501,1077,197,11,179,34,3
1703,원산,3046,1493,1090,119,0,262,22,0
1704,옥동,5474,1487,1390,10,7,73,4,3
1705,구신한포토닉스,4601,1487,1158,40,1,282,6,0
1706,건국동주민센터,4005,1485,774,86,5,544,70,6
1707,마당고개,4453,1482,945,61,15,441,18,2
1708,학촌,3071,1478,1156,196,2,117,7,0
1709,화암,4332,1477,884,10,0,572,0,11
1710,마산(서창),2105,1447,931,9,7,494,6,0
1711,명화전자,5681,1446,1003,217,208,18,0,0
1712,한국단자공업,5118,1445,994,214,208,27,1,1
1713,마재호반아파트,2029,1440,1067,225,85,30,31,2
1714,서창치안센터,2136,1438,1138,12,2,281,5,0
1715,태령,4120,1425,939,79,32,338,37,0
1716,연동 서길,5360,1414,1248,150,0,14,2,0
1717,광암복림,5626,1404,962,213,221,6,1,1
1718,효령동,4605,1386,1296,26,2,59,3,0
1719,북성,5056,1383,1256,20,0,99,2,6
1720,용곡입구,5477,1383,1299,70,4,10,0,0
1721,호가정,5029,1383,675,147,136,406,17,2
1722,고령친화종합체험관,3264,1381,863,27,0,485,6,0
1723,유덕동주민센터,2196,1374,749,146,118,352,9,0
1724,신장,3040,1351,1023,20,0,302,5,1
1725,월남동,1088,1346,946,76,30,269,21,4
1726,월전공원,5864,1345,1297,9,0,39,0,0
1727,학촌,3070,1332,959,41,1,324,7,0
1728,한국단자공업,5117,1326,925,178,160,60,3,0
1729,본량삼거리,5048,1309,1079,38,9,170,3,10
1730,동명정공,5896,1299,489,410,400,0,0,0
1731,중앙일보,5551,1299,941,14,0,335,9,0
1732,충장사(남),4322,1288,626,7,24,624,3,4
1733,평동역(북),5682,1286,1111,147,3,24,1,0
1734,회룡(광산구),5645,1283,1046,221,2,12,2,0
1735,지산유원지입구,1071,1276,943,66,2,258,7,0
1736,평촌,4571,1274,1118,72,7,75,2,0
1737,대촌미곡처리장,3010,1272,662,337,12,206,50,5
1738,연동,5472,1255,1235,3,0,17,0,0
1739,우산시영2단지(서),5285,1255,874,84,8,262,25,2
1740,마암,5606,1254,703,272,275,4,0,0
1741,양촌(대촌),3043,1248,902,29,0,315,2,0
1742,남계촌,1077,1241,778,24,0,427,7,5
1743,용호(광산구),5074,1234,1209,2,3,19,1,0
1744,남동,5035,1228,679,208,208,133,0,0
1745,하완마을,5746,1226,478,373,368,5,0,2
1746,동림삼익아파트,4148,1212,783,94,7,310,12,6
1747,풍암SK뷰,2346,1208,797,159,14,214,16,8
1748,비아119안전센터(북),5688,1205,888,105,2,206,4,0
1749,연동삼거리,5362,1204,758,222,208,15,1,0
1750,상무지구,2227,1201,606,286,2,299,7,1
1751,전망대,4195,1198,819,169,161,47,0,2
1752,백제화학,5646,1195,1165,3,0,27,0,0
1753,도선사,4218,1192,939,83,5,147,15,3
1754,금곡,4275,1188,824,34,22,304,3,1
1755,가정,5324,1187,1128,45,0,14,0,0
1756,도동고개,4225,1187,484,76,0,595,23,9
1757,봉선삼익아파트(북),3128,1185,807,303,36,24,6,9
1758,발산,2044,1182,942,59,5,163,10,3
1759,화천기공,5760,1181,956,56,1,157,10,1
1760,용동(평동),5673,1174,840,245,3,82,4,0
1761,중방,5148,1173,382,250,0,285,256,0
1762,평림,5083,1156,1099,2,33,22,0,0
1763,검문소,5461,1145,1112,15,1,15,2,0
1764,럭키금속,5866,1141,705,214,208,14,0,0
1765,시립공원묘지,4052,1139,705,31,1,373,17,12
1766,비아사거리,5096,1136,572,307,210,31,14,2
1767,풍암정,4329,1131,983,49,2,81,9,7
1768,월성,3047,1129,683,211,208,27,0,0
1769,삼도초교,5127,1128,773,5,27,318,4,1
1770,분토(북구),4285,1119,680,4,5,420,2,8
1771,공항,5628,1117,839,125,67,77,8,1
1772,삼소동입구,4042,1111,1037,53,2,15,3,1
1773,현대위아,5883,1111,684,214,208,5,0,0
1774,임곡교,5079,1111,595,295,209,9,2,1
1775,상선,5470,1109,792,17,3,287,10,0
1776,주룡,4315,1108,596,22,1,478,10,1
1777,동하,2104,1106,601,16,0,458,30,1
1778,명화동,5468,1105,844,48,5,203,4,1
1779,복호,5790,1100,1076,5,0,19,0,0
1780,하남1교,5878,1094,825,250,14,4,1,0
1781,죽산,5145,1094,960,110,0,20,4,0
1782,매월동(동),2329,1086,581,256,225,15,7,2
1783,백제화학,5647,1084,833,0,0,251,0,0
1784,삼영특수강,5519,1084,1015,52,1,16,0,0
1785,팽호,5792,1083,1053,21,1,7,0,1
1786,학동(본량),5088,1072,1058,3,0,7,0,4
1787,서봉마을,5241,1068,792,25,1,240,10,0
1788,도촌,3017,1061,893,31,5,127,5,0
1789,농막,3005,1057,925,4,0,126,2,0
1790,가마,5031,1054,994,3,3,51,1,2
1791,와산,5366,1053,588,237,209,14,2,3
1792,평호동,5026,1048,992,24,2,29,1,0
1793,석정,3030,1045,605,212,208,19,1,0
1794,화암마을위,4631,1036,933,15,6,80,1,1
1795,공원묘지,4272,1024,516,39,2,441,25,1
1796,삼도삼거리,5634,1022,942,4,0,76,0,0
1797,중촌,2140,1020,836,11,3,161,9,0
1798,절골입구(북),2334,1018,582,53,0,307,71,5
1799,전통공예문화학교,4101,1013,689,25,0,293,5,1
1800,유안초교,3131,999,691,204,63,35,5,1
1801,도림,5129,991,837,2,4,146,2,0
1802,수완동공원,5749,986,540,35,7,385,14,5
1803,소촌라인2차아파트,5692,986,698,29,1,235,22,1
1804,일곡대림2차아파트,4578,982,421,458,11,73,17,2
1805,장수동,5544,972,614,174,23,132,26,3
1806,삼도동주민센터,5620,970,878,16,22,51,3,0
1807,신성화학,5527,963,592,31,0,337,3,0
1808,지산입구,4107,953,658,83,0,192,17,3
1809,대산삼거리,5631,950,770,152,6,19,1,2
1810,하촌,3066,948,636,105,0,207,0,0
1811,명도삼거리,5045,945,736,158,1,48,1,1
1812,지동,3057,938,869,42,3,23,1,0
1813,송촌동,5661,928,480,86,18,338,5,1
1814,매동,5040,926,595,166,160,4,1,0
1815,학동마을,5492,925,896,0,1,28,0,0
1816,노대,3234,921,569,140,117,92,2,1
1817,명진고,5713,916,701,139,19,34,12,11
1818,영락공원2단지,4595,908,523,22,4,352,4,3
1819,구강리,5498,906,877,9,1,19,0,0
1820,대야,5589,906,486,162,160,97,0,1
1821,광주호수생태원,4326,894,673,11,2,208,0,0
1822,망향동산길,4266,893,464,211,209,7,0,2
1823,케이엔,5891,892,426,247,208,11,0,0
1824,기룡마을입구,5778,891,844,37,2,8,0,0
1825,대동하이렉스,5857,891,505,197,176,12,1,0
1826,한양아파트,4134,874,433,96,2,296,37,10
1827,하남삼성전자사거리(북),5516,873,777,41,0,54,1,0
1828,이장2동,3055,873,682,9,3,174,3,2
1829,담배인삼공사,2040,868,725,41,6,89,4,3
1830,효령동,4604,861,378,209,208,63,3,0
1831,삼도서초교,5611,856,404,216,222,14,0,0
1832,복수,3020,856,529,86,2,236,0,3
1833,월산(본량),5077,855,487,162,160,44,2,0
1834,하남1교,5879,848,470,216,14,126,19,3
1835,하칠석/고싸움전수관,3068,846,692,26,3,121,2,2
1836,옥동,5473,843,692,49,96,6,0,0
1837,도야,5653,842,562,268,2,10,0,0
1838,삼도초교,5128,840,422,208,210,0,0,0
1839,옥산,5073,838,812,1,2,18,1,4
1840,일신초교,4486,836,455,151,15,191,16,8
1841,하남삼성전자사거리(북),5517,831,733,77,0,19,2,0
1842,효령노인복지타운,4093,829,588,12,0,224,4,1
1843,상선길,5793,825,448,197,165,11,3,1
1844,충장로5가입구,1132,824,610,168,0,43,3,0
1845,양과동,3041,823,345,164,160,148,5,1
1846,첨단삼성전자,4115,819,472,30,0,306,11,0
1847,4수원지,4264,811,544,11,0,249,6,1
1848,양동교,2162,810,457,172,160,21,0,0
1849,정부광주지방합동청사,5750,807,634,18,0,150,5,0
1850,현진기업,4138,807,384,212,208,2,1,0
1851,대원정사,4021,803,585,26,2,182,7,1
1852,봉학,2114,801,333,210,209,47,0,2
1853,진곡 동길,5554,800,719,21,1,56,3,0
1854,봉선삼익아파트(북),3127,783,662,85,10,19,5,2
1855,종산,5384,778,536,124,112,6,0,0
