연번,정류소명,정류소번호,총계,승차 일반,승차 청소년,승차 어린이,환승 일반,환승 청소년,환승 어린이
438,신가주공아파트,5185,106367,67582,24389,863,11328,1988,217
439,용두주공,4084,106169,73690,23273,2172,5716,975,343
440,한국생산기술연구원,4132,105540,50617,28194,24507,1611,496,115
441,무등시장입구(남),3211,105508,90146,10003,630,4068,532,129
442,삼각그린타운,4255,105025,59841,29650,2918,9754,2429,433
443,국제고,4253,104989,44547,20622,1357,29395,8522,546
444,동천마을1단지,4153,104861,63556,7428,813,29103,3707,254
445,양산타운,4066,104590,76153,11495,807,13117,2247,771
446,문화전당역,1042,104530,74088,11641,705,15823,1971,302
447,효천초교,3287,104383,49077,30668,21716,2165,564,193
448,한국병원,2205,104363,89614,9113,850,4173,495,118
449,보훈병원후문,5437,104206,72407,16672,1548,11120,2238,221
450,동천우미린아파트,4156,104089,80225,13005,1019,8303,1308,229
451,남선산업,3150,103981,63582,18173,6206,13057,2589,374
452,유니버시아드힐스테이트,2298,103941,80635,16448,896,4913,893,156
453,금호초교,2076,103105,66724,15781,1143,15471,3715,271
454,송정파출소(북),5208,102991,51211,7160,1341,37652,5355,272
455,광주기아챔피언스필드,4490,102913,74333,9159,901,16681,1527,312
456,모아제일아파트,2065,102605,70907,15710,1895,11666,2237,190
457,목련마을6단지,5297,102168,67324,21576,323,10313,2474,158
458,월산4동,3177,102076,81695,9275,545,9315,1088,158
459,마재우체국,2245,102010,63158,26612,670,9509,1923,138
460,산업인력공단,4037,101272,56234,25520,17885,1273,346,14
461,광주여대,5274,101261,75567,7289,487,16177,1593,148
462,31사단,4357,100564,89947,7267,653,2287,269,141
463,중외마을,4212,100079,69372,13729,376,13785,2426,391
464,신가우미아파트,5184,100010,71580,15720,771,10382,1309,248
465,서영대,4427,98117,64070,25552,241,6803,1339,112
466,풍암한신아파트,2268,98071,75153,16353,741,4737,732,355
467,화정남초교,2316,97954,82787,11911,1142,1480,440,194
468,청명아파트,4166,97442,69091,18096,716,8007,1459,73
469,전남공고입구,5198,97321,65372,13789,290,15837,1979,54
470,도산동주민센터,5014,96866,58174,21846,13232,3006,435,173
471,하남중,5321,95902,68851,12485,1621,10896,1656,393
472,극락강역입구,5169,95743,58588,6821,871,22567,6591,305
473,송화마을5단지,3275,95509,63924,21709,7881,1035,610,350
474,풍암사거리(동),2260,95483,53449,10744,780,27700,2521,289
475,동신대한방병원,3196,95031,52222,9124,1412,27840,4251,182
476,수완우미린2차,5700,94829,59152,23324,4283,6303,1562,205
477,농산물품질관리원,5656,94393,56317,11487,7132,17583,1695,179
478,첨단휴먼시아,4613,92602,71079,16526,584,3263,954,196
479,하남초교,5763,92543,44773,29206,16305,1496,557,206
480,화정현대아파트,2285,92530,71291,11962,701,7650,768,158
481,용봉초교,4344,92427,64549,8273,851,16596,1979,179
482,운천역,2087,91583,66233,8204,981,14668,1439,58
483,화정현대아파트,2286,91514,65615,6762,836,17037,1187,77
484,서남하이츠(국제양궁장),3225,91128,63618,16812,1568,7274,1671,185
485,두암지구입구,1021,91068,72109,9262,695,7939,901,162
486,원광대한방병원,2252,90833,68419,8272,1136,11205,1522,279
487,우산시영2단지(동),5283,90504,77194,7861,577,4283,464,125
488,동명회/송원고,2243,90421,37341,37401,6351,5514,3710,104
489,돌고개역(동),2164,90368,61541,5631,478,19862,2768,88
490,수완우미린2차,5701,90360,71422,11365,2832,3738,733,270
491,문흥고가,4180,89615,73405,11286,1732,2543,462,187
492,무양서원입구,5432,89299,60435,16512,825,8833,2516,178
493,주월주택단지,3104,89285,66952,7062,404,13628,1114,125
494,첨단호반3차아파트,5459,89235,67774,14963,1395,4147,724,232
495,법원,1055,89180,78352,4612,661,5255,262,38
496,우산시영2단지(동),5282,88910,60184,6834,858,17159,3720,155
497,서광주세무서,2075,88400,69031,6086,674,11543,981,85
498,무등시장입구(남),3222,88171,64254,6932,642,14695,1427,221
499,시립제2요양병원,3282,88086,54065,16549,15963,1341,123,45
500,역산공원입구,5523,87810,56780,8085,583,19850,2262,250
501,상무1동주민센터,2066,87667,71412,6404,353,8586,836,76
502,양산호수공원,4080,87374,57938,10411,833,16463,1460,269
503,5.18기념공원,2061,86836,65913,11529,2818,5045,1106,425
504,서창농협,2019,86165,52078,12268,812,18877,1927,203
505,전대치과병원,4412,86110,53131,24735,147,6401,1588,108
506,동구문화센터,1108,86023,59721,19713,2503,3122,772,192
507,구남구청,3116,85868,61056,18635,2121,3088,795,173
508,임동농협,4497,85856,72404,6034,906,6002,336,174
509,체육고/폴리텍5대학,4462,85704,51171,13846,1470,16102,2597,518
510,모아2차아파트,3106,85354,63132,12493,1081,7722,684,242
511,용봉현대3차아파트,4398,85280,69439,10524,3897,1040,273,107
512,양산타운,4065,84891,61769,15437,1054,5581,818,232
513,서남동주민센터,1049,84851,62837,7029,926,12666,1209,184
514,북구차량등록민원실,4550,84712,57585,5275,310,19965,1454,123
515,송정파출소(북),5209,84634,61338,10713,2098,9079,1279,127
516,삼정초교,4191,84564,73121,7187,650,3152,353,101
517,두암지구입구,1020,83971,68368,7322,939,6701,515,126
518,서방사거리,4565,83408,67191,5423,2315,7805,484,190
519,은혜학교,4097,83161,46232,18512,17783,591,32,11
520,5.18기념문화센터,2062,83037,52435,20508,2500,5494,1745,355
521,신용두,4054,82992,66495,12088,2957,983,286,183
522,금호모아아파트,2022,82954,65541,11833,2049,2724,591,216
523,신가중,5187,82672,55740,18586,1138,5636,1406,166
524,신창부영1차아파트,5193,82315,65044,12071,210,4047,749,194
525,봉선대화아파트,3122,81802,45540,10711,1477,19863,3665,546
526,살레시오고,4466,81474,20260,49886,5590,2285,3404,49
527,계림사거리,1002,80656,66022,5848,1542,6751,407,86
528,매방골,5228,80640,49347,24462,4751,933,900,247
529,유격훈련장,4472,80551,57843,12551,7908,2007,187,55
530,극락강역입구,5291,80320,62839,5420,210,10481,1224,146
531,광주은행양산동지점,4062,80003,55550,10784,496,11304,1525,344
532,봉선삼익아파트(남),3126,79226,46554,15940,1451,13703,1340,238
533,동천우미린아파트,4155,79135,50891,13895,766,11908,1405,270
534,신용초등학교,4615,79064,42702,29587,643,4064,1814,254
535,도산파출소,5006,78751,33747,21727,20427,2414,400,36
536,영천초교,5312,78731,58630,11715,1613,5494,1111,168
537,서광주우체국,2302,78639,50990,14849,612,10976,1073,139
538,공구단지,2092,78372,45571,15571,14593,2402,200,35
539,정광고입구,5261,78367,44721,27584,1577,2406,1800,279
540,일곡현대3차아파트,4609,78300,58901,12311,5861,918,242,67
541,대주빌라,4183,78138,63286,9465,2443,2410,350,184
542,신흥택시,4057,78029,47504,9473,1076,17701,1918,357
543,풍암금호아파트,2256,77869,63097,11292,781,2007,540,152
544,첨단롯데마트,5450,77414,54919,7790,615,11643,1900,547
545,보건환경연구원,2354,77082,58866,10221,448,6783,665,99
546,모아제일아파트,2064,76879,52076,17100,914,5568,1111,110
547,상전,5154,76851,58242,11896,4616,1771,244,82
548,첨단2호반아파트,4622,76789,66623,8098,242,1401,311,114
549,송정모아아파트,5151,76735,58129,11197,3044,3285,942,138
550,무등교회,2325,76350,40997,17252,14529,2533,670,369
551,상무호반3차,2068,76296,48028,18551,2148,6342,1088,139
552,기아자동차,2186,76253,59725,5836,538,8902,1195,57
553,제2광천교,4450,76146,56733,6095,517,11337,1289,175
554,화정중,2299,75748,42571,17602,1290,11764,2237,284
555,상무쌍용금호아파트,2223,75501,48792,13705,6576,5431,858,139
556,신용초등학교,4614,75439,56194,12905,811,4646,695,188
557,신암마을,2248,74845,58093,12615,1676,1704,535,222
558,동천마을6단지,4429,74731,57332,8809,309,7295,923,63
559,용봉우미아파트,4393,73664,66242,5185,718,1368,125,26
560,산동교,5176,72746,58735,7769,787,4496,725,234
561,영천마을9단지,5319,72680,61396,6093,552,4082,422,135
562,광명하이츠후문,2176,72567,57725,6723,672,6396,912,139
563,건강협회,2052,72527,54979,6053,303,9758,1213,221
564,서산초교,4370,72385,60782,7775,645,2644,407,132
565,광주역(동),4529,71965,55759,4023,108,11179,793,103
566,전자공고,5443,71700,36964,24980,369,6876,2433,78
567,두암주공아파트,4186,71291,59836,4192,805,5922,414,122
568,대반초교,5318,71172,58300,8480,754,2913,499,226
569,첨단호반3차아파트,5458,71161,44625,14321,7983,3597,394,241
570,첨단생활체육공원,5455,71083,37698,5283,406,24015,3518,163
571,월산4동,3178,70745,53005,8518,821,7524,691,186
572,상무1동주민센터,2271,70690,52403,5519,569,10504,1620,75
573,도천저수지,5766,70610,48807,11354,1902,6075,2264,208
574,화정사거리,2295,70094,57179,8419,352,3598,478,68
575,서방사거리육교,1010,69080,55672,3231,398,9151,511,117
576,첨단라인8차아파트,5448,68765,51258,9017,1144,5123,2118,105
577,수완새한포유,5706,68728,36985,16762,1157,12151,1420,253
578,화정사거리,2294,68507,42120,5827,434,17925,2067,134
579,첨단부영아파트,5453,68419,50593,12715,2203,2352,455,101
580,교육대,4561,68401,55302,4386,2744,5351,436,182
581,송산유원지,5250,67969,30583,17872,16127,2990,317,80
582,광천E편한세상,2180,67726,45901,12362,7922,1355,105,81
583,광주무역회관,5767,67631,58492,6469,313,2027,269,61
584,주월초교,2292,67612,55964,6689,894,3516,454,95
585,광신아파트,4169,67447,38869,5701,1553,17937,2981,406
586,쌍촌역,2070,67409,52907,6305,154,7091,867,85
587,성덕교,5710,67335,46361,13323,881,5422,1024,324
588,상공회의소,2056,67076,50217,11787,169,4176,649,78
589,신용중입구,4620,67066,57174,7397,413,1655,276,151
590,계림사거리,1001,66800,52006,6218,838,7134,539,65
591,농성1동주민센터,2037,66701,55789,5062,1737,3719,285,109
592,첨단초교후문,5423,66625,42171,12921,7345,3642,424,122
593,운리마을,2250,66408,40644,14397,7451,3101,766,49
594,동강대후문,4162,66391,49981,9770,197,5519,879,45
595,삼익세라믹,1155,66059,37566,7769,2454,15488,2410,372
596,문흥라인아파트,4236,66036,47922,5675,451,11072,756,160
597,신세계백화점,2274,65894,53912,3152,235,7779,672,144
598,송림주택,3089,65869,44547,12602,629,7103,800,188
599,봉선삼익사거리,3130,65714,47441,9035,622,7818,646,152
600,동명고,5225,65529,16600,36940,9326,1485,1167,11
601,진월저수지(동),3261,65394,51340,9405,2511,1532,385,221
602,금호아파트,4215,65383,38779,13780,10548,2115,109,52
603,영천마을9단지,5320,65283,52696,6345,217,5377,498,150
604,동산아파트,1058,65183,57593,4855,205,2225,216,89
605,신가사거리,5182,65103,43985,8459,330,9968,2181,180
606,풍암저수지,2264,65095,47658,11331,2451,2880,699,76
607,일곡초교,4480,64953,34411,14601,3444,10540,1526,431
608,소촌금호아파트,5279,64914,45861,11557,1189,5460,723,124
609,순복음교회,4532,64761,49409,6569,1502,6300,686,295
610,신가사거리,5181,64752,36590,5470,128,19021,3400,143
611,법원,1054,64579,46882,4830,695,11419,638,115
612,소태역,1095,64406,28869,3942,970,28251,2100,274
613,운천역,2073,64047,47705,6640,535,7965,1130,72
614,주월초교,2293,63949,49969,8177,500,4796,438,69
615,서방사거리육교,1009,63882,52733,3759,290,6521,459,120
616,수완중흥S-클래스 2차,5708,63827,39936,14758,940,6761,1145,287
617,수완중흥S-클래스 1차,5728,63686,47598,7694,362,6827,1087,118
618,염주사거리(동),2304,63533,39932,11565,340,10237,1360,99
619,해태아파트,2279,63523,54038,6467,251,2374,299,94
620,오치초교,4375,63199,48678,7050,359,6501,530,81
621,아리랑고개,5257,62357,36268,6672,1711,15931,1548,227
622,산수2동주민센터,1031,62285,53562,5092,213,2974,329,115
623,일곡청솔4차아파트,4479,62097,51811,7350,1820,831,207,78
624,북성중,4493,61988,48679,6404,519,5781,544,61
625,보문고,5236,61870,28035,30413,1306,651,1408,57
626,조봉초교,3135,61689,47227,6069,990,6314,873,216
627,무등산국립공원(원효사),4305,61686,48706,4902,3420,4351,194,113
628,삼원맨션,4384,61608,55725,4031,582,1099,129,42
629,동천동주민센터,4144,61374,43080,11011,1310,4828,961,184
630,보훈병원,5435,61239,40516,6701,113,11549,2334,26
631,홍림교,1168,61160,35383,3932,5111,15444,760,530
632,동강대후문,4161,61070,37152,8415,258,13138,2019,88
633,아리랑고개,5214,61041,38542,6052,945,13757,1569,176
634,풍영정입구,5300,60923,30947,4193,101,22160,3408,114
635,소촌금호아파트,5244,60620,48949,6852,612,3564,485,158
636,건강협회,2053,59886,47632,4665,263,6550,680,96
637,라마다호텔,2344,59673,47664,7877,905,2616,541,70
638,광주기아챔피언스필드,4489,59527,39978,5231,862,12009,1124,323
639,문화예술회관,4442,59523,38068,11165,613,8175,1367,135
640,김대중컨벤션센터(마륵)역,2131,59498,37495,5270,709,14717,1242,65
641,광주인력개발원,5218,59234,45306,10708,897,1646,471,206
642,롯데백화점,4520,59027,47971,2244,384,8114,261,53
643,5.18기념문화센터,2063,59014,32375,19710,1820,3648,1200,261
644,산정초교,5714,58901,43888,10144,3316,1063,301,189
645,용봉2휴먼시아아파트,4413,58749,35312,6626,175,12246,4321,69
646,고실마을,5734,58697,35816,17719,1072,2702,1161,227
647,남구문화예술회관,3115,58680,37341,5193,1297,13704,910,235
648,용전사거리(북),4104,58556,31398,7788,5983,11759,1463,165
649,순복음교회,4533,58120,43176,7361,1107,5819,557,100
650,용봉쌍용아파트,4207,57989,48718,6397,322,2012,457,83
651,광주농수산물유통센터(서),5730,57964,41099,12062,704,3335,646,118
652,방림삼거리,3084,57653,37398,7188,1560,9391,1880,236
653,은빛마을,5722,57544,48107,6966,240,1756,388,87
654,양지초교,4070,57524,47732,6765,1080,1633,222,92
655,매일시장입구,1052,57177,49437,5523,467,1562,145,43
656,북성중,4521,57081,44056,5250,296,6458,929,92
657,전남고입구,2145,57004,41152,9198,764,5266,579,45
658,두암라인동산아파트,4185,56973,43004,7698,1826,3792,394,259
659,서창농협,2020,56754,32561,12555,1599,6802,3181,56
660,성덕마을,5705,56512,46599,4600,474,3982,521,336
661,호남맨션,1040,56507,45725,5398,919,3804,377,284
662,염주사거리(서),2307,56459,39956,6665,323,8427,989,99
663,용봉한화꿈에그린,4390,56329,49505,5369,392,917,106,40
664,기아차정문,2187,56285,37545,9566,8058,961,102,53
665,폭스존,5424,55916,27440,14804,12571,838,207,56
666,수완진흥더루벤스,5761,55890,30383,14312,10714,328,100,53
667,마재부영아파트,2026,55689,37620,8806,370,7607,1205,81
668,역산공원입구,5522,55658,44021,7001,461,3624,468,83
669,광주광역시교육청(광덕고),2288,55459,42257,9990,906,1768,388,150
670,보건대후문,5174,55229,45104,7488,152,2043,360,82
671,비아119안전센터(서),5099,55014,36892,14643,950,1553,601,375
672,상공회의소,2057,54969,29984,4783,41,18676,1384,101
673,농성파출소,2054,54579,42078,3940,381,7315,691,174
674,방림삼거리,3085,54030,46677,4992,369,1679,207,106
675,송화마을3단지,3278,53685,39581,9600,2923,935,409,237
676,구남구청,3117,53142,38652,6612,597,6077,975,229
677,흑석사거리(서),5580,52335,38247,4489,1362,7199,921,117
678,가톨릭대평생교육원,2082,52227,42652,6306,817,2054,329,69
679,지산중,4109,52072,31823,12958,6448,622,172,49
680,문흥지구입구(서),4240,51872,22149,11396,10858,6419,998,52
681,금호타이어,5220,51779,25312,5712,1181,16005,3474,95
682,쌍암공원,5401,51389,34439,3974,393,11491,993,99
683,염주주공,2309,51275,38162,5361,557,6472,621,102
684,계수,2174,51052,37746,7195,946,4451,604,110
685,임동한국아델리움1차,4505,50940,43188,4114,384,2984,171,99
686,문성고,3121,50799,29929,17875,1517,781,608,89
687,운림중,1161,50630,32137,2142,849,14644,642,216
688,소촌스위트밸리,5248,50602,38499,8971,902,1632,416,182
689,선운휴먼시아,5850,50599,40096,6892,3015,503,62,31
690,산월초교입구,5440,50546,38264,8297,2866,848,166,105
691,상무한국아파트,2229,50382,27518,12371,9869,468,98,58
692,광주무역회관,5768,50295,31810,4100,388,12426,1450,121
693,상무역(북),2343,50255,29150,7333,3960,8753,1002,57
694,국립광주과학관,4023,49948,25318,14546,7783,1202,686,413
695,수완보건지소,5699,49906,25004,14118,9627,680,277,200
696,기독병원,3172,49585,42829,3698,310,2301,342,105
697,한국알프스,5574,49514,31379,8881,8306,869,76,3
698,수완현진에버빌1차,5702,49452,34086,9374,298,4608,926,160
699,효덕동주민센터,3246,49422,37294,8816,1505,1318,380,109
700,금호도개공아파트,2018,49165,35693,8747,2266,1835,495,129
701,송정I.C,5207,49146,31723,4686,1268,9848,1438,183
702,우치공원,4094,49132,30817,9992,2303,4278,1041,701
703,중흥시장,4537,49025,26803,9724,8850,3508,112,28
704,금호한국아파트,2012,48958,34865,6527,710,6070,703,83
705,광암교입구,4438,48951,39619,4635,344,3785,414,154
706,호남삼육고입구,3216,48927,33373,7619,625,6397,832,81
707,518민주화운동기록관,1137,48611,35933,6254,564,5168,622,70
708,대반초교,5317,48550,34430,10040,734,2524,654,168
709,전대동창회관,4559,48499,40744,2567,109,4729,274,76
710,우산리버힐아파트,5280,48122,34898,7143,1043,3919,884,235
711,첨단도서관,5416,47813,35261,9639,1679,1022,183,29
712,인성고,3166,47680,16838,27138,554,1714,1409,27
713,광산구노인복지회관,5289,47610,37104,6656,760,2579,452,59
714,가톨릭대평생교육원,2083,47607,26774,2734,209,14679,3079,132
715,영천초교,5311,47175,35236,6080,534,4005,1181,139
716,금호타이어,5221,47157,34537,4175,761,6594,1036,54
717,제2광천교,4509,46807,36540,2600,255,6753,596,63
718,첨단우리은행,5457,46804,30821,5978,525,7904,1409,167
719,송원대,3162,45869,26995,11189,1924,4507,1240,14
720,원삼각마을삼일아파트,4258,45834,37817,5927,498,1310,244,38
721,삼우아파트,2194,45808,22577,11729,10090,1298,91,23
722,동신대한방병원,3197,45801,37370,4918,182,2775,503,53
723,전남고입구,2146,45661,27299,11959,1270,4426,661,46
724,월곡2동주민센터,5541,45468,23791,12769,8030,561,219,98
725,전남대사거리(서),4350,45225,36133,2370,135,6091,461,35
726,마재종원아파트,2027,45138,19336,17082,7275,1002,419,24
727,공군부대후문,5913,45089,19713,13178,11484,565,114,35
728,봉선1동주민센터,3108,44974,38711,4723,455,725,200,160
729,상무역,2117,44943,34033,4107,641,5772,328,62
730,지산2동주민센터,1069,44849,39629,3397,435,1137,172,79
731,광신대교,4140,44740,28099,3798,63,10969,1696,115
732,무양서원,5430,44572,31282,11340,658,870,389,33
733,신창부영2차아파트,5739,44522,26822,10015,463,5634,1358,230
734,동산아파트,1059,44476,37381,2970,432,3308,176,209
735,비아호반아파트,5103,44110,27377,12532,2201,1406,386,208
736,유창허니문,4403,43770,37895,2907,925,1918,116,9
737,봉선라인광장,3110,43405,35935,4314,127,2714,252,63
738,상무해광한신아파트,2323,43321,19669,12396,10690,481,78,7
739,전남공무원교육원,4211,43280,33078,5907,953,2720,384,238
740,무진중,3199,43203,35583,3583,536,3055,363,83
741,동산초교,1061,43106,37364,3442,644,1377,238,41
742,등촌,4280,43017,21280,11096,10345,251,9,36
743,전자공고,5444,42650,26110,9352,189,5673,1246,80
744,지원2동주민센터,1098,42449,23556,2206,550,14886,1021,230
745,기산복합상가,4562,42440,36047,3140,332,2688,206,27
746,문화초교,4179,42439,27034,4524,1428,8511,739,203
747,방송통신대,5433,42396,33369,5941,1844,999,176,67
748,비아농협,5095,42381,26834,4939,669,6360,3343,236
749,풍암저수지,2265,42341,33455,5113,179,2988,514,92
750,첨단초교,5420,42068,30111,7063,1955,2370,485,84
751,호남대광산캠퍼스,5266,41652,22201,4362,467,13193,1367,62
752,중외마을,4213,41596,29040,7198,921,4002,378,57
753,풍영정입구,5178,41112,30856,4208,300,5169,551,28
754,보건대입구,5173,41111,29851,3934,258,6432,606,30
755,금호모아아파트,2021,41079,27292,7416,430,5447,435,59
756,농협운천지점,2214,41026,27142,6952,1583,4541,754,54
757,샛터마을,5239,40766,20331,10150,9383,831,67,4
758,거진,4004,40597,27660,3533,466,7930,947,61
759,보훈병원후문,5438,40458,28054,4373,689,6287,955,100
760,서광주세무서,2091,40450,29171,6828,122,3859,406,64
761,광명하이츠후문,2177,40404,24749,2788,82,10597,2086,102
762,농성파출소,2055,40379,35008,2514,280,2355,182,40
763,KT&G광주제조창,4078,40267,32290,5882,613,1246,200,36
764,흑석사거리(서),5579,40260,25967,2417,371,10427,1039,39
765,남선산업,3149,40200,22510,3385,114,11178,2952,61
766,광주대,3229,40194,35013,3228,777,1073,81,22
767,진성아파트,2201,40179,23864,9084,6224,830,108,69
768,농산물품질관리원,5657,40079,34426,2613,110,2549,332,49
769,해태아파트,2206,40059,30077,4472,636,4408,371,95
770,우편집중국,5403,39978,31091,2420,259,5258,759,191
771,첨단생활체육공원,5456,39881,29568,6237,542,2786,616,132
772,동림푸른마을,4151,39759,29983,4636,368,4181,445,146
773,장동마을,4309,39584,19536,11282,8440,183,41,102
774,기아차중문,2188,39296,24239,3140,312,10004,1470,131
775,용봉2휴먼시아아파트,4353,39154,33098,3597,469,1782,197,11
776,치평중,2090,39029,24207,9651,665,3016,1305,185
777,서창입구,2134,38947,26178,3146,1897,7215,448,63
778,일가정양립지원본부,2234,38817,18190,10114,9857,544,68,44
779,전통공예문화학교,4102,38784,28312,5140,4534,746,34,18
780,럭키아파트,2314,38772,31586,5782,456,701,173,74
781,도산동주민센터,5015,38736,25047,7591,578,4667,745,108
782,원광대한방병원,2251,38612,28563,3896,212,5217,655,69
783,화정남초교,2315,38489,28955,5552,473,3159,246,104
784,개동,3001,38442,19520,9637,8553,646,54,32
785,풍영정천1교,5301,38340,31799,4504,205,1511,215,106
786,송화마을5단지,3274,38278,20670,11039,3567,2355,457,190
787,첨단1동주민센터,5409,38244,26481,3925,482,6636,636,84
788,봉선라인광장,3111,38197,31556,3885,117,2255,315,69
789,송정주공,5269,38018,29556,4920,866,2396,244,36
790,송정파출소(남),5152,37953,26077,3858,513,6668,790,47
791,동구노인복지회관,1015,37925,25739,3898,433,7472,326,57
792,오치1동주민센터,4372,37854,32226,4135,119,1150,185,39
793,보건대후문,5175,37824,25980,8603,518,2182,521,20
794,상수도광산사업소,5267,37819,29559,5855,634,1399,236,136
795,솔뫼타운,2273,37815,30551,4370,344,2222,279,49
796,산수2동주민센터,1032,37809,29879,1768,807,5098,154,103
797,신안동주민센터,4341,37462,31699,2594,201,2776,141,51
798,상무중흥아파트,2225,37407,19392,9674,7529,673,116,23
799,월산(삼각동),4261,37233,30557,3562,470,2271,343,30
800,첨단부영아파트,5452,37103,25169,7906,2204,1432,288,104
801,문성고,3120,37079,18453,11106,434,5380,1528,178
802,대촌마을,4043,36816,19496,8643,8204,432,27,14
803,서창동주민센터,2127,36815,15378,9006,11218,650,96,467
804,풍암금호아파트,2255,36805,28049,5058,504,2679,378,137
805,광산구노인복지회관,5290,36767,29246,3762,295,2877,457,130
806,무등야구장,4439,36749,28448,3180,730,4068,210,113
807,정부광주지방합동청사입구,5425,36743,21170,7896,7196,424,41,16
808,문흥중앙초교,4246,36722,23695,8252,4186,426,100,63
809,임동한국아델리움1차,4506,36630,30961,2450,328,2665,149,77
810,선운중학교,5868,36521,26200,6445,3572,237,41,26
811,첨단2호반아파트,4623,36424,26892,3903,258,4814,471,86
812,대촌동주민센터,3009,36199,25521,7971,1265,1086,270,86
813,용봉중,4364,35787,24459,3482,548,5878,1305,115
814,수완양우내안애,5735,35762,25548,6300,522,3008,310,74
815,금구초교,5293,35687,28944,4831,517,1029,205,161
816,학동평화맨션,1164,35446,20696,2369,1588,10095,505,193
817,진흥고,5200,35355,9644,18117,6750,161,675,8
818,농산물공판장,4217,35300,24397,1064,359,9325,134,21
819,용봉현대1차아파트,4395,35278,29899,3345,1745,184,48,57
820,용전사거리(남),4089,35131,22396,3941,2699,5344,742,9
821,신안동주민센터,4340,35098,30264,1561,332,2722,172,47
822,무등야구장,4440,35052,26982,2328,230,5089,256,167
823,양지초교,4069,35025,27093,4211,619,2704,264,134
824,수완중흥S-클래스 1차,5727,34928,22556,4997,176,6143,998,58
825,서일초교,4468,34894,20912,6157,955,5807,954,109
826,광주중,2015,34793,16783,9952,7376,410,240,32
827,도산역,5009,34783,20823,4768,400,7645,1105,42
828,정광고입구,5262,34760,15779,14210,869,1937,1914,51
829,송정주공,5270,34614,29580,3396,336,1153,109,40
830,도촌교,5508,34594,29888,2632,731,1198,110,35
831,한국은행,2242,34542,28668,3440,319,1788,271,56
832,상무시민공원,2221,34473,13559,10335,10129,397,49,4
833,산업인력공단사거리,4039,34454,19405,8192,6404,364,87,2
834,은빛마을,5721,34409,23463,5475,432,4341,623,75
835,농성1동주민센터,2036,34376,23259,7954,620,2234,285,24
836,상무라인대주,2218,34045,16258,12472,4401,549,308,57
837,기산복합상가,4563,34031,27313,2488,68,3899,231,32
838,건국동파출소,4001,34026,22633,6419,3813,964,181,16
839,천교,2173,33985,22994,4942,2755,3093,162,39
840,신용중입구,4621,33928,23293,6514,363,3250,369,139
841,삼정초교,4192,33924,26771,3053,684,3113,222,81
842,버들주공1단지,2183,33510,21273,9367,1129,942,719,80
843,봉산중,5583,33481,19960,7820,1543,3366,636,156
844,쌍촌현대아파트,2071,33408,24868,7213,164,775,357,31
845,임동주민센터,4499,33239,29095,2099,331,1538,110,66
846,광산우산동주민센터,5741,33203,29426,2144,112,1358,129,34
847,동산초교,1060,33172,27339,2099,624,2799,186,125
848,하남초교,5764,33169,19058,8848,3029,1685,385,164
849,각화초교,4214,33024,17529,7837,6358,1219,59,22
850,서산초교,4371,32890,21123,5268,443,5188,722,146
851,학림교,1153,32726,28226,2977,488,873,128,34
852,풍암SK뷰,2340,32514,17652,8169,6194,315,159,25
853,대주빌라,4184,32402,24580,2858,875,3715,260,114
854,오선동,5536,32347,30247,1218,213,633,33,3
855,문흥지구입구(동),4224,32283,21467,1573,102,8600,432,109
856,광천초교,2034,32211,19628,6925,2445,2836,312,65
857,동산교차로,2351,32173,16864,7237,6830,1123,95,24
858,동구노인복지회관,1016,32051,24750,4798,1302,1020,140,41
859,산동교,5177,31929,27210,2049,92,2308,234,36
860,한국농어촌공사,2074,31589,25520,3101,333,2387,184,64
861,김대중컨벤션센터(마륵)역(북),2328,31571,22117,3468,2177,3457,327,25
862,신창용수마을,5190,31530,14089,4869,33,9479,3025,35
863,수문초교입구,5854,31499,11958,12188,6584,406,334,29
864,고령친화종합체험관,3265,31260,17958,6438,6196,635,26,7
865,빛고을노인건강타운입구,3273,31251,25762,2629,2436,379,27,18
866,주월주택단지(남),3103,31004,23159,1998,100,5324,393,30
867,무진중,3198,30951,23525,4104,274,2685,336,27
868,송정대덕아파트,5156,30822,19314,6302,370,4391,359,86
869,비엔날레전시관,4597,30775,25822,3532,185,990,191,55
870,라마다호텔,2345,30638,25342,3382,321,1343,167,83
871,대촌마을입구,4024,30604,14195,8127,7859,359,36,28
872,주남,1089,30488,15537,2256,885,10650,966,194
873,고내입구,4008,30359,13936,6565,5440,4172,238,8
874,광주광역시교육청(광덕고),2287,30328,18427,8073,275,3022,456,75
875,광산소방서입구,5572,30294,27671,1817,213,555,35,3
876,광주역육교,4540,30273,23422,2130,359,4049,244,69
877,복룡입구,4033,30248,20742,4785,311,3694,507,209
878,소촌서라아파트,5246,29976,23073,3756,838,1698,457,154
879,연제현대아파트,4075,29722,25306,3837,197,228,71,83
880,주월주택단지,3105,29697,23103,2056,201,4014,283,40
881,학운초교,1166,29691,16591,4641,6952,998,85,424
882,신안교입구,4388,29657,25967,1576,209,1717,142,46
883,지산초교,4112,29575,17215,6326,5257,497,85,195
884,김대중컨벤션센터,2212,29209,17546,6696,3579,1124,213,51
885,태봉새마을금고,4354,29203,24671,1824,48,2480,152,28
886,서석고,2272,29183,23921,2340,226,2475,199,22
887,중흥삼거리(북),4549,29047,19666,2392,333,6227,405,24
888,풍암동부센트리빌,2338,29000,18822,6560,3136,243,183,56
