,약국명,토요일 시작,토요일 종료,일요일 시작,일요일 종료,공휴일 시작,공휴일 종료,위도,경도,구별
1121,은혜약국,0900,1800,,,,,37.6490235,127.0358842,도봉구
1122,신창약국,0900,1530,,,,,37.640260999999995,127.0399723,도봉구
1123,상록수온누리약국,0900,1800,,,,,37.6652786,127.0357363,도봉구
1124,삼성늘푸른약국,0800,1600,,,,,37.6478375,127.03474820000001,도봉구
1125,메디팜은아약국,0900,2030,,,,,37.67055500000001,127.08179740000001,노원구
1126,한신약국,0900,1400,,,,,37.66475379999999,127.06808149999999,노원구
1127,노원행복한약국,0900,1330,,,,,37.62640579999999,127.0788436,노원구
1128,수락프라자약국,0900,2230,0900,2230,0900,2200,37.67741609999999,127.05485800000001,노원구
1129,푸른바다약국,,,0900,1500,,,37.6498393,127.06128390000002,노원구
1130,건강샘온누리약국,0830,1600,,,,,37.6575352,127.0639274,노원구
1131,동산약국,0900,2100,,,,,37.6428027,127.0664601,노원구
1132,이화약국,,,,,,,37.6597817,127.07319059999999,노원구
1133,보건약국,0900,1500,,,,,37.6464986,127.0688377,노원구
1134,인덕약국,0730,2200,1230,1800,1230,1800,37.6308761,127.06104209999998,노원구
1135,다정약국,0900,2200,,,0900,2100,37.6574623,127.0786935,노원구
1136,당고개약국,0900,2200,0900,2200,0900,2100,37.6708273,127.0799769,노원구
1137,오피앙약국,0900,2100,0900,2100,0900,2100,37.6802689,127.05486940000002,노원구
1138,온누리영광약국,,,,,,,37.667879799999994,127.0590436,노원구
1139,화인팜약국,0900,1300,,,,,37.6493794,127.0813895,노원구
1140,백경약국,0800,1800,,,,,37.6534006,127.05987009999998,노원구
1141,세일약국,0930,2000,,,,,37.6626414,127.0726236,노원구
1142,노원종로약국,0830,1900,,,0830,1900,37.628252200000006,127.0719634,노원구
1143,백약국,0900,1300,,,,,37.6491661,127.06240179999999,노원구
1144,삼호약국,0830,1400,,,,,37.6244076,127.0655937,노원구
1145,기쁨약국,0900,1800,,,,,37.65804079999999,127.0713479,노원구
1146,건강과행복이열리는약국,0900,2000,,,,,37.64919800000001,127.07695749999999,노원구
1147,한빛약국,0900,1800,,,,,37.6324854,127.06094479999999,노원구
1148,경화당약국,0830,1600,,,,,37.6152064,127.06515379999999,노원구
1149,남북약국,0900,2000,,,,,37.659204100000004,127.07020800000001,노원구
1150,하계약국,0900,2030,,,,,37.6358789,127.07293700000001,노원구
1151,창덕약국,,,,,,,37.62294970000001,127.0753054,노원구
1152,신태평약국,0900,1400,,,,,37.6214621,127.05901159999999,노원구
1153,나현약국,1000,2300,1000,2300,1000,2230,37.6563873,127.06961409999998,노원구
1154,월계약국,0900,2100,,,,,37.626735700000005,127.05112040000002,노원구
1155,세브란스약국,0900,1600,,,,,37.6354318,127.0644563,노원구
1156,백조약국,0800,2130,1100,1930,,,37.62715120000001,127.0791017,노원구
1157,새고운약국,0900,2000,1000,1900,1000,1900,37.619670899999996,127.074629,노원구
1158,옵티마건강약국,0900,1900,,,,,37.6406859,127.0681273,노원구
1159,푸른약국,0900,1600,,,,,37.6510283,127.07722720000001,노원구
1160,노원행복한약국,0900,1330,,,,,37.656501,127.0619072,노원구
1161,새봄약국,0830,1400,0830,1600,,,37.6393876,127.0642707,노원구
1162,i튼튼약국,0900,1600,0900,1600,0900,1600,37.6244964,127.0729685,노원구
1163,상계동문약국,0900,1400,,,,,37.64936429999999,127.06228370000001,노원구
1164,노원프라자약국,0900,1400,,,,,37.648668799999996,127.06184820000001,노원구
1165,딸기약국,0900,1800,,,,,37.62565170000001,127.087321,노원구
1166,종로프라자약국,0900,1500,,,1200,2100,37.649382700000004,127.06154120000001,노원구
1167,행복약국,0830,1500,,,,,37.6180201,127.0751875,노원구
1168,행복을주는약국,0900,1600,,,,,37.6225799,127.07434599999999,노원구
1169,국약국,0900,1430,,,,,37.6590511,127.0728631,노원구
1170,상계우리들약국,0900,1500,,,,,37.66167069999999,127.0706215,노원구
1171,한마음온누리약국,0830,1900,,,,,37.634779200000004,127.06956299999999,노원구
1172,화랑온누리약국,0845,2200,1700,2230,,,37.6233344,127.0795612,노원구
1173,푸른솔약국,0900,1300,,,,,37.636223799999996,127.0727956,노원구
1174,중계수암약국,0900,1400,,,,,37.622599,127.0595456,노원구
1175,다나약국,,,,,,,37.6229119,127.06116159999999,노원구
1176,무지개온누리약국,0830,1800,,,,,37.6149164,127.06403829999999,노원구
1177,목원약국,0830,2200,,,0900,2000,37.67141289999999,127.0799686,노원구
1178,바른손약국,0900,1330,,,,,37.634779200000004,127.06956299999999,노원구
1179,길약국,0900,1300,,,,,37.670193,127.07974109999998,노원구
1180,장수메디컬약국,0900,1700,,,,,37.6260131,127.07242169999999,노원구
1181,진약국,0900,1700,,,,,37.653461,127.05840740000001,노원구
1182,미소약국,0900,1600,,,,,37.65694620000001,127.0675943,노원구
1183,봄약국,0900,1700,0900,1400,0900,1400,37.6530156,127.0613085,노원구
1184,뉴크로바약국,0900,1800,,,,,37.687106400000005,127.0529209,노원구
1185,우성약국,0900,2200,,,,,37.6641776,127.0664226,노원구
1186,수성약국,1000,2000,1000,2000,,,37.6589601,127.06147849999999,노원구
1187,성심온누리약국,0900,2130,,,0900,2130,37.618472600000004,127.0626469,노원구
1188,유성약국,0900,2100,,,,,37.6465989,127.0595501,노원구
1189,하님약국,0900,2000,,,0900,2130,37.6611031,127.0708473,노원구
1190,마들소망약국,0900,1400,,,,,37.6503706,127.07631409999998,노원구
1191,혜인약국,0730,2100,,,,,37.663022,127.06613670000002,노원구
1192,장생약국,0900,2100,,,1100,2100,37.6387354,127.0624762,노원구
1193,자인당약국,0900,2230,1300,2100,0900,2330,37.654800099999996,127.06420320000001,노원구
1194,우약국,0900,1900,,,,,37.6354318,127.0644563,노원구
1195,바른손약국,0900,1330,,,,,37.6566575,127.0625433,노원구
1196,마들소망약국,0900,1400,,,,,37.66502699999999,127.05800740000001,노원구
1197,시온약국,0900,1500,,,,,37.664031,127.0669209,노원구
1198,the사랑약국,0900,1600,,,,,37.6542324,127.0617,노원구
1199,장약국,0930,1530,,,,,37.6542729,127.062154,노원구
1200,화랑대약국,0930,1800,0930,1800,0930,1800,37.62078169999999,127.08360719999999,노원구
1201,신동아약국,1000,2200,1000,2200,1000,2230,37.62644,127.06190910000001,노원구
1202,재민약국,0900,1300,,,,,37.6231186,127.0790416,노원구
1203,21세기상계약국,0900,1700,1000,1900,,,37.666624,127.05760520000001,노원구
1204,다사랑약국,0900,1700,,,,,37.6503505,127.07708829999999,노원구
1205,미래팜약국,0900,1700,,,,,37.6543031,127.06266240000001,노원구
1206,복음약국,0900,1500,,,,,37.6176466,127.0685939,노원구
1207,새하늘약국,0900,1300,1100,2200,1030,2230,37.6498393,127.06128390000002,노원구
1208,동문약국,0800,1300,,,,,37.635708799999996,127.07009520000001,노원구
1209,평강상록수약국,0830,2000,1930,2000,,,37.66635309999999,127.05696029999999,노원구
1210,노원메디칼약국,0900,1600,,,,,37.6535305,127.06034890000001,노원구
1211,유림약국,0900,2200,,,0900,2200,37.671993,127.05679029999999,노원구
1212,하나약국,0900,1400,,,,,37.6393876,127.0642707,노원구
1213,연세약국,0900,1600,,,,,37.6543031,127.06266240000001,노원구
1214,중계열방약국,0900,1500,,,,,37.649985799999996,127.0769999,노원구
1215,금강약국,0800,1400,,,,,37.658167999999996,127.07412190000001,노원구
1216,건강플러스약국,0900,1600,0900,1300,,,37.6576842,127.0616951,노원구
1217,중계상록수약국,0900,2000,0900,1700,,,37.650811299999994,127.0759834,노원구
1218,동일약국,0900,1600,,,,,37.648459100000004,127.0619869,노원구
1219,대호약국,0900,1400,,,,,37.6597817,127.07319059999999,노원구
1220,상계온누리약국,0900,1800,,,,,37.6780617,127.05570230000001,노원구
1221,참말로친절한약국,0900,2100,1200,2100,1200,2100,37.6542772,127.0575947,노원구
1222,재성약국,0900,1400,,,,,37.653461,127.05840740000001,노원구
1223,올리브약국,0900,1400,,,,,37.6393876,127.0642707,노원구
1224,건강샘온누리약국,0830,1600,,,,,37.6265367,127.0496774,노원구
1225,건강약국,0900,1300,,,,,37.6189554,127.07864209999998,노원구
1226,중앙메디칼약국,0900,1300,,,,,37.62797929999999,127.080272,노원구
1227,월계우리약국,0830,1500,,,,,37.6244076,127.0655937,노원구
1228,수락100세약국,0900,2100,,,,,37.6777959,127.0549155,노원구
1229,서부약국,0900,2200,1000,2100,1000,2100,37.6668466,127.056826,노원구
1230,싱싱약국,0900,1400,,,,,37.6711378,127.0572274,노원구
1231,월계프라자약국,0830,2000,,,,,37.632529600000005,127.0517095,노원구
1232,뉴석계프라자약국,0900,2200,,,,,37.615222700000004,127.06481940000002,노원구
1233,상아온누리약국,0900,1600,,,,,37.6535305,127.06034890000001,노원구
1234,석계태평양약국,0900,1800,,,0900,1500,37.6146462,127.06347990000002,노원구
1235,종로모범약국,0930,2100,,,,,37.6631716,127.0770146,노원구
1236,부용온누리약국,0900,1500,,,,,37.6521367,127.07230759999999,노원구
1237,중계수암약국,0900,1400,,,,,37.6595401,127.07559520000001,노원구
1238,수약국,0900,1600,,,,,37.65415720000001,127.0614199,노원구
1239,건민약국,0900,1600,,,,,37.624863500000004,127.0717529,노원구
1240,후생약국,0900,1530,,,,,37.6686255,127.0533712,노원구
1241,새하늘약국,0900,1300,1100,2200,1030,2230,37.64669749999999,127.0657247,노원구
1242,노원메디칼약국,0900,1600,,,,,37.6668721,127.057533,노원구
1243,연수온누리약국,0900,1600,,,,,37.6284481,127.0706445,노원구
1244,라임약국,0900,2000,,,,,37.6548486,127.06191329999999,노원구
1245,삼기약국,0900,1900,,,,,37.6462981,127.0817618,노원구
1246,푸른바다약국,,,0900,1500,,,37.6152064,127.06515379999999,노원구
1247,서경약국,0900,1300,,,,,37.66475379999999,127.06808149999999,노원구
1248,참약국,0900,1600,,,,,37.6354318,127.0644563,노원구
1249,마들한중약국,0900,1400,,,,,37.665059899999996,127.05727820000001,노원구
1250,아름다운온누리약국,0900,1600,,,,,37.650876200000006,127.06183290000001,노원구
1251,지혜약국,0900,1400,,,,,37.6334882,127.07095109999999,노원구
1252,상계하나로약국,0900,1300,,,0900,2200,37.6648563,127.0670284,노원구
1253,마들하나로약국,0900,1630,,,,,37.6285574,127.05490829999998,노원구
1254,세계로약국,0900,1700,,,,,37.6578765,127.06788190000002,노원구
1255,다모아약국,0830,1600,,,,,37.6517697,127.0608811,노원구
1256,후문약국,0830,1330,,,,,37.635850700000006,127.0696878,노원구
1257,자연약국,0900,1500,,,,,37.6734792,127.0521159,노원구
1258,온누리보람약국,0830,1500,,,,,37.6647842,127.06542549999999,노원구
1259,마들하나로약국,0900,1630,,,,,37.665059899999996,127.05727820000001,노원구
1260,연수약국,0900,1400,,,,,37.656338700000006,127.0622277,노원구
1261,희망약국,0900,2200,,,1100,2100,37.671993,127.05679029999999,노원구
1262,삼호성심약국,0830,1500,0830,1200,,,37.6244076,127.0655937,노원구
1263,위드팜대학약국,0830,1700,,,,,37.634779200000004,127.06956299999999,노원구
1264,상계우리들약국,0900,1500,,,,,37.6308761,127.06104209999998,노원구
1265,샘물약국,0900,2230,,,,,37.6253856,127.0857632,노원구
1266,하니약국,0900,1930,,,,,37.627885600000006,127.07153290000001,노원구
1267,한사랑약국,0900,1400,,,,,37.6281456,127.07113429999998,노원구
1268,용화당약국,0900,1900,,,,,37.6429841,127.0742628,노원구
1269,소화약국,0900,1530,,,,,37.6702425,127.080772,노원구
1270,열방약국,0900,1310,,,,,37.6667778,127.07820090000001,노원구
1271,석사민주약국,0900,1300,,,,,37.6503706,127.07631409999998,노원구
1272,한결약국,0900,1400,,,,,37.654539899999996,127.0629813,노원구
1273,영신약국,0900,1400,,,,,37.663087100000006,127.07325490000001,노원구
1274,연신내영재약국,0830,1600,,,,,37.619021200000006,126.92257790000001,은평구
1275,연신우리약국,0830,1700,,,,,37.6180763,126.92162649999999,은평구
1276,조은백화점약국,0900,2200,,,,,37.5899586,126.91687240000002,은평구
1277,고은약국,0900,1530,,,,,37.596695600000004,126.909729,은평구
1278,은나라약국,0900,1300,,,,,37.619835200000004,126.91612420000001,은평구
1279,수민약국,0900,1500,,,,,37.6180937,126.9203746,은평구
1280,유성약국,0900,1600,,,,,37.6113309,126.92851170000002,은평구
1281,신사새서울약국,0830,1500,,,,,37.5982273,126.9109953,은평구
1282,참사랑약국,0830,1700,,,,,37.60014779999999,126.9218332,은평구
1283,불광우리들약국,0900,1400,,,,,37.609312,126.93122609999999,은평구
1284,진호메디칼약국,0900,1600,,,,,37.610069200000005,126.9297768,은평구
1285,조은약국,0900,1930,,,,,37.6449369,126.9275838,은평구
1286,새봄약국,0900,1300,,,,,37.59671229999999,126.90919650000001,은평구
1287,세종약국,0830,1500,,,,,37.610608899999995,126.92868179999999,은평구
1288,신명약국,0900,1500,,,,,37.6008456,126.93267790000002,은평구
1289,온누리민생약국,0830,1500,,,,,37.622813799999996,126.91886090000001,은평구
1290,고일약국,0900,1600,,,,,37.58115710000001,126.9054122,은평구
1291,성실약국,1000,1800,,,,,37.60456569999999,126.9067737,은평구
1292,연도약국,0830,1700,,,,,37.600475200000005,126.92374579999999,은평구
1293,연세희망약국,0830,1400,,,,,37.6111456,126.9177851,은평구
1294,믿음메디칼약국,0900,1400,,,,,37.602502799999996,126.92843,은평구
1295,메디팜건강약국,0830,2300,,,,,37.582862,126.8945103,은평구
1296,제안약국,1000,1800,,,,,37.6083851,126.9131996,은평구
1297,영약국,0830,1700,,,,,37.5999333,126.92310690000001,은평구
1298,유진약국,0900,2200,1000,1900,,,37.612751,126.9152122,은평구
1299,구산이화약국,,,,,,,37.62488629999999,126.92846100000001,은평구
1300,소원약국,0700,2100,,,,,37.5822188,126.89625659999999,은평구
1301,홍문약국,0800,1900,,,,,37.6103,126.9303863,은평구
1302,늘봄약국,0900,1400,,,,,37.5831253,126.9060322,은평구
1303,메디팜삼보약국,0800,2030,,,,,37.624786900000004,126.92891670000002,은평구
1304,성환약국,0830,1400,,,,,37.602517600000006,126.91840159999998,은평구
1305,이정약국,0900,2100,,,,,37.6213708,126.9135158,은평구
1306,보건약국,0900,1600,,,,,37.584623799999996,126.9098428,은평구
1307,형제약국,0900,0930,,,,,37.5908007,126.9158513,은평구
1308,선우약국,0830,1500,,,,,37.5984114,126.9135689,은평구
1309,시민약국,0830,1500,,,,,37.6002297,126.9230132,은평구
1310,경하프라자약국,0900,2100,,,0900,2100,37.611956400000004,126.91561000000002,은평구
1311,메디팜경약국,0900,2000,,,0900,2000,37.5936882,126.91995049999998,은평구
1312,유승약국,0900,1800,,,,,37.611011,126.92198219999999,은평구
1313,희래약국,0900,2100,,,,,37.6146841,126.910949,은평구
1314,영창당약국,0900,2200,,,,,37.618379600000004,126.9212902,은평구
1315,장수약국,0900,1900,0900,1900,0900,1900,37.5939416,126.91830039999999,은평구
1316,은평프라자약국,0830,2200,,,,,37.5889101,126.9122973,은평구
1317,서부새생명약국,0830,2200,,,,,37.60604489999999,126.9182723,은평구
1318,예일태평양약국,0900,1800,0900,1200,,,37.611110499999995,126.9168115,은평구
1319,믿음메디칼약국,0900,1400,,,,,37.59096629999999,126.91711029999999,은평구
1320,하나로약국,0900,1300,,,,,37.621109999999994,126.92517579999999,은평구
1321,수정약국,0830,1300,,,,,37.6000879,126.9225713,은평구
1322,은빛약국,,,0900,1800,,,37.6234309,126.9194399,은평구
1323,신일약국,0840,2100,,,1000,2200,37.600719899999994,126.92568440000001,은평구
1324,한솔약국,0900,1800,,,,,37.5990664,126.91043390000002,은평구
1325,건강한세상약국,0830,1600,,,,,37.588696,126.91204340000002,은평구
1326,불광우리들약국,0900,1400,,,,,37.6022175,126.91553959999999,은평구
1327,연서메디칼약국,0800,1400,,,,,37.6201217,126.92281470000002,은평구
1328,대조약국,0900,1700,,,,,37.6113086,126.91758109999999,은평구
1329,바로약국,0900,1600,,,,,37.610069200000005,126.9297768,은평구
1330,청구프라자약국,0800,0830,,,,,37.620657200000004,126.91910959999998,은평구
1331,구세약국,0900,1600,,,,,37.5881694,126.91650320000001,은평구
1332,속편한약국,0730,1900,,,,,37.615737100000004,126.9137496,은평구
1333,참조은약국,0900,1700,1230,1800,,,37.5837873,126.90922659999998,은평구
1334,세원약국,0900,1530,,,,,37.5985012,126.9104047,은평구
1335,큰사랑약국,0900,1300,,,,,37.5867277,126.9164063,은평구
1336,다나약국,0800,1700,,,,,37.6075588,126.9214488,은평구
1337,미도파약국,,,,,,,37.5852749,126.9088301,은평구
1338,온누리새소망약국,0900,2100,,,,,37.5867485,126.8998503,은평구
1339,가까운우리약국,0830,1300,,,,,37.615976,126.93312309999999,은평구
1340,상쾌한온누리약국,0900,1500,,,,,37.6082987,126.92057620000001,은평구
1341,왕약국,0800,1700,,,,,37.6007721,126.92290690000002,은평구
1342,예일태평양약국,0900,1800,0900,1200,,,37.6199895,126.91998240000001,은평구
1343,남대문약국,0800,1900,,,1000,2000,37.6231885,126.91746780000001,은평구
1344,한마음약국,0900,1300,,,,,37.595786,126.9090979,은평구
1345,늘푸른약국,0830,1300,,,,,37.6205481,126.9196855,은평구
1346,구룡약국,0800,2000,,,0800,2000,37.5911057,126.94694720000001,서대문구
1347,제중원약국,0900,2000,0900,2130,,,37.5810703,126.9356344,서대문구
1348,모범약국,0830,2200,1400,2200,,,37.5772302,126.92322340000001,서대문구
1349,진성약국,0900,1500,,,,,37.5829033,126.91223870000002,서대문구
1350,은하약국,0900,2000,1500,2000,,,37.589583000000005,126.94272140000001,서대문구
1351,대우약국,0800,1900,,,,,37.59042669999999,126.9433685,서대문구
1352,거북당약국,0900,2000,,,,,37.5781645,126.90976599999999,서대문구
1353,신보건약국,0930,1700,,,,,37.5563281,126.93535039999999,서대문구
1354,새현대약국,0900,1500,,,,,37.5977916,126.9463774,서대문구
1355,삼성약국,1000,1800,,,,,37.5672354,126.93049750000002,서대문구
1356,새롬m약국,0900,1900,,,,,37.5747709,126.9267377,서대문구
1357,성우당약국,0900,1300,,,,,37.567786,126.9318956,서대문구
1358,훈민약국,0830,1330,,,,,37.56441829999999,126.96748240000001,서대문구
1359,평화약국,1100,1300,,,,,37.5817153,126.9143426,서대문구
1360,은하약국,0900,2000,1500,2000,,,37.5821633,126.92361090000001,서대문구
1361,명신당약국,0900,1800,,,,,37.568678000000006,126.91892390000001,서대문구
1362,소생약국,0900,1600,,,,,37.5803862,126.9114024,서대문구
1363,홍인약국,1000,2000,,,,,37.585491499999996,126.95101740000001,서대문구
1364,희망약국,0900,1600,0900,1800,,,37.577328,126.92426470000001,서대문구
1365,백세당약국,0900,2100,,,,,37.577694799999996,126.91022690000001,서대문구
1366,광혜약국,0900,1400,,,,,37.562978799999996,126.93137790000002,서대문구
1367,세연약국,0900,1300,,,,,37.564089,126.93898090000002,서대문구
1368,약손약국,0900,1400,,,,,37.5915662,126.9408137,서대문구
1369,사랑약국,0900,1300,,,,,37.5814341,126.93680330000001,서대문구
1370,명문약국,0900,1300,,,,,37.5785766,126.9366673,서대문구
1371,명지약국,0900,1500,,,,,37.5992141,126.94766750000001,서대문구
1372,용일약국,0900,2000,,,,,37.5697026,126.92052109999999,서대문구
1373,일심약국,0830,1400,,,,,37.559204799999996,126.93711359999999,서대문구
1374,활명당약국,0900,2200,,,,,37.5671646,126.9649112,서대문구
1375,완약국,0600,2000,0600,2000,,,37.5954357,126.946106,서대문구
1376,푸른약국,0900,1800,,,,,37.5773941,126.92113909999998,서대문구
1377,필온누리약국,0900,2200,1200,2100,,,37.5557016,126.93641070000001,서대문구
1378,일신당약국,0930,1800,,,,,37.5585055,126.9280304,서대문구
1379,소문난약국,1000,1900,,,,,37.5924628,126.9432378,서대문구
1380,가좌진약국,0900,1500,,,,,37.5663222,126.9307483,서대문구
1381,창일약국,0900,1600,,,,,37.5909613,126.94258640000001,서대문구
1382,초원약국,0900,1600,,,,,37.5599321,126.9500267,서대문구
1383,은성약국,0900,1500,,,,,37.512882899999994,126.9364655,동작구
1384,해태보라매약국,0840,2030,,,,,37.491172,126.9249803,동작구
1385,이화약국,0830,1730,,,,,37.50484829999999,126.95076359999999,동작구
1386,가족건강약국,0900,2000,0900,2000,0900,2000,37.5071231,126.9622493,동작구
1387,성대약국,0900,2100,0900,2100,0900,2100,37.4999898,126.93255220000002,동작구
1388,고은약국,0900,1500,,,,,37.4903581,126.9706841,동작구
1389,노량진종로약국,0900,1700,,,0900,1400,37.4896278,126.98060320000002,동작구
1390,용강약국,0900,2000,,,,,37.5116284,126.95439350000001,동작구
1391,세메론약국,0900,1500,,,,,37.5095787,126.92986499999999,동작구
1392,늘사랑약국,0800,1400,,,,,37.500007200000006,126.93069380000001,동작구
1393,새서울약국,0900,2100,,,,,37.5899136,126.94321380000001,서대문구
1394,푸름약국,0900,1530,,,,,37.568416,126.93240949999999,서대문구
1395,대형약국,0900,1800,1000,2000,,,37.55971050000001,126.9583898,서대문구
1396,사러가약국,1000,2100,1000,2100,1000,2100,37.5671033,126.92963689999999,서대문구
1397,클로버약국,0900,1400,,,,,37.568272799999995,126.93181840000001,서대문구
1398,강약국,0900,1400,,,,,37.59207019999999,126.94226270000001,서대문구
1399,연희종로약국,0830,1930,,,,,37.56775409999999,126.93135829999999,서대문구
1400,드림약국,0800,1400,,,,,37.5691407,126.9157352,서대문구
1401,연희약국,0900,1400,,,,,37.5665374,126.9254703,서대문구
1402,이준약국,0900,2100,,,,,37.519666,126.8436646,양천구
1403,김약국,0900,2200,1000,2000,,,37.5221403,126.8333183,양천구
1404,엄마손약국,0900,1800,,,,,37.519078,126.83681399999999,양천구
1405,목동복지약국,0800,1800,,,,,37.534594399999996,126.88470179999999,양천구
1406,온누리유미숙약국,0930,1800,,,,,37.524959,126.8642146,양천구
1407,굿모닝약국,0900,1700,,,,,37.519926299999995,126.8359467,양천구
1408,천지인약국,0900,1500,,,,,37.5215126,126.85256629999999,양천구
1409,예인약국,0900,1930,,,,,37.5226597,126.83308059999999,양천구
1410,온누리학마을약국,0900,1800,,,,,37.5080448,126.84433590000002,양천구
1411,메디팜서울약국,0900,2100,,,0930,1900,37.5150053,126.8616021,양천구
1412,신월시장약국,1000,1300,,,,,37.531719700000004,126.8366618,양천구
1413,목동파라곤약국,,,,,,,37.5293136,126.8751264,양천구
1414,조일약국,0900,1500,,,,,37.5180156,126.84221609999999,양천구
1415,신세계약국,0830,1400,,,,,37.51320200000001,126.8555044,양천구
1416,새우리약국,0900,1330,,,,,37.5287385,126.86343659999999,양천구
1417,대우마이빌약국,0900,1400,,,,,37.549367600000004,126.8668987,양천구
1418,행복한온누리약국,0900,1700,,,,,37.516811100000005,126.8714669,양천구
1419,한성약국,0900,1600,,,,,37.526425700000004,126.8639152,양천구
1420,목동즐거운약국,0930,1600,,,,,37.5273464,126.86445900000001,양천구
1421,동인프라자약국,0900,1700,,,,,37.5198225,126.85957520000001,양천구
1422,로데오약국,0900,2000,,,,,37.5264725,126.86334540000001,양천구
1423,테마프라자약국,0900,1800,,,,,37.5157195,126.861193,양천구
1424,팜메이트하나로약국,0830,1300,,,,,37.522541499999996,126.845161,양천구
1425,건강한우리약국,0900,1300,,,,,37.51860739999999,126.8374321,양천구
1426,해든아침약국,0900,1800,,,,,37.5281527,126.8757457,양천구
1427,하나약국,0900,1400,,,,,37.5303713,126.8378899,양천구
1428,한림약국,0900,1700,,,,,37.5200495,126.86031609999999,양천구
1429,새누리약국,0900,1600,,,,,37.532863,126.86413999999999,양천구
1430,메디팜신정교약국,0900,1500,,,,,37.518800899999995,126.87376950000001,양천구
1431,종로프라자약국,0900,1315,,,,,37.5284195,126.86324350000001,양천구
1432,메디칼중앙약국,0830,1500,,,,,37.524650799999996,126.8720117,양천구
1433,보생약국,0900,1500,,,,,37.5466136,126.8741014,양천구
1434,오렌지라임약국,0900,1500,,,,,37.528288,126.86371270000001,양천구
1435,건강약국,0900,2000,,,0900,2000,37.532406200000004,126.8334548,양천구
1436,소중한약국,0830,1400,,,,,37.5224188,126.8446844,양천구
1437,우리들약국,0800,2000,,,,,37.543827,126.87064450000001,양천구
1438,2층소망약국,0900,1300,,,,,37.524550399999995,126.87301219999999,양천구
1439,가까운온누리약국,0900,2100,1300,2100,1300,2100,37.5173729,126.8653092,양천구
1440,목동한미약국,0800,2200,,,,,37.508242300000006,126.8645166,양천구
1441,목동건강약국,0900,1320,,,,,37.5286034,126.8632463,양천구
1442,새비타민약국,0900,1500,,,0900,1900,37.4984455,126.9336632,동작구
1443,새종로약국,0900,1700,1100,1900,,,37.5002137,126.93230919999999,동작구
1444,새보라매약국,0830,1800,,,1000,1800,37.492362799999995,126.9253318,동작구
1445,늘사랑약국,0800,1400,,,,,37.4853912,126.9811402,동작구
1446,혜민약국,1000,1700,,,,,37.587769200000004,126.9494761,서대문구
1447,대학약국,0830,1500,,,,,37.559022,126.93663059999999,서대문구
1448,위드팜신촌약국,0830,1400,,,,,37.560681,126.94126010000001,서대문구
1449,한사랑온누리약국,0900,1730,,,,,37.5570255,126.9462895,서대문구
1450,정문약국,0830,1530,,,,,37.5592006,126.93675149999999,서대문구
1451,독수리약국,0830,1500,,,,,37.5587229,126.9372291,서대문구
1452,유진온누리약국,0900,1500,,,,,37.5659531,126.92988419999999,서대문구
1453,무악메디칼약국,0900,1400,,,,,37.5818741,126.95023259999999,서대문구
1454,북가좌수약국,0900,1400,,,,,37.5703688,126.91357909999999,서대문구
1455,세원약국,1000,1930,,,,,37.57377719999999,126.91964490000001,서대문구
1456,연희위드팜약국,0900,1400,,,,,37.563264200000006,126.94366509999999,서대문구
1457,한신약국,0800,1900,0800,1900,0800,1900,37.5850354,126.94745049999999,서대문구
1458,대유약국,0900,2130,0900,2130,0900,2130,37.5818166,126.93586040000001,서대문구
1459,현우약국,0930,2200,0930,2200,0930,2200,37.555541299999994,126.9362297,서대문구
1460,건강약국,0830,2000,,,0830,1600,37.57666270000001,126.92304140000002,서대문구
1461,신정이화약국,0900,1400,,,,,37.5209859,126.85465579999999,양천구
1462,팜코리아약국,0900,2000,,,,,37.5322159,126.8641159,양천구
1463,새무지개약국,0900,1300,0900,1300,0900,1300,37.5210264,126.8521472,양천구
1464,목동정문약국,0830,1330,,,,,37.5373376,126.8848476,양천구
1465,더블유열린약국,0900,2100,,,,,37.5219398,126.8335375,양천구
1466,수정약국,0830,2100,,,0900,1330,37.520800200000004,126.85287579999999,양천구
1467,청송온누리약국,0900,1800,,,,,37.539100299999994,126.8663254,양천구
1468,목동벧엘약국,1000,1300,,,,,37.534594399999996,126.88470179999999,양천구
1469,2층소망약국,0900,1300,,,,,37.5415737,126.8317326,양천구
1470,소망온누리약국,0900,2200,1000,2100,,,37.521712799999996,126.83409540000001,양천구
1471,레스큐약국,0900,1400,,,,,37.5370333,126.88049140000001,양천구
1472,신목약국,0900,1500,,,,,37.5369691,126.8714743,양천구
1473,건강온누리약국,0900,1500,,,,,37.524127,126.8762326,양천구
1474,아카데미약국,0900,1530,,,,,37.491243100000005,126.9240825,동작구
1475,신대방수연약국,0840,1800,,,,,37.4878141,126.9126138,동작구
1476,행복이열리는건강약국,0900,1600,1200,1700,1200,1700,37.5009476,126.9499507,동작구
1477,고은온누리약국,0900,1800,,,,,37.504188899999995,126.92236650000001,동작구
1478,보생당약국,0830,1400,,,,,37.506587200000006,126.9621719,동작구
1479,건강온누리약국,0900,2000,0900,2000,0900,2000,37.5049188,126.94110149999999,동작구
1480,밝은세상하나약국,0930,2100,,,,,37.4831361,126.97377379999999,동작구
1481,메디칼우리약국,0900,1800,,,,,37.49866859999999,126.9283504,동작구
1482,사당프라자약국,0900,1700,0900,1700,0900,1700,37.4832665,126.9732338,동작구
1483,새중앙약국,1000,2200,,,,,37.5131457,126.93802620000001,동작구
