,약국명,토요일 시작,토요일 종료,위도,경도,구별
677,태릉프라자약국,830.0,2200.0,37.5982954,127.076905,중랑구
678,엔파트약국,900.0,1500.0,37.5939234,127.0749298,중랑구
679,다정옵티마약국,900.0,2030.0,37.6050157,127.0768321,중랑구
680,늘푸른솔약국,600.0,1600.0,37.5880043,127.0872917,중랑구
681,종로태평양약국,800.0,2130.0,37.6121854,127.0770867,중랑구
682,유앤아이온누리약국,900.0,1800.0,37.6121758,127.0787337,중랑구
683,무궁화약국,900.0,2200.0,37.5794549,127.087121,중랑구
684,타워약국,900.0,1400.0,37.6064082,127.0946811,중랑구
685,건강제일온누리약국,900.0,1500.0,37.6006531,127.0799788,중랑구
686,유심약국,850.0,1700.0,37.6077156,127.0967934,중랑구
687,면목종로약국,830.0,1300.0,37.5803938,127.0881817,중랑구
688,성경온누리약국,900.0,1300.0,37.6003266,127.1052461,중랑구
689,수성약국,900.0,2000.0,37.6092166,127.0946652,중랑구
690,수정온누리약국,900.0,1600.0,37.6137021,127.0765367,중랑구
691,늘푸른약국,900.0,1500.0,37.5903473,127.0777041,중랑구
692,대한약국,800.0,800.0,37.6140365,127.0976311,중랑구
693,제일한사랑약국,800.0,1300.0,37.6168565,127.0913817,중랑구
694,새봉화약국,900.0,1600.0,37.61639470000001,127.0926039,중랑구
695,세일약국,900.0,2100.0,37.5819028,127.0865114,중랑구
696,단비약국,830.0,1530.0,37.6064082,127.0946811,중랑구
697,우성약국,900.0,1600.0,37.5905982,127.079712,중랑구
698,성재약국,900.0,2130.0,37.5829463,127.0853665,중랑구
699,조은약국,1100.0,2100.0,37.602085,127.1019861,중랑구
700,송정약국,900.0,1530.0,37.5960083,127.0853119,중랑구
701,새우정약국,1000.0,2000.0,37.5994539,127.0997267,중랑구
702,예인약국,900.0,1600.0,37.5889738,127.0870557,중랑구
703,삼흥약국,900.0,1400.0,37.6006215,127.103622,중랑구
704,약산약국,900.0,2030.0,37.58943010000001,127.0917707,중랑구
705,동아약국,830.0,2030.0,37.6001437,127.08294309999998,중랑구
706,새우림약국,1600.0,2130.0,37.5986427,127.0975679,중랑구
707,온누리사랑약국,830.0,1400.0,37.590253,127.0975525,중랑구
708,시온약국,900.0,1800.0,37.5898293,127.0874551,중랑구
709,이안온누리약국,900.0,1930.0,37.579669,127.087432,중랑구
710,조이약국,830.0,1600.0,37.5952883,127.0997146,중랑구
711,백세약국,900.0,2200.0,37.6066393,127.0955549,중랑구
712,방약국,830.0,2130.0,37.5758888,127.0859883,중랑구
713,늘푸른약국,900.0,1500.0,37.60211320000001,127.0789892,중랑구
714,3층엠코약국,900.0,1800.0,37.5977195,127.0932913,중랑구
715,봄약국,900.0,1500.0,37.6129267,127.0762222,중랑구
716,참약국,900.0,1400.0,37.5995979,127.0873868,중랑구
717,튼튼약국,0.0,0.0,37.5838499,127.0884928,중랑구
718,정민약국,900.0,1500.0,37.5957252,127.1004183,중랑구
719,사랑약국,730.0,1500.0,37.5957576,127.0824964,중랑구
720,동호일층약국,900.0,1500.0,37.5899226,127.0973606,중랑구
721,수진약국,800.0,2000.0,37.6143669,127.0534274,성북구
722,지민약국,900.0,2130.0,37.58993710000001,127.0149983,성북구
723,개미약국,900.0,1430.0,37.6167599,127.0496047,성북구
724,부산약국,900.0,1500.0,37.6132651,127.0505372,성북구
725,세종약국,900.0,1400.0,37.6170779,127.002868,성북구
726,종암약국,930.0,1900.0,37.5973943,127.0354308,성북구
727,석산약국,900.0,1900.0,37.6034204,127.0369759,성북구
728,인현약국,900.0,1800.0,37.61755529999999,127.0463437,성북구
729,메디팜믿음약국,900.0,1600.0,37.6081104,127.0595593,성북구
730,구원약국,900.0,1530.0,37.6115817,127.0381509,성북구
731,새비홍약국,900.0,1400.0,37.6113239,127.0624365,성북구
732,새민우약국,900.0,2200.0,37.5993837,127.0182666,성북구
733,굿모닝약국,800.0,1900.0,37.58903859999999,127.0080918,성북구
734,회생약국,800.0,2030.0,37.5823765,127.0193267,성북구
735,소망약국,900.0,1700.0,37.60213870000001,127.0189722,성북구
736,동부약국,930.0,1900.0,37.6093646,127.0241008,성북구
737,모당약국,900.0,2000.0,37.5963256,127.015127,성북구
738,세원약국,900.0,2300.0,37.5937325,127.0188153,성북구
739,온누리민우약국,900.0,2130.0,37.6106761,127.0606347,성북구
740,온누리진호약국,830.0,2000.0,37.6075616,127.06055829999998,성북구
741,대학약국,900.0,1500.0,37.5864278,127.0291672,성북구
742,대영약국,900.0,2200.0,37.5991396,127.036201,성북구
743,온누리성모약국,830.0,2100.0,37.5947663,127.0104379,성북구
744,화성약국,830.0,2200.0,37.6085364,127.0358646,성북구
745,자산약국,900.0,1900.0,37.6043904,127.0394652,성북구
746,제창약국,830.0,2200.0,37.6056468,127.0134049,성북구
747,성북녹십자약국,830.0,1900.0,37.6078051,127.0239513,성북구
748,운용약국,900.0,1300.0,37.5914206,127.0376571,성북구
749,알파약국,700.0,1200.0,37.614445,127.0488304,성북구
750,태평양약국,830.0,2000.0,37.6113927,127.0091032,성북구
751,정주약국,900.0,2100.0,37.6076801,127.0361554,성북구
752,길음메디칼약국,900.0,1400.0,37.5980785,127.0145949,성북구
753,가람약국,1300.0,2000.0,37.6089095,127.0234827,성북구
754,청십자약국,900.0,1400.0,37.5839502,127.0198223,성북구
755,하나온누리약국,900.0,1430.0,37.6032415,127.0424426,성북구
756,신세원약국,900.0,1500.0,37.6035216,127.0237321,성북구
757,옵티마시민약국,900.0,1600.0,37.5835321,127.0200327,성북구
758,백화점약국,900.0,2130.0,37.6130794,127.0539777,성북구
759,안세약국,900.0,1700.0,37.59004270000001,127.0092063,성북구
760,현대약국,930.0,1230.0,37.608951,127.02327040000002,성북구
761,길음메디칼약국,900.0,1400.0,37.6043131,127.0246584,성북구
762,메디팜백약국,800.0,2000.0,37.6072894,127.0361899,성북구
763,신중앙약국,900.0,1500.0,37.59638340000001,127.0357666,성북구
764,드림약국,900.0,1400.0,37.6100472,127.0519509,성북구
765,길음시장약국,830.0,1300.0,37.603562200000006,127.0198289,성북구
766,W스토어참좋은약국,750.0,1700.0,37.60716179999999,127.0463337,성북구
767,새석관약국,900.0,1300.0,37.6088099,127.0588007,성북구
768,은혜약국,900.0,1700.0,37.5983598,127.0343878,성북구
769,명신약국,1200.0,1700.0,37.605805200000006,127.0316528,성북구
770,밝은약국,900.0,1300.0,37.602671,127.0236243,성북구
771,혜조약국,1000.0,1800.0,37.6034707,127.0304633,성북구
772,영생약국,1000.0,2000.0,37.5943878,127.0339239,성북구
773,동서옵티마약국,900.0,1600.0,37.60686629999999,127.0286547,성북구
774,백경약국,930.0,1230.0,37.6162927,127.05143909999998,성북구
775,광혜당약국,900.0,1300.0,37.6137379,127.0490497,성북구
776,미래약국,900.0,1300.0,37.5864523,127.0288645,성북구
777,삼원약국,900.0,1500.0,37.6008657,127.0344041,성북구
778,한솔약국,900.0,1500.0,37.5913563,127.0118804,성북구
779,영준약국,830.0,1400.0,37.589226,127.0047762,성북구
780,해오름약국,900.0,2000.0,37.6186219,127.007307,성북구
781,선화약국,900.0,1800.0,37.6096532,127.05799609999998,성북구
782,수보약국,900.0,2000.0,37.6087671,127.0080315,성북구
783,청솔약국,900.0,1930.0,37.6224066,127.0510463,성북구
784,정인약국,1400.0,1800.0,37.6023816,127.0158976,성북구
785,용수약국,900.0,1200.0,37.5960946,127.0147609,성북구
786,강원약국,900.0,1900.0,37.6023642,127.0129568,성북구
787,서수약국,900.0,1200.0,37.5813213,127.0272635,성북구
788,멜론약국,900.0,1600.0,37.609229,127.0094988,성북구
789,메디칼팜약국,900.0,1500.0,37.6063569,127.0364216,성북구
790,신중앙약국,900.0,1500.0,37.6149829,127.0581203,성북구
791,21세기고려약국,900.0,1230.0,37.5860788,127.0281414,성북구
792,지선약국,900.0,1400.0,37.61308470000001,127.0499505,성북구
793,정릉메디칼약국,900.0,1700.0,37.6020315,127.0193099,성북구
794,연약국,900.0,1500.0,37.5887999,127.0075685,성북구
795,아이사랑약국,900.0,1300.0,37.6035028,127.0165918,성북구
796,온누리두산약국,900.0,1400.0,37.6126112,127.0687734,성북구
797,부민약국,900.0,2000.0,37.6037955,127.0424366,성북구
798,건강한약국,930.0,2000.0,37.6056686,127.0277597,성북구
799,월곡약국,900.0,2200.0,37.6025504,127.0415568,성북구
800,신정릉우리약국,900.0,1500.0,37.6134841,127.0487539,성북구
801,상락약국,900.0,1600.0,37.6054433,127.01225490000002,성북구
802,국민약국,900.0,1400.0,37.6079911,126.9995757,성북구
803,큰사랑약국,900.0,1300.0,37.5913697,127.0129491,성북구
804,참약국,900.0,1700.0,37.5986032,127.0340755,성북구
805,계산온누리약국,1000.0,2200.0,37.59062340000001,127.0170138,성북구
806,월곡우리약국,900.0,1700.0,37.6114424,127.0355496,성북구
807,옵티마e-편한약국,900.0,1500.0,37.61068160000001,127.0196517,성북구
808,호수온누리약국,900.0,1530.0,37.6088922,127.0290304,성북구
809,신정릉우리약국,900.0,1500.0,37.60821729999999,127.009835,성북구
810,덕성온누리약국,830.0,1800.0,37.60082390000001,127.0125842,성북구
811,가까운약국,840.0,1900.0,37.5795045,127.0227529,성북구
812,신흥약국,830.0,2130.0,37.6111094,127.0089574,성북구
813,365약국,900.0,2130.0,37.6085892,127.0294443,성북구
814,바른온누리약국,1000.0,1800.0,37.6017142,127.0404475,성북구
815,새국민약국,900.0,1900.0,37.6029449,127.0420987,성북구
816,뉴대원약국,830.0,1830.0,37.6088755,127.0625114,성북구
817,힘챤약국,900.0,1400.0,37.6060571,127.0112884,성북구
818,우주온누리약국,900.0,1700.0,37.5941984,127.0158956,성북구
819,뉴대원약국,830.0,1830.0,37.6103526,127.056892,성북구
820,유민약국,900.0,1600.0,37.5943929,127.0185915,성북구
821,미소담약국,900.0,1500.0,37.60875120000001,127.00967620000002,성북구
822,보람약국,900.0,2100.0,37.6134978,127.05045049999998,성북구
823,이화프라자약국,900.0,1700.0,37.6088141,127.0100922,성북구
824,새봄약국,900.0,1300.0,37.5836522,127.02060520000002,성북구
825,성북녹십자약국,830.0,1900.0,37.5897133,127.0096862,성북구
826,파란하늘약국,900.0,2000.0,37.5947663,127.0104379,성북구
827,프라임온누리약국,900.0,1600.0,37.62282670000001,127.048397,성북구
828,화인온누리약국,900.0,1400.0,37.602119,127.0332133,성북구
829,맑은샘온누리약국,900.0,1500.0,37.5866336,127.0181024,성북구
830,희망약국,830.0,1630.0,37.6139691,127.0430979,성북구
831,백세약국,900.0,1800.0,37.5980785,127.0145949,성북구
832,건강약국,830.0,1700.0,37.59204550000001,127.0131678,성북구
833,봄온누리약국,900.0,1300.0,37.61342570000001,127.0488883,성북구
834,올리브한성약국,900.0,1600.0,37.5973535,127.0188961,성북구
835,길약국,900.0,1500.0,37.5947663,127.0104379,성북구
836,가정약국,830.0,2000.0,37.6010514,127.0368411,성북구
837,그약국,830.0,1500.0,37.6084565,127.0100969,성북구
838,선약국,830.0,2030.0,37.6184231,127.045679,성북구
839,인정온누리약국,900.0,2100.0,37.5854352,127.0101732,성북구
840,사랑의약국,830.0,1600.0,37.60033689999999,127.033539,성북구
841,옵티마대우미약국,800.0,2200.0,37.5889646,127.0063694,성북구
842,한미약국,900.0,2100.0,37.5989002,127.0342472,성북구
843,송원온누리약국,930.0,1500.0,37.601907,127.03348359999998,성북구
844,서현약국,900.0,1600.0,37.6051317,127.0188453,성북구
845,조아약국,830.0,1800.0,37.6026385,127.0417572,성북구
846,성북월드팜약국,900.0,2100.0,37.6092663,127.0524388,성북구
847,민성약국,900.0,1300.0,37.6025992,127.0314248,성북구
848,명소약국,900.0,2200.0,37.6070225,127.0610963,성북구
849,서울약국,900.0,1530.0,37.5983468,127.0214341,성북구
850,연세정약국,900.0,2130.0,37.6085518,127.052219,성북구
851,뉴메디슨약국,830.0,2000.0,37.6573275,127.0282084,도봉구
852,장수당약국,900.0,1800.0,37.68120070000001,127.04515990000002,도봉구
853,나진약국,900.0,1900.0,37.6613533,127.0273354,도봉구
854,정문약국,830.0,1430.0,37.6446407,127.0290468,도봉구
855,가야온누리약국,800.0,1300.0,37.6519148,127.0457356,도봉구
856,메디약국,900.0,1500.0,37.661915500000006,127.032153,도봉구
857,뉴메디슨약국,830.0,2000.0,37.6573275,127.0282084,도봉구
858,건강약국,900.0,2100.0,37.6666244,127.0383407,도봉구
859,신신약국,1000.0,1700.0,37.64823519999999,127.0332541,도봉구
860,자모약국,900.0,1300.0,37.6575166,127.0388707,도봉구
861,부부약국,830.0,1900.0,37.6845102,127.0435008,도봉구
862,제생약국,900.0,1400.0,37.66558920000001,127.0373509,도봉구
863,신원약국,830.0,1330.0,37.6665065,127.0340554,도봉구
864,서진약국,800.0,2000.0,37.67127929999999,127.046696,도봉구
865,유림당약국,1000.0,1300.0,37.653293,127.0407996,도봉구
866,청백약국,900.0,1500.0,37.6583568,127.0134898,강북구
867,가족사랑약국,900.0,1600.0,37.6252516,127.0268782,강북구
868,하은약국,930.0,1700.0,37.64555479999999,127.0246236,강북구
869,늘푸른평강약국,900.0,2100.0,37.6402575,127.02602079999998,강북구
870,고려약국,900.0,1600.0,37.6335818,127.0173297,강북구
871,세계로약국,830.0,1500.0,37.6309788,127.0239633,강북구
872,은행나무약국,900.0,1700.0,37.6183622,127.0210925,강북구
873,바우약국,900.0,1900.0,37.64854589999999,127.0138531,강북구
874,송일약국,800.0,1900.0,37.6188313,127.0314249,강북구
875,호림프라자약국,900.0,2000.0,37.6340838,127.0155046,강북구
876,대명약국,1000.0,2000.0,37.6417806,127.0165044,강북구
877,한양약국,900.0,1700.0,37.6358289,127.015698,강북구
878,오수약국,900.0,2030.0,37.6266157,127.023924,강북구
879,청구약국,800.0,2000.0,37.6261161,127.0180103,강북구
880,새현대약국,830.0,2030.0,37.630752,127.0229047,강북구
881,수유동약국,930.0,2200.0,37.63632980000001,127.0227421,강북구
882,소원약국,800.0,2200.0,37.62683300000001,127.025582,강북구
883,삼천약국,900.0,2100.0,37.6295659,127.0176488,강북구
884,서울진약국,900.0,1400.0,37.646729,127.01768909999998,강북구
885,어약국,900.0,1400.0,37.6408138,127.0189941,강북구
886,민정약국,900.0,1600.0,37.615033,127.0348836,강북구
887,지영약국,900.0,2100.0,37.6412127,127.016581,강북구
888,우림약국,900.0,2130.0,37.6452213,127.01582340000002,강북구
889,요나약국,900.0,2200.0,37.6193356,127.0206844,강북구
890,시대약국,930.0,2100.0,37.6200734,127.0179583,강북구
891,수유태평양약국,900.0,2000.0,37.6302064,127.0224133,강북구
892,인수약국,900.0,1400.0,37.6400855,127.0122653,강북구
893,해맑은약국,900.0,1530.0,37.56616959999999,126.8126749,강서구
894,송도약국,900.0,2000.0,37.63846820000001,127.02571100000002,강북구
895,안국온누리약국,900.0,2030.0,37.6413468,127.0252553,강북구
896,한독약국,900.0,2100.0,37.6388715,127.0219678,강북구
897,대우약국,930.0,1500.0,37.6345356,127.0176038,강북구
898,노약국,900.0,1300.0,37.6243923,127.0272372,강북구
899,이원약국,800.0,2230.0,37.6251016,127.0185515,강북구
900,화신약국,830.0,1600.0,37.6413568,127.0171185,강북구
901,솔샘약국,900.0,1500.0,37.61824620000001,127.0253678,강북구
902,웰빙메디칼약국,900.0,1800.0,37.6252952,127.0261504,강북구
903,번동종로약국,900.0,2200.0,37.6279004,127.0399432,강북구
904,직영약국,830.0,2100.0,37.6305217,127.0234878,강북구
905,늘푸른약국,900.0,2000.0,37.6125471,127.033347,강북구
906,신통일약국,830.0,2000.0,37.6361629,127.0311309,강북구
907,만남온누리약국,900.0,2100.0,37.6629357,127.0122947,강북구
908,누가약국,900.0,1900.0,37.6193356,127.0206844,강북구
909,부부약국,900.0,1300.0,37.6119275,127.03504270000002,강북구
910,메디팜한마음약국,830.0,1900.0,37.628666,127.0396808,강북구
911,녹십자약국,830.0,1630.0,37.6311034,127.02388909999998,강북구
912,우정약국,900.0,2000.0,37.62966289999999,127.0168545,강북구
913,수유상록수약국,900.0,1230.0,37.6370888,127.0251761,강북구
914,대창약국,900.0,1500.0,37.6119461,127.0354377,강북구
915,정해약국,900.0,2100.0,37.64905,127.0141274,강북구
916,참사랑약국,900.0,1500.0,37.62624479999999,127.0258219,강북구
917,밀알약국,900.0,1430.0,37.6347643,127.02258590000002,강북구
918,한사랑온누리약국,900.0,2030.0,37.6322927,127.013805,강북구
919,윤약국,900.0,1300.0,37.6418633,127.0237563,강북구
920,가족사랑약국,900.0,1600.0,37.6246572,127.0320574,강북구
921,하나약국,900.0,1500.0,37.6576224,127.01336809999998,강북구
922,우리들약국,830.0,1600.0,37.6284375,127.039396,강북구
923,새솔약국,900.0,1600.0,37.62012360000001,127.011237,강북구
924,밝은온누리약국,900.0,1500.0,37.62089810000001,127.0203739,강북구
925,그린팜약국,900.0,1600.0,37.63751720000001,127.0246811,강북구
926,매일약국,830.0,1400.0,37.64180020000001,127.0290963,강북구
927,에버그린약국,830.0,1300.0,37.6378951,127.0303005,강북구
928,드림약국,900.0,1600.0,37.6348099,127.0287567,강북구
929,생수당약국,900.0,2100.0,37.6252206,127.0322019,강북구
930,오렌지약국,840.0,1400.0,37.6199188,127.0128244,강북구
931,참바로약국,900.0,1600.0,37.626145,127.04714140000002,강북구
932,수유온누리약국,830.0,2000.0,37.6367563,127.02485190000002,강북구
933,수온누리약국,900.0,1400.0,37.6142301,127.0208782,강북구
934,강북제일약국,900.0,1600.0,37.6403262,127.0286736,강북구
935,운산약국,830.0,1430.0,37.6316673,127.0244074,강북구
936,강북제일약국,900.0,1600.0,37.6252348,127.0259382,강북구
937,다정약국,900.0,2000.0,37.6102114,127.032111,강북구
938,새봄약국,900.0,1700.0,37.6435514,127.0222838,강북구
939,건강비타민약국,900.0,1600.0,37.62495790000001,127.0187199,강북구
940,메디팜미소약국,900.0,1600.0,37.6224102,127.0300782,강북구
941,보건약국,800.0,1600.0,37.63363270000001,127.0339656,강북구
942,번동프라자약국,1000.0,2130.0,37.6347992,127.0355831,강북구
943,선영약국,900.0,2030.0,37.64598220000001,127.0195505,강북구
944,녹원당약국,900.0,1400.0,37.6245804,127.0470877,강북구
945,선영약국,900.0,2030.0,37.6479885,127.0161631,강북구
946,동아약국,900.0,1500.0,37.6194388,127.029147,강북구
947,미양온누리약국,900.0,1800.0,37.62010430000001,127.0182139,강북구
948,사랑온누리약국,900.0,1600.0,37.6125465,127.0304248,강북구
949,임온누리약국,830.0,1400.0,37.6285615,127.0400174,강북구
950,삼우약국,900.0,1800.0,37.6548105,127.012748,강북구
951,새현대약국,830.0,2030.0,37.6366711,127.0121088,강북구
952,북부약국,830.0,1300.0,37.622225,127.0281875,강북구
953,온누리대성약국,900.0,1330.0,37.6318977,127.0180758,강북구
954,행복가득약국,900.0,1700.0,37.64280220000001,127.02201370000002,강북구
955,번동약국,900.0,1800.0,37.6283655,127.03985,강북구
956,종로태평양약국,900.0,2100.0,37.6135473,127.0343421,강북구
957,새서울약국,900.0,1400.0,37.62016679999999,127.0212908,강북구
958,백십자약국,900.0,2000.0,37.6366255,127.0131235,강북구
959,동북약국,900.0,1600.0,37.62029860000001,127.018925,강북구
960,옵티마네오프라자약국,930.0,1900.0,37.6386636,127.0270104,강북구
961,늘푸른약국,900.0,2000.0,37.63094810000001,127.0175434,강북구
962,길약국,830.0,1900.0,37.63036779999999,127.023074,강북구
963,강북다모아약국,900.0,1600.0,37.6162721,127.02952009999998,강북구
964,강북메디칼약국,900.0,1500.0,37.6258469,127.0268455,강북구
965,조아약국,900.0,1600.0,37.61479740000001,127.0293444,강북구
966,필약국,900.0,1400.0,37.62892069999999,127.0393082,강북구
967,조은약국,900.0,1700.0,37.6367746,127.02389309999998,강북구
968,중앙약국,800.0,1900.0,37.62877810000001,127.0391752,강북구
969,우리대한약국,800.0,2100.0,37.6350823,127.0228933,강북구
970,봄약국,900.0,1600.0,37.6224102,127.0300782,강북구
971,이층약국,1000.0,1530.0,37.6265615,127.023502,강북구
972,수유파랑새약국,830.0,1600.0,37.6452328,127.01535859999998,강북구
973,삼성약국,900.0,2100.0,37.6451106,127.0199495,강북구
974,바른약국,900.0,1400.0,37.6441578,127.0228334,강북구
975,삼화온누리약국,900.0,1700.0,37.6260494,127.0266005,강북구
976,손온누리약국,800.0,1500.0,37.66015529999999,127.0419115,도봉구
977,백운약국,830.0,2100.0,37.64743370000001,127.03440220000002,도봉구
978,청솔동아약국,930.0,1400.0,37.6571794,127.0483916,도봉구
979,새보은약국,900.0,1500.0,37.64793020000001,127.0339708,도봉구
980,종로세명약국,900.0,2230.0,37.6625218,127.032467,도봉구
981,민중약국,900.0,1530.0,37.6388915,127.0380921,도봉구
982,메디팜큰사랑약국,900.0,2100.0,37.6488436,127.0352587,도봉구
983,용호약국,900.0,1600.0,37.65008270000001,127.0251933,도봉구
984,종로프라자약국,830.0,2200.0,37.6520293,127.0467461,도봉구
985,도봉월드약국,900.0,1600.0,37.6679862,127.0470453,도봉구
986,쌍문상록수약국,900.0,1900.0,37.6584113,127.0325759,도봉구
987,스타빌약국,900.0,1500.0,37.65249000000001,127.0471165,도봉구
988,새순보당약국,900.0,1500.0,37.6389141,127.0377802,도봉구
989,이화태평양약국,900.0,2100.0,37.6391474,127.0382089,도봉구
990,늘푸른약국,900.0,1300.0,37.683731,127.04954,도봉구
991,창동종로약국,800.0,2130.0,37.65269960000001,127.0469574,도봉구
992,하나약국,900.0,1500.0,37.6724695,127.0463475,도봉구
993,창동남대문약국,900.0,2200.0,37.6380868,127.0373172,도봉구
994,영훈약국,900.0,1600.0,37.6377693,127.0376091,도봉구
995,혜민약국,1100.0,1900.0,37.6742906,127.0432545,도봉구
996,송이약국,900.0,1500.0,37.64833460000001,127.0318578,도봉구
997,쌍문약국,840.0,2120.0,37.6480986,127.0340695,도봉구
998,대영약국,830.0,2200.0,37.6554878,127.0369135,도봉구
999,백세약국,900.0,1900.0,37.6660674,127.0367746,도봉구
1000,보화당약국,830.0,2200.0,37.6529434,127.0506023,도봉구
1001,태양당약국,900.0,2100.0,37.6686519,127.0320859,도봉구
1002,정대식약국,900.0,1300.0,37.649242,127.0509338,도봉구
1003,희정약국,900.0,1500.0,37.6857879,127.0479503,도봉구
1004,부광약국,900.0,1600.0,37.6457382,127.0531088,도봉구
1005,진성온누리약국,900.0,1900.0,37.6652699,127.0425179,도봉구
1006,성가온누리약국,900.0,1400.0,37.6674182,127.0411018,도봉구
1007,아름다운약국,810.0,1300.0,37.6544377,127.0377487,도봉구
1008,명산약국,900.0,1500.0,37.65116810000001,127.050345,도봉구
1009,웰빙약국,900.0,1630.0,37.6582748,127.0410177,도봉구
1010,무지개온누리약국,900.0,1900.0,37.647795,127.0338558,도봉구
1011,메디칼약국,800.0,1700.0,37.6648915,127.0423018,도봉구
1012,월드중앙약국,900.0,1600.0,37.6679862,127.0470453,도봉구
1013,메디칼2층약국,930.0,1700.0,37.6485806,127.0350548,도봉구
1014,후문한일약국,900.0,1300.0,37.6457729,127.03031599999998,도봉구
1015,푸른대우약국,900.0,1300.0,37.6423565,127.0375024,도봉구
1016,파마트열린약국,900.0,1530.0,37.6581169,127.0325037,도봉구
1017,건강제일녹십자약국,900.0,1800.0,37.6338197,127.04120290000002,도봉구
1018,온누리수약국,840.0,1700.0,37.6583229,127.0358637,도봉구
1019,쌍문마이팜약국,800.0,1530.0,37.66150250000001,127.0413853,도봉구
1020,대웅약국,900.0,1300.0,37.644323,127.029417,도봉구
1021,방학약국,900.0,2200.0,37.6696209,127.0432872,도봉구
1022,후문약국,900.0,1300.0,37.6471372,127.0302257,도봉구
1023,태양약국,900.0,2200.0,37.6486098,127.0343291,도봉구
1024,도봉태평양약국,900.0,2200.0,37.6777094,127.0447308,도봉구
1025,햇빛약국,900.0,1400.0,37.6655115,127.0355644,도봉구
1026,새보은약국,900.0,1500.0,37.655638,127.015593,도봉구
1027,늘푸른약국,900.0,1300.0,37.67600729999999,127.0439455,도봉구
1028,도봉태평양약국,900.0,2200.0,37.65356729999999,127.0504176,도봉구
1029,고명약국,900.0,1500.0,37.6689818,127.0438146,도봉구
1030,일충프라자약국,900.0,1500.0,37.6563598,127.0387723,도봉구
1031,약손약국,930.0,1330.0,37.6583968,127.0400754,도봉구
1032,오약국,930.0,1500.0,37.66756640000001,127.0454944,도봉구
1033,쉐르빌약국,900.0,1500.0,37.6478375,127.0347482,도봉구
1034,초록약국,900.0,1400.0,37.662151,127.0339543,도봉구
1035,건강제일녹십자약국,900.0,1800.0,37.6583229,127.0358637,도봉구
1036,창동이화약국,900.0,1500.0,37.651399,127.0458986,도봉구
1037,방학세계로약국,900.0,1700.0,37.6622557,127.0344199,도봉구
1038,엔젤팜약국,900.0,1530.0,37.6579398,127.038498,도봉구
1039,영락온누리약국,900.0,2100.0,37.6710366,127.0410938,도봉구
1040,은혜약국,900.0,1800.0,37.6490235,127.0358842,도봉구
1041,신창약국,900.0,1530.0,37.640261,127.0399723,도봉구
1042,상록수온누리약국,900.0,1800.0,37.6652786,127.0357363,도봉구
1043,삼성늘푸른약국,800.0,1600.0,37.6478375,127.0347482,도봉구
1044,메디팜은아약국,900.0,2030.0,37.67055500000001,127.0817974,노원구
1045,한신약국,900.0,1400.0,37.66475379999999,127.0680815,노원구
1046,노원행복한약국,900.0,1330.0,37.62640579999999,127.0788436,노원구
1047,수락프라자약국,900.0,2230.0,37.67741609999999,127.054858,노원구
1048,건강샘온누리약국,830.0,1600.0,37.6575352,127.0639274,노원구
1049,동산약국,900.0,2100.0,37.6428027,127.0664601,노원구
1050,보건약국,900.0,1500.0,37.6464986,127.0688377,노원구
1051,인덕약국,730.0,2200.0,37.6308761,127.06104209999998,노원구
1052,다정약국,900.0,2200.0,37.6574623,127.0786935,노원구
1053,당고개약국,900.0,2200.0,37.6708273,127.0799769,노원구
1054,오피앙약국,900.0,2100.0,37.6802689,127.05486940000002,노원구
1055,화인팜약국,900.0,1300.0,37.6493794,127.0813895,노원구
1056,백경약국,800.0,1800.0,37.6534006,127.05987009999998,노원구
1057,세일약국,930.0,2000.0,37.6626414,127.0726236,노원구
1058,노원종로약국,830.0,1900.0,37.62825220000001,127.0719634,노원구
1059,백약국,900.0,1300.0,37.6491661,127.0624018,노원구
1060,삼호약국,830.0,1400.0,37.6244076,127.0655937,노원구
1061,기쁨약국,900.0,1800.0,37.65804079999999,127.0713479,노원구
1062,건강과행복이열리는약국,900.0,2000.0,37.64919800000001,127.0769575,노원구
1063,한빛약국,900.0,1800.0,37.6324854,127.0609448,노원구
1064,경화당약국,830.0,1600.0,37.6152064,127.0651538,노원구
1065,남북약국,900.0,2000.0,37.6592041,127.070208,노원구
1066,하계약국,900.0,2030.0,37.6358789,127.072937,노원구
1067,신태평약국,900.0,1400.0,37.6214621,127.0590116,노원구
1068,나현약국,1000.0,2300.0,37.6563873,127.06961409999998,노원구
1069,월계약국,900.0,2100.0,37.62673570000001,127.05112040000002,노원구
1070,세브란스약국,900.0,1600.0,37.6354318,127.0644563,노원구
1071,백조약국,800.0,2130.0,37.62715120000001,127.0791017,노원구
1072,새고운약국,900.0,2000.0,37.6196709,127.074629,노원구
1073,옵티마건강약국,900.0,1900.0,37.6406859,127.0681273,노원구
1074,푸른약국,900.0,1600.0,37.6510283,127.0772272,노원구
1075,노원행복한약국,900.0,1330.0,37.656501,127.0619072,노원구
1076,새봄약국,830.0,1400.0,37.6393876,127.0642707,노원구
1077,i튼튼약국,900.0,1600.0,37.6244964,127.0729685,노원구
1078,상계동문약국,900.0,1400.0,37.64936429999999,127.0622837,노원구
1079,노원프라자약국,900.0,1400.0,37.6486688,127.0618482,노원구
1080,딸기약국,900.0,1800.0,37.62565170000001,127.087321,노원구
1081,종로프라자약국,900.0,1500.0,37.6493827,127.0615412,노원구
