,약국명,토요일 시작,토요일 종료,위도,경도,구별
2123,르호봇약국,830.0,1230.0,37.5543692,126.935239,마포구
2124,마래푸약국,900.0,1900.0,37.5555758,126.9550258,마포구
2125,W스토아청와약국,830.0,2300.0,37.4845387,126.8880108,구로구
2126,자명약국,2000.0,2300.0,37.4797602,126.89008390000002,구로구
2127,제생약국,1000.0,1900.0,37.48363370000001,126.8534658,구로구
2128,개미프라자약국,930.0,1500.0,37.49228520000001,126.8820191,구로구
2129,정제약국,1000.0,2100.0,37.4917166,126.8552929,구로구
2130,오류중앙약국,900.0,1600.0,37.4957877,126.8428296,구로구
2131,구로종로약국,900.0,2200.0,37.49575170000001,126.84256670000002,구로구
2132,연세열린약국,800.0,1400.0,37.49504500000001,126.8591417,구로구
2133,타워약국,900.0,1300.0,37.48352670000001,126.8954883,구로구
2134,하나약국,900.0,2100.0,37.49441820000001,126.882521,구로구
2135,메디칼바른약국,900.0,2100.0,37.5049408,126.8778028,구로구
2136,365열린약국,830.0,2230.0,37.5026074,126.8498258,구로구
2137,온누리좋은약국,830.0,1400.0,37.4953627,126.8587916,구로구
2138,은성약국,900.0,2100.0,37.5111606,126.88445559999998,구로구
2139,은하약국,900.0,1300.0,37.4897757,126.8564092,구로구
2140,백두약국,900.0,2200.0,37.4912418,126.8421727,구로구
2141,온누리자혜약국,900.0,1500.0,37.4915157,126.8562289,구로구
2142,메디칼바른약국,900.0,2100.0,37.50143900000001,126.8869018,구로구
2143,한사랑약국,830.0,1400.0,37.508369,126.8788533,구로구
2144,스타약국,930.0,1330.0,37.50324620000001,126.8810549,구로구
2145,성심약국,900.0,1400.0,37.49617,126.8436855,구로구
2146,온수약국,900.0,1800.0,37.4921638,126.8207895,구로구
2147,성인약국,900.0,2200.0,37.486498,126.8561607,구로구
2148,용해약국,900.0,2100.0,37.4870445,126.887821,구로구
2149,동해물약국,900.0,1300.0,37.490789,126.8842577,구로구
2150,장수약국,830.0,1800.0,37.5028219,126.8641701,구로구
2151,칠성약국,900.0,1800.0,37.4934709,126.8343807,구로구
2152,구림약국,830.0,2100.0,37.47962460000001,126.8898519,구로구
2153,동성약국,900.0,2100.0,37.4819992,126.8892198,구로구
2154,인제약국,900.0,2200.0,37.4701013,126.9292826,관악구
2155,대성약국,900.0,2200.0,37.48818350000001,126.9589166,관악구
2156,새시민약국,900.0,1700.0,37.4733677,126.9189981,관악구
2157,대학당약국,800.0,2100.0,37.514403,126.92462340000002,관악구
2158,광일약국,900.0,1800.0,37.485271,126.946985,관악구
2159,한국생약국,930.0,2100.0,37.4795845,126.944358,관악구
2160,드림삼성약국,830.0,1530.0,37.48123010000001,126.9279844,관악구
2161,관악온누리약국,900.0,1400.0,37.48143620000001,126.9538883,관악구
2162,세영약국,900.0,1500.0,37.48215250000001,126.9149255,관악구
2163,난곡프라자약국,900.0,2200.0,37.4738489,126.9173248,관악구
2164,청춘약국,830.0,1300.0,37.4843291,126.9332929,관악구
2165,관악그랜드약국,900.0,1700.0,37.4715409,126.9334272,관악구
2166,인헌온누리약국,900.0,1500.0,37.473855,126.9669241,관악구
2167,명성프라자약국,900.0,2030.0,37.485302,126.9555486,관악구
2168,은성온누리약국,900.0,1500.0,37.4760928,126.9375095,관악구
2169,1번약국,900.0,1730.0,37.480683,126.9534873,관악구
2170,새종로약국,900.0,2100.0,37.4775008,126.9156531,관악구
2171,새태평양온누리약국,900.0,2100.0,37.4753949,126.9654829,관악구
2172,라임약국,900.0,1400.0,37.4736976,126.9175293,관악구
2173,재훈약국,800.0,2100.0,37.4801318,126.8980234,구로구
2174,505약국,830.0,1800.0,37.49813820000001,126.8841981,구로구
2175,구로시장약국,900.0,1800.0,37.49022799999999,126.886202,구로구
2176,에이스약국,900.0,1500.0,37.4844473,126.8944933,구로구
2177,대학약국,830.0,1300.0,37.4919395,126.8834864,구로구
2178,태영프라자약국,900.0,1700.0,37.50632879999999,126.8833546,구로구
2179,구로참조은약국,900.0,1600.0,37.499718,126.8670953,구로구
2180,대성약국,900.0,1400.0,37.4861206,126.8543052,구로구
2181,새수정약국,900.0,1300.0,37.4975773,126.8556106,구로구
2182,한빛약국,900.0,1300.0,37.493981700000006,126.839958,구로구
2183,맑은수약국,900.0,1430.0,37.5072785,126.8539118,구로구
2184,진솔약국,900.0,1700.0,37.496489200000006,126.8443523,구로구
2185,늘푸른약국,900.0,1600.0,37.4925158,126.893213,구로구
2186,맑은약국,930.0,2130.0,37.4945586,126.8587506,구로구
2187,구로종로약국,900.0,2200.0,37.5025245,126.8496404,구로구
2188,온누리최정숙약국,1000.0,2100.0,37.4980159,126.8626833,구로구
2189,온누리사랑의약국,900.0,2100.0,37.4876999,126.8837485,구로구
2190,한마을약국,900.0,2200.0,37.4952998,126.8625447,구로구
2191,대웅프라자약국,900.0,2000.0,37.506086,126.888665,구로구
2192,정광약국,900.0,2100.0,37.49417920000001,126.8583787,구로구
2193,부부약국,900.0,1600.0,37.4921926,126.84366090000002,구로구
2194,한독프라자약국,800.0,2000.0,37.4897357,126.89124809999998,구로구
2195,구로메디칼약국,900.0,1300.0,37.4996166,126.86685590000002,구로구
2196,메디팜제일약국,800.0,1600.0,37.4949624,126.8307614,구로구
2197,흥부약국,900.0,1300.0,37.505174,126.889074,구로구
2198,한솔약국,900.0,1700.0,37.49667,126.844786,구로구
2199,구민옵티마약국,1000.0,1500.0,37.4959268,126.8931718,구로구
2200,훼미리약국,900.0,2100.0,37.5027291,126.8492686,구로구
2201,온누리백제약국,900.0,2000.0,37.5052678,126.8570212,구로구
2202,명문약국,900.0,2200.0,37.48421079999999,126.9013115,구로구
2203,바다약국,900.0,1300.0,37.4951149,126.8894202,구로구
2204,종로프라자약국,830.0,1800.0,37.4915514,126.8915446,구로구
2205,건강약국,840.0,2000.0,37.4833724,126.9215982,관악구
2206,신다정약국,1000.0,1700.0,37.47889770000001,126.9526427,관악구
2207,차약국,830.0,1800.0,37.4835828,126.9538256,관악구
2208,승일약국,830.0,1600.0,37.4777154,126.914005,관악구
2209,태창온누리약국,930.0,2130.0,37.4786973,126.9504668,관악구
2210,온누리대산약국,900.0,2300.0,37.48316459999999,126.9023626,관악구
2211,온누리수경약국,830.0,1930.0,37.4630173,126.9186894,관악구
2212,육당약국,900.0,1400.0,37.4739986,126.9230313,관악구
2213,광주약국,900.0,2200.0,37.4878929,126.9582546,관악구
2214,조광약국,900.0,1700.0,37.4793223,126.94415929999998,관악구
2215,성신약국,700.0,2100.0,37.4821045,126.9420171,관악구
2216,봉천당약국,930.0,1330.0,37.479561,126.9556059,관악구
2217,우일약국,900.0,1900.0,37.46984910000001,126.9204664,관악구
2218,일광약국,830.0,2030.0,37.4868485,126.9175511,관악구
2219,대림약국,830.0,30.0,37.4764875,126.9587646,관악구
2220,다정약국,900.0,1330.0,37.4824112,126.9157155,관악구
2221,그린스타약국,900.0,1600.0,37.5152717,127.0994664,송파구
2222,송파제일약국,900.0,1600.0,37.49672260000001,127.1317199,송파구
2223,도래약국,1000.0,2200.0,37.4931521,127.1525023,송파구
2224,독수리약국,900.0,1600.0,37.4950598,127.1224116,송파구
2225,포도나무약국,930.0,1300.0,37.4961448,127.1163814,송파구
2226,송파중앙약국,930.0,1530.0,37.5140119,127.1076395,송파구
2227,더함약국,900.0,1430.0,37.5119423,127.0870254,송파구
2228,서울그랜드약국,900.0,1500.0,37.5034534,127.0900457,송파구
2229,햇살약국,900.0,1600.0,37.508659,127.1272145,송파구
2230,문정우리들약국,900.0,1600.0,37.5119129,127.1135622,송파구
2231,힐링약국,900.0,1330.0,37.503426,127.1248257,송파구
2232,새웅약국,900.0,1430.0,37.5054172,127.0885899,송파구
2233,키즈플러스약국,930.0,2030.0,37.5112348,127.0980274,송파구
2234,3층메디칼약국,830.0,1800.0,37.51571970000001,127.1322328,송파구
2235,하나메디칼약국,1000.0,1800.0,37.4928214,127.1446138,송파구
2236,녹십자약국,900.0,2200.0,37.5113327,127.0849798,송파구
2237,월드타워약국,1000.0,2200.0,37.5114268,127.0812007,송파구
2238,일번약국,900.0,1730.0,37.5307648,127.112985,송파구
2239,잠실메디신약국,830.0,1300.0,37.504810600000006,127.0853004,송파구
2240,정민약국,900.0,1700.0,37.5076429,127.1278699,송파구
2241,시장온누리약국,830.0,2100.0,37.5370915,127.1213535,송파구
2242,트리지움자연약국,900.0,1400.0,37.5106681,127.0861994,송파구
2243,윤약국,900.0,1600.0,37.5052217,127.1062715,송파구
2244,독일약국,900.0,2000.0,37.4971868,126.8290926,구로구
2245,차기정약국,900.0,1700.0,37.48622329999999,126.8520761,구로구
2246,그린프라자약국,900.0,1600.0,37.490737,126.883519,구로구
2247,온누리한라약국,900.0,1900.0,37.4957011,126.8744343,구로구
2248,늘사랑약국,900.0,1300.0,37.4860121,126.852967,구로구
2249,건강샘온누리약국,930.0,1600.0,37.509395700000006,126.8877258,구로구
2250,대우프라자약국,900.0,1700.0,37.5065862,126.8592835,구로구
2251,온누리좋은약국,830.0,1400.0,37.49455560000001,126.8882976,구로구
2252,아침햇살약국,900.0,2100.0,37.4832997,126.9010965,구로구
2253,생천온누리약국,900.0,1500.0,37.50632879999999,126.8833546,구로구
2254,메디신약국,900.0,1700.0,37.5079571,126.863624,구로구
2255,1번약국,900.0,1800.0,37.4903831,126.8843101,구로구
2256,아침햇살약국,900.0,2100.0,37.5104893,126.8894187,구로구
2257,대림우리약국,900.0,2100.0,37.492361,126.8433846,구로구
2258,다나약국,900.0,2100.0,37.5066791,126.8594812,구로구
2259,구로참조은약국,900.0,1600.0,37.496240500000006,126.8299895,구로구
2260,미문약국,900.0,1400.0,37.4857395,126.8858763,구로구
2261,정성약국,900.0,1300.0,37.4968792,126.8618852,구로구
2262,플러스약국,1000.0,2100.0,37.509395700000006,126.8877258,구로구
2263,태양약국,900.0,2200.0,37.49558250000001,126.8423024,구로구
2264,디큐브약국,1000.0,2100.0,37.5084321,126.8887332,구로구
2265,새녹십자약국,1030.0,1430.0,37.4906386,126.8842679,구로구
2266,두산약국,900.0,1600.0,37.4917902,126.8920319,구로구
2267,우산약국,900.0,1700.0,37.4886334,126.8847941,구로구
2268,황금당약국,830.0,1630.0,37.4834102,126.8997098,구로구
2269,새수정약국,900.0,1300.0,37.4907764,126.85572340000002,구로구
2270,대림약국,900.0,1500.0,37.5057794,126.88071399999998,구로구
2271,굿모닝약국,900.0,1500.0,37.4906855,126.85572820000002,구로구
2272,경성약국,900.0,1500.0,37.4853165,126.91870729999998,관악구
2273,유완약국,900.0,2030.0,37.466743,126.93001540000002,관악구
2274,성보약국,900.0,2100.0,37.481607200000006,126.9432396,관악구
2275,다나온누리약국,900.0,2030.0,37.4855722,126.9565602,관악구
2276,태양당약국,800.0,2100.0,37.4866253,126.9395291,관악구
2277,뿌리약국,900.0,1300.0,37.4742492,126.9188306,관악구
2278,신림당약국,800.0,1800.0,37.4816177,126.9283961,관악구
2279,숲약국,930.0,2000.0,37.5101888,127.0856227,송파구
2280,마천푸른솔약국,1000.0,2000.0,37.49816420000001,127.1469278,송파구
2281,소나무약국,1000.0,2150.0,37.49174160000001,127.1178672,송파구
2282,가락온누리약국,900.0,1700.0,37.4960073,127.1308789,송파구
2283,안성약국,900.0,1500.0,37.4970929,127.1358955,송파구
2284,미소진약국,900.0,1400.0,37.4910765,127.1262069,송파구
2285,삼성수약국,900.0,1400.0,37.516652,127.10113590000002,송파구
2286,365바른약국,830.0,2200.0,37.5119423,127.0870254,송파구
2287,새그린약국,900.0,1600.0,37.5289914,127.1162034,송파구
2288,로데오약국,900.0,1900.0,37.4899909,127.122342,송파구
2289,뉴시티약국,900.0,1600.0,37.5113597,127.083474,송파구
2290,우리온누리약국,900.0,1600.0,37.5106681,127.0861994,송파구
2291,유한약국,900.0,1900.0,37.5114269,127.0822572,송파구
2292,단비온누리약국,900.0,1700.0,37.5119423,127.0870254,송파구
2293,새중일약국,900.0,1800.0,37.503278,127.1256394,송파구
2294,미소진약국,900.0,1400.0,37.5120464,127.0841726,송파구
2295,지혜온누리약국,900.0,1600.0,37.511056,127.0854368,송파구
2296,메디슨약국,900.0,1300.0,37.49666060000001,127.1221169,송파구
2297,가든파이브약국,900.0,2200.0,37.4775778,127.1249983,송파구
2298,성원큰사랑약국,900.0,1300.0,37.4950134,127.1204127,송파구
2299,새하늘약국,900.0,1500.0,37.4919831,126.8585354,구로구
2300,부강약국,900.0,1300.0,37.5073273,126.8628735,구로구
2301,새튼튼약국,900.0,1700.0,37.509395700000006,126.8877258,구로구
2302,제이약국,900.0,1400.0,37.4842333,126.8992725,구로구
2303,큰사랑약국,830.0,1600.0,37.4900217,126.8906128,구로구
2304,구로시장약국,900.0,1800.0,37.50333120000001,126.8905426,구로구
2305,메디팜동진약국,900.0,1400.0,37.4899571,126.89169479999998,구로구
2306,서울센타약국,900.0,1300.0,37.4921276,126.8834632,구로구
2307,개봉지예당약국,900.0,1900.0,37.5021902,126.8477863,구로구
2308,건강온누리약국,900.0,2100.0,37.502829,126.8446493,구로구
2309,나은약국,900.0,2100.0,37.4919206,126.8892176,구로구
2310,새우리약국,900.0,1600.0,37.4919702,126.8555209,구로구
2311,세진약국,900.0,1600.0,37.49134189999999,126.8556774,구로구
2312,새하늘약국,900.0,1500.0,37.4820883,126.9003827,구로구
2313,구로미소약국,900.0,1600.0,37.4934416,126.8441403,구로구
2314,대림우리약국,900.0,2100.0,37.4904467,126.8935647,구로구
2315,구로시장약국,900.0,1800.0,37.5041667,126.86346770000002,구로구
2316,옵티마건강약국,900.0,2100.0,37.4974716,126.8553034,구로구
2317,정문약국,900.0,1300.0,37.4918552,126.8835238,구로구
2318,상아약국,900.0,1500.0,37.5026898,126.8626537,구로구
2319,조아약국,1000.0,2200.0,37.5023699,126.8814842,구로구
2320,세계로온누리약국,930.0,1800.0,37.50852879999999,126.8857118,구로구
2321,초록약국,800.0,1600.0,37.4922564,126.8771784,구로구
2322,세명약국,900.0,1400.0,37.4909334,126.8415035,구로구
2323,더블유스토어푸른약국,900.0,1600.0,37.4900472,126.8916076,구로구
2324,태영약국,900.0,1600.0,37.5055816,126.889833,구로구
2325,그린약국,900.0,1330.0,37.4856641,126.8955021,구로구
2326,믿음약국,900.0,1300.0,37.5026471,126.8447494,구로구
2327,참좋은약국,830.0,1300.0,37.5000786,126.8840596,구로구
2328,오류온누리약국,900.0,1600.0,37.4960141,126.8432254,구로구
2329,아림약국,1030.0,2000.0,37.47035620000001,126.93684679999998,관악구
2330,조양약국,900.0,2100.0,37.4869382,126.9146584,관악구
2331,행복이가득한약국,920.0,2000.0,37.48143049999999,126.9110725,관악구
2332,강원약국,900.0,2130.0,37.469084,126.9375555,관악구
2333,온누리새전일약국,1000.0,1900.0,37.4744094,126.9196931,관악구
2334,우경약국,830.0,1600.0,37.465107,126.9312871,관악구
2335,우림시장약국,900.0,1500.0,37.4705042,126.9207758,관악구
2336,양지약국,900.0,1600.0,37.4815869,126.9120098,관악구
2337,하늘약국,900.0,2130.0,37.4813708,126.94309479999998,관악구
2338,태평양약국,900.0,2200.0,37.484189,126.9273666,관악구
2339,엘림약국,900.0,2200.0,37.482939,126.930123,관악구
2340,봉천프라자약국,900.0,2000.0,37.4819264,126.9427614,관악구
2341,초록약국,900.0,1400.0,37.5211214,127.1094588,송파구
2342,태평양약국,900.0,2200.0,37.5078652,127.0879833,송파구
2343,두리약국,930.0,1500.0,37.4902909,127.1343025,송파구
2344,크리스마스약국,900.0,1400.0,37.5120464,127.0841726,송파구
2345,그랜드약국,830.0,2100.0,37.5003853,127.1451644,송파구
2346,송파그랜드약국,900.0,2200.0,37.48495379999999,127.1259706,송파구
2347,갤러리약국,900.0,1800.0,37.5110067,127.0940034,송파구
2348,프리마약국,900.0,1500.0,37.50685550000001,127.07298190000002,송파구
2349,대동약국,900.0,2030.0,37.5044216,127.1143023,송파구
2350,녹원약국,900.0,2100.0,37.5133985,127.1173917,송파구
2351,왕약국,900.0,2200.0,37.5026889,127.09551770000002,송파구
2352,팜플러스약국,900.0,2200.0,37.4956238,127.1220318,송파구
2353,새희망약국,900.0,1800.0,37.5047698,127.10800290000002,송파구
2354,방이프라자약국,900.0,1600.0,37.51571970000001,127.1322328,송파구
2355,열린약국,900.0,2200.0,37.5035169,127.1138097,송파구
2356,뉴시티약국,900.0,1600.0,37.50660999999999,127.0947657,송파구
2357,수태평양약국,900.0,2100.0,37.5026376,126.84995990000002,구로구
2358,참온누리약국,900.0,1630.0,37.4943867,126.8325917,구로구
2359,제일공안약국,830.0,1330.0,37.5335128,127.1261318,강동구
2360,길동중앙약국,930.0,2000.0,37.5365858,127.1427733,강동구
2361,위드팜천사약국,900.0,1400.0,37.5463793,127.1338919,강동구
2362,현대제이드약국,900.0,1600.0,37.5261025,127.1242882,강동구
2363,월드팜약국,900.0,2100.0,37.5318893,127.1418778,강동구
2364,대자연약국,830.0,2200.0,37.54591720000001,127.1335363,강동구
2365,강동태평양약국,900.0,2200.0,37.5263296,127.1351805,강동구
2366,새아름약국,830.0,2000.0,37.5504248,127.1288335,강동구
2367,구약국,1100.0,2130.0,37.4785005,126.9554013,관악구
2368,천명약국,900.0,1900.0,37.5137455,127.1076845,송파구
2369,정다운약국,900.0,2000.0,37.4938786,127.14317,송파구
2370,그린약국,900.0,1500.0,37.5120464,127.0841726,송파구
2371,석촌한우리약국,830.0,1530.0,37.5057821,127.1061517,송파구
2372,삼원약국,900.0,1500.0,37.5211214,127.1094588,송파구
2373,미성송파약국,900.0,1500.0,37.50128970000001,127.11120420000002,송파구
2374,명문약국,900.0,1600.0,37.4969021,127.1495874,송파구
2375,온누리엄마손약국,900.0,1730.0,37.50392799999999,127.1078478,송파구
2376,시그마약국,1000.0,1500.0,37.5145667,127.1024928,송파구
2377,메디팜양의약국,900.0,1800.0,37.5110067,127.0940034,송파구
2378,황제약국,800.0,1300.0,37.5060775,127.1079217,송파구
2379,중의당약국,900.0,2000.0,37.4829474,127.12881509999998,송파구
2380,7형제약국,900.0,2200.0,37.5301467,127.142873,강동구
2381,강약국,900.0,2100.0,37.54303549999999,127.1276479,강동구
2382,온누리성원약국,900.0,1300.0,37.54426640000001,127.132297,강동구
2383,경약국,1000.0,1500.0,37.5451433,127.1246336,강동구
2384,동남온누리약국,900.0,1900.0,37.5303701,127.1211653,강동구
2385,메디팜삼화약국,1330.0,2200.0,37.5482884,127.1461023,강동구
2386,새가정약국,900.0,1200.0,37.5479399,127.14314009999998,강동구
2387,길성약국,800.0,1930.0,37.53430000000001,127.140317,강동구
2388,동서온누리약국,900.0,1430.0,37.5329294,127.1285011,강동구
2389,수빈온누리약국,800.0,1500.0,37.53167670000001,127.1246993,강동구
2390,강동메디칼약국,900.0,1300.0,37.5504364,127.127118,강동구
2391,온누리삼선약국,915.0,2000.0,37.5598096,127.1541678,강동구
2392,종로광명약국,900.0,2000.0,37.55075520000001,127.1717462,강동구
2393,강동해오름약국,900.0,1700.0,37.5474593,127.1429702,강동구
2394,신경희약국,900.0,1500.0,37.5519297,127.1547638,강동구
2395,미소진약국,900.0,1630.0,37.546686,127.13479479999998,강동구
2396,우리들약국,900.0,2430.0,37.5509801,127.1275225,강동구
2397,한미약국,830.0,1600.0,37.551018,127.1436537,강동구
2398,믿음약국,930.0,2230.0,37.4786512,126.956964,관악구
2399,광장온누리약국,830.0,2130.0,37.4704935,126.9373852,관악구
2400,동서약국,900.0,1400.0,37.5086869,127.1267199,송파구
2401,오층조은약국,900.0,1600.0,37.495533,127.1281419,송파구
2402,3층하나약국,900.0,1500.0,37.5177414,127.1016565,송파구
2403,행복한우리약국,900.0,1400.0,37.53694240000001,127.1214231,송파구
2404,화인약국,900.0,1500.0,37.49174160000001,127.1178672,송파구
2405,극동약국,900.0,1500.0,37.4957107,127.1324576,송파구
2406,나루역사거리현대약국,900.0,1300.0,37.5211214,127.1094588,송파구
2407,송파태양약국,900.0,2100.0,37.5108761,127.1155268,송파구
2408,미르약국,900.0,1400.0,37.5288709,127.1173294,송파구
2409,온누리캐슬프라자약국,1000.0,1800.0,37.5143367,127.10057150000002,송파구
2410,모범약국,900.0,2200.0,37.5021823,127.0950148,송파구
2411,오렌지약국,900.0,1400.0,37.50163920000001,127.1108302,송파구
2412,풍납라파약국,900.0,1600.0,37.5376809,127.1195588,송파구
2413,락희온누리약국,830.0,1500.0,37.5013701,127.1101469,송파구
2414,보람약국,900.0,1200.0,37.51192620000001,127.12648529999998,송파구
2415,송파새롬약국,845.0,1500.0,37.4950134,127.1204127,송파구
2416,참사랑약국,1000.0,1600.0,37.5110067,127.0940034,송파구
2417,방이메디칼약국,900.0,1500.0,37.5125845,127.11951770000002,송파구
2418,강남약국,900.0,1700.0,37.527359,127.1356019,강동구
2419,동아약국,900.0,1900.0,37.5392918,127.1232819,강동구
2420,나눔약국,900.0,1600.0,37.5508445,127.1433468,강동구
2421,메디팜정원약국,900.0,2000.0,37.5345232,127.14462759999998,강동구
2422,엄약국,1000.0,2200.0,37.52584270000001,127.1263174,강동구
2423,여인선약국,830.0,2100.0,37.5341602,127.1327818,강동구
2424,정성약국,800.0,1500.0,37.5274958,127.1284749,강동구
2425,파란약국,900.0,1620.0,37.5248013,127.13455659999998,강동구
2426,강동우리약국,830.0,1300.0,37.54249220000001,127.1314394,강동구
2427,동명약국,900.0,1700.0,37.5306426,127.1378472,강동구
2428,온누리삼일약국,1030.0,2100.0,37.546246,127.1352481,강동구
2429,혜민약국,900.0,2200.0,37.54322670000001,127.1449175,강동구
2430,두레약국,900.0,2000.0,37.5573679,127.1689103,강동구
2431,동현약국,700.0,2400.0,37.5452118,127.14157,강동구
2432,온누리부부약국,900.0,1300.0,37.5295973,127.14352759999998,강동구
2433,나아약국,1030.0,1700.0,37.5346573,127.1278575,강동구
2434,둔촌온누리약국,900.0,1500.0,37.5248013,127.13455659999998,강동구
2435,문박사약국,900.0,2000.0,37.485035,126.9469928,관악구
2436,동방약국,900.0,1400.0,37.4738145,126.9662011,관악구
2437,왕약국,900.0,2200.0,37.4693429,126.93868909999998,관악구
2438,봄내약국,1330.0,2200.0,37.4858519,126.9276244,관악구
2439,관악그랜드약국,900.0,1700.0,37.4747407,126.96671299999998,관악구
2440,참성심약국,830.0,1500.0,37.47950150000001,126.956518,관악구
2441,영암약국,900.0,1800.0,37.4650816,126.9316696,관악구
2442,서강약국,900.0,1800.0,37.4794845,126.92824679999998,관악구
2443,새힘온누리약국,900.0,1800.0,37.5047931,127.1348747,송파구
2444,보성약국,930.0,1400.0,37.4999213,127.1511749,송파구
2445,쌍용약국,900.0,1500.0,37.50685550000001,127.07298190000002,송파구
2446,농수산약국,0.0,1600.0,37.492994,127.112326,송파구
2447,새희망약국,900.0,1800.0,37.4934847,127.1242157,송파구
2448,옵티마하나약국,900.0,1400.0,37.5331696,127.11814540000002,송파구
2449,우성약국,930.0,1500.0,37.50685550000001,127.07298190000002,송파구
2450,늘봄약국,900.0,1700.0,37.5279994,127.1183907,송파구
2451,온누리옥산약국,800.0,1800.0,37.491868,127.1262565,송파구
2452,방이코끼리약국,900.0,1500.0,37.5093557,127.0858987,송파구
2453,팜코리아약국,850.0,2130.0,37.50111340000001,127.10694479999998,송파구
2454,은세약국,900.0,1600.0,37.5278309,127.1183791,송파구
2455,천호푸른약국,900.0,1300.0,37.5366547,127.1223464,송파구
2456,건강한약국,820.0,1900.0,37.5413727,127.13003229999998,강동구
2457,예일약국,900.0,1800.0,37.54875850000001,127.1433344,강동구
2458,제일성심약국,830.0,1300.0,37.5366394,127.1356656,강동구
2459,새실로암약국,1000.0,2200.0,37.5499518,127.143503,강동구
2460,태극약국,900.0,1500.0,37.5606771,127.1624739,강동구
2461,고덕경희온누리약국,900.0,1400.0,37.5546089,127.1540692,강동구
2462,신연세약국,900.0,1500.0,37.5545309,127.1350844,강동구
2463,암사현대약국,800.0,1730.0,37.5504772,127.1273914,강동구
2464,미리암약국,900.0,1700.0,37.5589485,127.1516931,강동구
2465,성덕약국,900.0,1400.0,37.55044820000001,127.13989840000002,강동구
2466,팜메이트난곡종합약국,830.0,1700.0,37.47292150000001,126.91857720000002,관악구
2467,바른약국,930.0,2200.0,37.4826042,126.9403627,관악구
2468,난곡프라자약국,900.0,2200.0,37.4867442,126.9453733,관악구
2469,온누리드림약국,900.0,1700.0,37.4897544,126.95050659999998,관악구
2470,신신메디칼약국,830.0,1500.0,37.4797008,126.9430629,관악구
2471,새푸른약국,1000.0,2200.0,37.4787283,126.9499994,관악구
2472,관악희망약국,900.0,1300.0,37.47947420000001,126.9427032,관악구
2473,태림약국,1030.0,1800.0,37.48235349999999,126.940139,관악구
2474,행복한약국,1000.0,2100.0,37.483093200000006,126.9252769,관악구
2475,참사랑약국,900.0,2100.0,37.4709639,126.9338898,관악구
2476,신한성약국,900.0,2200.0,37.4763516,126.9777694,관악구
2477,대명약국,800.0,1700.0,37.4728855,126.9338558,관악구
2478,굿모닝약국,900.0,1900.0,37.4791038,126.932076,관악구
2479,건강온누리약국,900.0,1600.0,37.4843133,126.9555285,관악구
2480,한길약국,900.0,2000.0,37.4824196,126.9433955,관악구
2481,메디칼약국,900.0,1800.0,37.4890187,126.9483289,관악구
2482,헬로팜약국,900.0,2400.0,37.5110296,127.0830765,송파구
2483,청호봄약국,900.0,1500.0,37.50739160000001,127.09001709999998,송파구
2484,뉴프라임약국,800.0,2300.0,37.494231,127.1177169,송파구
2485,진메디칼약국,900.0,1800.0,37.4946002,127.1520053,송파구
2486,손약국,900.0,1300.0,37.5074279,127.1096735,송파구
2487,가락약국,900.0,1500.0,37.49487560000001,127.1171563,송파구
2488,송파우리약국,900.0,1930.0,37.5288709,127.1173294,송파구
2489,메디팜더미소약국,900.0,2100.0,37.5069886,127.1215255,송파구
2490,참행복한약국,900.0,1300.0,37.49905630000001,127.1194199,송파구
2491,방이코끼리약국,900.0,1500.0,37.5085169,127.1266393,송파구
2492,온누리봄빛약국,900.0,1700.0,37.4925086,127.1447225,송파구
2493,천공약국,900.0,1700.0,37.5026679,127.1169051,송파구
2494,다나약국,930.0,1600.0,37.5064343,127.1211406,송파구
2495,이화온누리약국,830.0,1330.0,37.4962324,127.1491822,송파구
2496,감람약국,1230.0,1900.0,37.49405280000001,127.1349138,송파구
2497,방이수약국,830.0,1600.0,37.5016072,127.1086173,송파구
2498,정문약국,900.0,1500.0,37.4986977,127.1172583,송파구
2499,한결약국,800.0,1830.0,37.5170875,127.1005196,송파구
2500,성심약국,900.0,1300.0,37.5025036,127.13970220000002,송파구
2501,이레약국,900.0,1700.0,37.55150769999999,127.1277099,강동구
2502,온누리성심약국,850.0,1430.0,37.5364223,127.1345695,강동구
2503,강동미래약국,900.0,1400.0,37.5508357,127.1281014,강동구
2504,둔촌세계로약국,900.0,1600.0,37.5392918,127.1232819,강동구
2505,행복한약국,930.0,1600.0,37.5405621,127.1294748,강동구
2506,가은약국,900.0,2100.0,37.481578000000006,126.9537258,관악구
2507,옵티마세원약국,900.0,1600.0,37.4793464,126.9438334,관악구
2508,윤선약국,900.0,1400.0,37.47087910000001,126.93477959999998,관악구
2509,21세기약국,830.0,1330.0,37.48729,126.9291179,관악구
2510,형제약국,900.0,2000.0,37.4832881,126.9252007,관악구
2511,종로프라자약국,830.0,1900.0,37.4813144,126.9055329,관악구
2512,나나약국,900.0,1600.0,37.491172,126.9249803,관악구
2513,미소약국,900.0,1700.0,37.4828138,126.9110004,관악구
2514,녹원약국,900.0,1700.0,37.47799600000001,126.93213020000002,관악구
2515,세란약국,830.0,1800.0,37.4850172,126.9173129,관악구
2516,양생약국,900.0,2200.0,37.4781027,126.9568902,관악구
2517,인수당약국,900.0,2130.0,37.470512,126.968043,관악구
2518,서울약국,900.0,1600.0,37.47221079999999,126.9195936,관악구
