,약국명,공휴일 시작,공휴일 종료,위도,경도,구별
401,종로온누리약국,1000.0,1800.0,37.4927568,126.9080731,영등포구
402,신세명약국,830.0,2200.0,37.4974405,126.9035096,영등포구
403,관악수약국,830.0,2200.0,37.4706344,126.9337182,관악구
404,마더스약국,900.0,1700.0,37.47446980000001,126.9172322,관악구
405,관악수약국,830.0,2200.0,37.4774868,126.961636,관악구
406,동보당약국,900.0,2030.0,37.4853541,126.956353,관악구
407,지하철약국,900.0,2200.0,37.5132537,127.1001549,송파구
408,한중약국,900.0,2100.0,37.4903498,126.8983347,영등포구
409,우신약국,830.0,2100.0,37.51932470000001,126.9024807,영등포구
410,메디컬수약국,900.0,1700.0,37.51932470000001,126.9024807,영등포구
411,광혜약국,800.0,2200.0,37.54789239999999,126.9455614,마포구
412,delight이화약국,1400.0,2100.0,37.5595133,126.9072445,마포구
413,사랑이가득한약국,800.0,1300.0,37.5697336,126.9045131,마포구
414,신공덕약국,1000.0,2100.0,37.5467117,126.9509874,마포구
415,시온약국,1300.0,300.0,37.50484220000001,127.0931278,송파구
416,세계로약국,900.0,2100.0,37.498618,127.1471273,송파구
417,온누리배명약국,1100.0,2200.0,37.4984052,127.0993862,송파구
418,자연약국,1900.0,2100.0,37.4851816,127.0186503,서초구
419,정은약국,900.0,2100.0,37.4911181,126.9883573,서초구
420,서초당약국,1000.0,1900.0,37.4914131,127.0137673,서초구
421,그린약국,900.0,1400.0,37.4878195,127.02688059999998,서초구
422,세계로약국,900.0,2100.0,37.4797819,126.9821548,서초구
423,건강과행복이열리는약국,1300.0,2130.0,37.4943655,127.015124,서초구
424,반포프라자약국,900.0,2230.0,37.5107685,127.0194906,서초구
425,천사약국,1000.0,1800.0,37.5044253,127.0077601,서초구
426,굿모닝약국,900.0,2130.0,37.5041299,127.0030692,서초구
427,우리들약국,900.0,2300.0,37.5021218,127.0120092,서초구
428,곰돌이스타약국,900.0,1900.0,37.50132470000001,127.0254986,서초구
429,서초삼성약국,900.0,1800.0,37.4955719,127.0270752,서초구
430,신오약국,1300.0,2100.0,37.4989982,127.02593600000002,서초구
431,서초로하스약국,1000.0,1700.0,37.4852381,127.0156973,서초구
432,킴스약국,930.0,2200.0,37.5102313,127.0069616,서초구
433,자이프라자약국,900.0,1400.0,37.5071093,127.0098804,서초구
434,방배대한약국,1000.0,1630.0,37.4869655,126.9827324,서초구
435,교대사랑약국,830.0,2130.0,37.49523789999999,127.0180743,서초구
436,금강약국,900.0,1800.0,37.52602540000001,127.0246603,강남구
437,일번지약국,1000.0,1800.0,37.4970921,127.03037240000002,강남구
438,대치필리아약국,1400.0,2200.0,37.497729,127.054481,강남구
439,건강한세상행복한약국,0.0,2400.0,37.5058792,127.0242552,강남구
440,논현천사약국,1000.0,1800.0,37.48567120000001,127.0835425,강남구
441,감마약국,900.0,2000.0,37.5279831,127.0384693,강남구
442,에이엔씨약국,1000.0,2000.0,37.5194669,127.0288329,강남구
443,논현수약국,1400.0,2000.0,37.4972705,127.0502289,강남구
444,압구정스타약국,1200.0,2100.0,37.5248302,127.0253728,강남구
445,한솔인유로온누리약국,1000.0,1300.0,37.4992239,127.048424,강남구
446,유니팜서울약국,1000.0,1800.0,37.4987872,127.0289786,강남구
447,강남백세약국,1100.0,1900.0,37.4980721,127.0595341,강남구
448,도심공항약국,800.0,1800.0,37.5095948,127.0594292,강남구
449,굿케어약국,900.0,2030.0,37.51891079999999,127.0403991,강남구
450,더블유수약국,1200.0,2000.0,37.528674,127.0360132,강남구
451,건강한세상행복한약국,0.0,2400.0,37.5016208,127.0407561,강남구
452,팜엑스약국,1000.0,2200.0,37.5101935,127.0585824,강남구
453,아이조은약국,930.0,1330.0,37.514916,127.0526194,강남구
454,메디칼청실약국,1100.0,2100.0,37.49312949999999,127.059154,강남구
455,아름다운우리약국,1100.0,2100.0,37.49442370000001,127.0395918,강남구
456,나무약국,900.0,1300.0,37.5009285,127.05097759999998,강남구
457,유니팜약국,900.0,1830.0,37.5237401,127.0409074,강남구
458,강남세계로약국,1030.0,1900.0,37.4751724,127.0475668,강남구
459,그린약국,920.0,1930.0,37.5230574,127.0279379,강남구
460,강남웰약국,1000.0,2100.0,37.5012747,127.0266415,강남구
461,기쁨약국,1000.0,2200.0,37.4786308,127.04770159999998,강남구
462,제일그랜드약국,0.0,2400.0,37.5050679,127.024656,강남구
463,개포종로온누리약국,900.0,1700.0,37.4833348,127.0600287,강남구
464,외대조은약국,1000.0,2400.0,37.5797234,127.0372246,동대문구
465,한결약국,800.0,1900.0,37.5238621,126.8752908,양천구
466,치료의빛예은약국,900.0,2230.0,37.5666572,127.0795786,광진구
467,베네시티약국,900.0,1800.0,37.540481,127.1249608,강동구
468,삼화약국,1000.0,2000.0,37.5808208,127.0457652,동대문구
469,가족건강약국,900.0,2000.0,37.511377,126.9317385,동작구
470,도곡타워약국,1030.0,2130.0,37.4889623,127.0519645,강남구
471,상암월드약국,1000.0,2230.0,37.5677584,126.8981147,마포구
472,새보람약국,1000.0,1800.0,37.5268013,126.8959163,영등포구
473,노바약국,1400.0,2200.0,37.5074696,127.0272194,강남구
474,종로우리약국,800.0,2200.0,37.5706553,127.0000414,종로구
475,아이파크약국,900.0,1300.0,37.4799889,127.1436724,송파구
476,고연뿌리약국,900.0,2200.0,37.4892201,126.992214,서초구
477,상산약국,900.0,2200.0,37.56580020000001,127.0200953,중구
478,소아제일약국,830.0,1800.0,37.55410639999999,126.9684622,용산구
479,씨티약국,1000.0,2000.0,37.4997597,127.0271441,강남구
480,서울온누리약국,900.0,1300.0,37.4738598,126.9181205,관악구
481,길동보룡약국,900.0,2200.0,37.537658500000006,127.140232,강동구
482,참조은약국,900.0,1600.0,37.5426383,126.9518887,마포구
483,마곡하나약국,900.0,1400.0,37.5535944,126.8412653,강서구
484,정문약국,900.0,1800.0,37.6140365,127.0976311,중랑구
485,경희궁햇살약국,900.0,1400.0,37.57070529999999,126.9644592,종로구
486,유창온누리약국,830.0,2100.0,37.4950035,127.1170293,송파구
487,아이사랑약국,900.0,1300.0,37.6639295,127.0662693,노원구
488,밝은약국,1400.0,1900.0,37.6198888,127.0744983,노원구
489,굿약국,1200.0,1900.0,37.4999834,127.0259797,서초구
490,새잠실365약국,900.0,1300.0,37.5119423,127.0870254,송파구
491,우성메디칼약국,900.0,2100.0,37.52262290000001,126.8335585,양천구
492,참약사약국,900.0,1330.0,37.6011247,127.0338991,성북구
493,하나로약국,1000.0,2100.0,37.4629917,127.0434134,서초구
494,서초늘봄약국,1000.0,2200.0,37.4908523,127.0057607,서초구
495,참약국,1030.0,2300.0,37.5545666,126.9296725,마포구
496,delight이화약국,1400.0,2100.0,37.5510032,126.9118748,마포구
497,세계약국,1000.0,2130.0,37.5608373,126.9770665,중구
498,세계로약국,900.0,2130.0,37.5996433,127.0794341,중랑구
499,햇빛약국,800.0,1400.0,37.5412413,126.9489446,마포구
500,맑은샘약국,900.0,1400.0,37.5528666,127.0223753,성동구
501,망원동약국,1300.0,2000.0,37.5573708,126.90453909999998,마포구
502,메디피아약국,1000.0,1800.0,37.4853293,127.03406470000002,강남구
503,도담약국,1000.0,1400.0,37.6072575,127.0282373,성북구
504,봄햇살약국,830.0,1500.0,37.6176503,126.921943,은평구
505,유정온누리약국,900.0,1430.0,37.49747079999999,126.9207916,동작구
506,수산약국,1000.0,2200.0,37.5144828,126.9370209,동작구
507,모스팜약국,1200.0,2000.0,37.5070431,126.8902185,구로구
508,면목약국,900.0,1300.0,37.5884749,127.0890626,중랑구
509,숭인약국,1100.0,2200.0,37.6278488,127.0227875,강북구
510,구룡약국,930.0,1330.0,37.51880900000001,126.8636099,양천구
511,대현온누리약국,900.0,1300.0,37.5577454,126.8607246,강서구
512,i튼튼약국,900.0,1600.0,37.6710279,127.0529519,노원구
513,삼성약국,900.0,1300.0,37.5988352,127.0220935,성북구
514,명동명약국,930.0,2130.0,37.5667752,126.9794837,중구
515,신아산약국,800.0,2000.0,37.57129940000001,127.0062182,종로구
516,아주약국,900.0,2130.0,37.54498510000001,127.143355,강동구
517,월드중앙약국,1000.0,1900.0,37.5177414,127.1016565,송파구
518,초이스약국,900.0,1900.0,37.4963126,127.0278447,서초구
519,상계종로약국,1000.0,1800.0,37.6578984,127.0744335,노원구
520,온유약국,800.0,2000.0,37.5711641,127.0005429,종로구
521,새롬약국,900.0,1400.0,37.5071579,127.0913749,송파구
522,아이메디칼약국,900.0,1700.0,37.6070666,127.0299269,성북구
523,별담은온누리약국,900.0,1400.0,37.5244579,126.9076599,영등포구
524,소나무약국,1000.0,2200.0,37.6466623,127.0709672,노원구
525,백현약국,900.0,1400.0,37.5702876,127.0231642,중구
526,밝은미소약국,900.0,2000.0,37.48610350000001,126.9472808,관악구
527,가까운약국,840.0,1400.0,37.48610350000001,126.9472808,관악구
528,나라약국,830.0,1930.0,37.5746408,126.9232419,서대문구
529,서리풀약국,1000.0,1800.0,37.4864621,127.0209426,서초구
530,엄약국,1000.0,2000.0,37.5712497,127.002988,종로구
531,은평자연약국,1400.0,2100.0,37.6130966,126.91438490000002,은평구
532,곰돌이스타약국,900.0,1900.0,37.491914,126.9904974,서초구
533,서초제일약국,1100.0,2000.0,37.4839396,126.99555490000002,서초구
534,종로5가미래약국,900.0,2000.0,37.57117179999999,127.0012401,종로구
535,매일여는온누리약국,900.0,2400.0,37.5046802,127.0877732,송파구
536,경희궁햇살약국,900.0,1400.0,37.5811865,126.9711954,종로구
537,가산약국,900.0,1900.0,37.4760881,126.8931252,금천구
538,365일팜코리아약국,1000.0,1900.0,37.6698686,127.0432761,도봉구
539,창신사랑온누리약국,900.0,2000.0,37.5768766,127.0152236,종로구
540,난곡비타민약국,900.0,1900.0,37.4749083,126.9166153,관악구
541,힘찬약국,900.0,1600.0,37.6547598,127.0132586,도봉구
542,천사약국,800.0,1900.0,37.5494023,126.9143203,마포구
543,조약국,1000.0,2200.0,37.57451079999999,127.0387578,동대문구
544,종로온누리약국,830.0,2100.0,37.57184520000001,127.0104775,종로구
545,뉴프라임약국,900.0,2200.0,37.50450379999999,127.1402677,송파구
546,레몬약국,900.0,1300.0,37.6595527,127.0264273,도봉구
547,마장백화점약국,800.0,2200.0,37.576145,127.0387254,동대문구
548,교보약국,930.0,1830.0,37.4812977,126.9534075,관악구
549,늘한마음약국,900.0,2200.0,37.6549923,127.0599384,노원구
550,유연약국,1000.0,1400.0,37.5549336,127.03674270000002,성동구
551,서울진약국,900.0,1300.0,37.6318863,127.0174721,강북구
552,테헤란건강약국,1600.0,2000.0,37.5035313,127.0510544,강남구
553,건강밝은약국,1000.0,1300.0,37.61073250000001,126.9288012,은평구
554,상봉햇살약국,1000.0,2000.0,37.618692,127.1047136,중랑구
555,세계로약국,830.0,1600.0,37.61341420000001,127.0644694,성북구
556,신이화약국,900.0,2230.0,37.5644208,127.0521129,성동구
557,으뜸약국,900.0,1430.0,37.4779201,127.12718429999998,송파구
558,365미소약국,900.0,2100.0,37.6410554,126.9212098,은평구
559,논현천사약국,1000.0,1800.0,37.50761200000001,127.0340254,강남구
560,국제약국,1000.0,1800.0,37.5722258,127.0680969,동대문구
561,성모약국,1000.0,2000.0,37.5049946,126.9462477,동작구
562,수태평양약국,900.0,2100.0,37.4979909,126.856915,구로구
563,도곡타워약국,1030.0,2130.0,37.5168188,127.0201196,강남구
564,마트약국,900.0,1400.0,37.613797,127.0775029,중랑구
565,에메랄드약국,1000.0,2200.0,37.51681470000001,127.0221321,강남구
566,참사랑약국,1000.0,2100.0,37.4761164,126.9803741,관악구
567,365열린약국,1000.0,2300.0,37.4864085,126.9472347,관악구
568,광장약국,900.0,1300.0,37.49197589999999,126.9589217,관악구
569,연세우리약국,900.0,2100.0,37.5607123,127.0359967,성동구
570,한마음약국,900.0,1900.0,37.5557003,126.9598818,마포구
571,대원사약국,1000.0,2000.0,37.6013476,127.0779816,중랑구
572,구명약국,930.0,2100.0,37.47629910000001,126.9769154,관악구
573,세곡온누리약국,900.0,2300.0,37.46666679999999,127.0985713,강남구
574,21세기보배약국,900.0,2030.0,37.6669249,127.07973490000002,노원구
575,하나약국,800.0,1900.0,37.6418798,126.9222445,은평구
576,가든건강약국,1000.0,1700.0,37.47740170000001,127.1225141,송파구
577,건강한약국,900.0,2100.0,37.616906,127.0629135,노원구
578,인정약국,900.0,1300.0,37.4912666,126.8404118,구로구
579,대박약국,900.0,1300.0,37.5708033,126.9798544,종로구
580,중계우리들약국,1000.0,2200.0,37.63981500000001,127.0686402,노원구
581,스마트약국,1030.0,130.0,37.5674458,127.0080556,중구
582,해피홈약국,900.0,1300.0,37.4926974,127.1455368,송파구
583,새희망약국,830.0,1300.0,37.551974,127.1557876,강동구
584,정릉약국,830.0,2030.0,37.60849870000001,127.0097622,성북구
585,태평양온누리약국,900.0,2100.0,37.5212075,126.8558538,양천구
586,건강한약국,800.0,1300.0,37.5915331,127.05093390000002,동대문구
587,서초메이플약국,1730.0,2130.0,37.48671220000001,127.031016,서초구
588,365열린약국,830.0,2230.0,37.4938656,126.8581879,구로구
589,365그린약국,900.0,1300.0,37.546994,126.8344813,강서구
590,강동정문약국,900.0,1700.0,37.5367598,127.1347602,강동구
591,참정직한온누리약국,900.0,1500.0,37.5424569,127.1411513,강동구
592,늘한마음약국,900.0,2200.0,37.6646244,127.065958,노원구
593,힘찬약국,830.0,1900.0,37.4892294,126.89867,영등포구
594,마트온누리약국,1000.0,2230.0,37.5257763,126.8703272,양천구
595,생각하는약국,1700.0,2000.0,37.4473672,127.0553225,서초구
596,굿약국,1200.0,2200.0,37.5638919,126.9849166,중구
597,하이팜약국,1000.0,2200.0,37.6375145,126.91779040000002,은평구
598,우리재약국,830.0,1800.0,37.5668543,127.0532151,동대문구
599,웰약국,900.0,1300.0,37.51571970000001,127.1322328,송파구
600,경희고황약국,1000.0,1900.0,37.5931286,127.0524226,동대문구
601,문정우리들약국,1000.0,1600.0,37.4857743,127.12050159999998,송파구
602,정성온누리약국,900.0,1430.0,37.5549336,127.03674270000002,성동구
603,라파온누리약국,830.0,2030.0,37.634,127.0416651,도봉구
604,천지당약국,1000.0,2000.0,37.4907935,126.9074899,영등포구
605,수서옵티마약국,1000.0,2100.0,37.4883342,127.10248,강남구
606,고연뿌리약국,900.0,2200.0,37.5065978,127.0054105,서초구
607,중앙제일약국,1000.0,2100.0,37.5221439,126.8745405,양천구
608,명동하이약국,1000.0,2300.0,37.56485960000001,126.9844949,중구
609,라온365온누리약국,900.0,1900.0,37.54125820000001,126.8400723,강서구
610,옵티마서울약국,900.0,1300.0,37.5554652,126.9737482,중구
611,엄마손약국,900.0,1300.0,37.5764921,127.0604586,동대문구
612,압구정예주약국,900.0,2230.0,37.5084658,127.0271657,강남구
613,우리들위생약국,900.0,1800.0,37.5896747,127.0619789,동대문구
614,상봉햇살약국,1000.0,2000.0,37.596438,127.0935903,중랑구
615,노들약국,1100.0,2200.0,37.5134185,126.944644,동작구
616,드림온누리약국,900.0,1500.0,37.6597623,127.048132,도봉구
617,한겨레약국,1000.0,1900.0,37.6182912,126.91970790000002,은평구
618,상아약국,900.0,1930.0,37.6215279,127.0276699,강북구
619,준효약국,830.0,2200.0,37.6221579,127.0793627,노원구
620,합정파란문약국,1000.0,2100.0,37.54959270000001,126.9121968,마포구
621,현대온누리약국,900.0,2100.0,37.5184105,126.97785659999998,용산구
622,덕수약국,900.0,1200.0,37.6066393,127.0955549,중랑구
623,새암온누리약국,1100.0,1800.0,37.6356724,127.02387579999998,강북구
624,한미약국,900.0,1600.0,37.569332,126.9152706,서대문구
625,봄햇살약국,830.0,1500.0,37.6441142,126.9227323,은평구
626,더샾스타시티약국,900.0,2300.0,37.5376127,127.0726183,광진구
