,약국명,일요일 시작,일요일 종료,위도,경도,구별
400,신왕약국,1200.0,1900.0,37.5335416,126.8267356,양천구
401,상마약국,1030.0,1730.0,37.5232563,126.8758225,양천구
402,내외약국,1000.0,1300.0,37.5182365,126.8417727,양천구
403,영민약국,900.0,1430.0,37.5345944,126.8847018,양천구
404,백십자약국,1200.0,1800.0,37.5185063,126.8429144,양천구
405,목동행복한약국,1000.0,2200.0,37.52070629999999,126.8521193,양천구
406,무지개약국,1030.0,1430.0,37.5485637,126.8636902,양천구
407,목동행복한약국,1000.0,2200.0,37.524622,126.8413979,양천구
408,신성약국,1100.0,2100.0,37.4987476,126.951817,동작구
409,사당소화약국,1430.0,1600.0,37.4983838,126.9210091,동작구
410,상아온누리약국,900.0,1300.0,37.4976242,126.9439424,동작구
411,아름약국,1000.0,2000.0,37.5033585,126.9610166,동작구
412,아름다운약국,1000.0,1900.0,37.5515099,126.96191709999998,마포구
413,태평양약국,900.0,2400.0,37.5527992,126.9239678,마포구
414,정아약국,900.0,2100.0,37.5481148,126.9181538,마포구
415,메디팜덕인약국,1000.0,1700.0,37.5568536,126.9513783,마포구
416,더블유스토어연세약국,830.0,1230.0,37.5575783,126.91510490000002,마포구
417,신일약국,1600.0,2200.0,37.5560321,126.9624213,마포구
418,박순영온누리약국,1200.0,1800.0,37.5082021,127.1283034,송파구
419,새건영약국,1300.0,2030.0,37.4821714,127.1263389,송파구
420,지선약국,1500.0,2100.0,37.5678704,126.90793290000002,마포구
421,비온뒤숲속약국,1200.0,2100.0,37.5581472,126.9078145,마포구
422,상암월드약국,1000.0,2230.0,37.5853823,126.88218159999998,마포구
423,더블유스토어연세약국,830.0,1230.0,37.5551342,126.9356458,마포구
424,청심약국,1430.0,2100.0,37.5508569,126.90693290000002,마포구
425,애오개약국,900.0,1500.0,37.55198220000001,126.9565201,마포구
426,이화키즈팜약국,830.0,1330.0,37.5458958,126.9515058,마포구
427,옵티마상원약국,1000.0,2100.0,37.5555962,126.9101345,마포구
428,옵티마유한약국,900.0,2000.0,37.5702658,126.9034118,마포구
429,이화메세나약국,1300.0,2100.0,37.5489656,126.9134767,마포구
430,W스토아청와약국,830.0,2300.0,37.4845387,126.8880108,구로구
431,구로종로약국,1100.0,2100.0,37.49575170000001,126.84256670000002,구로구
432,하나약국,900.0,2100.0,37.49441820000001,126.882521,구로구
433,365열린약국,830.0,2230.0,37.5026074,126.8498258,구로구
434,성인약국,1000.0,2100.0,37.486498,126.8561607,구로구
435,인제약국,900.0,2200.0,37.4701013,126.9292826,관악구
436,새태평양온누리약국,1000.0,1800.0,37.4753949,126.9654829,관악구
437,구로참조은약국,900.0,1300.0,37.499718,126.8670953,구로구
438,구로종로약국,1100.0,2100.0,37.5025245,126.8496404,구로구
439,한마을약국,1000.0,2100.0,37.4952998,126.8625447,구로구
440,대웅프라자약국,1300.0,2000.0,37.506086,126.888665,구로구
441,흥부약국,1400.0,2000.0,37.505174,126.889074,구로구
442,신다정약국,1000.0,1700.0,37.47889770000001,126.9526427,관악구
443,차약국,830.0,1800.0,37.4835828,126.9538256,관악구
444,승일약국,1300.0,1700.0,37.4777154,126.914005,관악구
445,온누리대산약국,1700.0,2200.0,37.48316459999999,126.9023626,관악구
446,광주약국,900.0,2200.0,37.4878929,126.9582546,관악구
447,일광약국,830.0,2030.0,37.4868485,126.9175511,관악구
448,대림약국,830.0,30.0,37.4764875,126.9587646,관악구
449,송파제일약국,1300.0,1900.0,37.49672260000001,127.1317199,송파구
450,문정우리들약국,1000.0,1600.0,37.5119129,127.1135622,송파구
451,키즈플러스약국,930.0,2000.0,37.5112348,127.0980274,송파구
452,3층메디칼약국,1000.0,1800.0,37.51571970000001,127.1322328,송파구
453,하나메디칼약국,1000.0,1700.0,37.4928214,127.1446138,송파구
454,일번약국,1000.0,1730.0,37.5307648,127.112985,송파구
455,시장온누리약국,830.0,2100.0,37.5370915,127.1213535,송파구
456,구로참조은약국,900.0,1300.0,37.496240500000006,126.8299895,구로구
457,태양약국,1000.0,2200.0,37.49558250000001,126.8423024,구로구
458,디큐브약국,1100.0,2100.0,37.5084321,126.8887332,구로구
459,두산약국,900.0,1300.0,37.4917902,126.8920319,구로구
460,성보약국,930.0,1930.0,37.481607200000006,126.9432396,관악구
461,신림당약국,900.0,1900.0,37.4816177,126.9283961,관악구
462,숲약국,1400.0,2000.0,37.5101888,127.0856227,송파구
463,마천푸른솔약국,1000.0,2000.0,37.49816420000001,127.1469278,송파구
464,365바른약국,1100.0,2200.0,37.5119423,127.0870254,송파구
465,가든파이브약국,900.0,2200.0,37.4775778,127.1249983,송파구
466,조아약국,1000.0,2200.0,37.5023699,126.8814842,구로구
467,태영약국,900.0,1300.0,37.5055816,126.889833,구로구
468,태평양약국,1730.0,2130.0,37.484189,126.9273666,관악구
469,봉천프라자약국,1000.0,2000.0,37.4819264,126.9427614,관악구
470,태평양약국,1000.0,2100.0,37.5078652,127.0879833,송파구
471,그랜드약국,900.0,2000.0,37.5003853,127.1451644,송파구
472,송파그랜드약국,1200.0,2200.0,37.48495379999999,127.1259706,송파구
473,팜플러스약국,900.0,2200.0,37.4956238,127.1220318,송파구
474,열린약국,2000.0,2200.0,37.5035169,127.1138097,송파구
475,수태평양약국,900.0,2100.0,37.5026376,126.84995990000002,구로구
476,대자연약국,1500.0,2200.0,37.54591720000001,127.1335363,강동구
477,강동태평양약국,900.0,2200.0,37.5263296,127.1351805,강동구
478,새아름약국,1500.0,1830.0,37.5504248,127.1288335,강동구
479,황제약국,900.0,1300.0,37.5060775,127.1079217,송파구
480,우리들약국,1000.0,2430.0,37.5509801,127.1275225,강동구
481,광장온누리약국,830.0,2130.0,37.4704935,126.9373852,관악구
482,송파태양약국,1200.0,2000.0,37.5108761,127.1155268,송파구
483,모범약국,1000.0,1900.0,37.5021823,127.0950148,송파구
484,강남약국,900.0,1400.0,37.527359,127.1356019,강동구
485,엄약국,1000.0,2200.0,37.52584270000001,127.1263174,강동구
486,두레약국,1000.0,1900.0,37.5573679,127.1689103,강동구
487,동현약국,800.0,2400.0,37.5452118,127.14157,강동구
488,쌍용약국,900.0,1500.0,37.50685550000001,127.07298190000002,송파구
489,농수산약국,0.0,1800.0,37.492994,127.112326,송파구
490,건강한약국,800.0,1730.0,37.5413727,127.13003229999998,강동구
491,새실로암약국,1000.0,2200.0,37.5499518,127.143503,강동구
492,태극약국,1700.0,2100.0,37.5606771,127.1624739,강동구
493,신연세약국,1000.0,1200.0,37.5545309,127.1350844,강동구
494,행복한약국,1000.0,1400.0,37.483093200000006,126.9252769,관악구
495,신한성약국,830.0,2200.0,37.4763516,126.9777694,관악구
496,헬로팜약국,1400.0,2300.0,37.5110296,127.0830765,송파구
497,뉴프라임약국,900.0,2200.0,37.494231,127.1177169,송파구
498,메디팜더미소약국,900.0,2100.0,37.5069886,127.1215255,송파구
499,신미소약국,1000.0,2300.0,37.4841828,126.9032353,관악구
500,새조은약국,900.0,1300.0,37.5006069,127.1108662,송파구
501,가든건강약국,1000.0,1700.0,37.50496010000001,127.0847025,송파구
502,온누리대광약국,900.0,1800.0,37.4925953,126.8971845,영등포구
503,옥광약국,900.0,1300.0,37.5024854,126.8962485,영등포구
504,중앙약국,800.0,2200.0,37.5154709,126.9066823,영등포구
505,드림약국,1030.0,2200.0,37.517007,126.9041419,영등포구
506,구명약국,1000.0,1930.0,37.4895765,126.9255086,관악구
507,두산약국,1700.0,2200.0,37.4867442,126.9453733,관악구
508,새난곡약국,900.0,1300.0,37.4736875,126.9184995,관악구
509,신대명약국,900.0,1900.0,37.4854514,126.9555284,관악구
510,365열린약국,1000.0,2300.0,37.48451170000001,126.9300644,관악구
511,동의삼성약국,1300.0,2200.0,37.4968508,127.1519742,송파구
512,후생약국,930.0,2130.0,37.497363,127.15003,송파구
513,신대흥약국,900.0,1300.0,37.5210547,126.899121,영등포구
514,신길프라자약국,900.0,1300.0,37.5081661,126.905409,영등포구
515,동신당약국,900.0,1900.0,37.5235669,126.8982673,영등포구
516,종로온누리약국,1000.0,1800.0,37.4927568,126.9080731,영등포구
517,신세명약국,1000.0,2000.0,37.4974405,126.9035096,영등포구
518,관악수약국,830.0,2200.0,37.4706344,126.9337182,관악구
519,유쾌한약국,900.0,1300.0,37.4737949,126.9174296,관악구
520,마더스약국,900.0,1700.0,37.47446980000001,126.9172322,관악구
521,관악수약국,830.0,2200.0,37.4774868,126.961636,관악구
522,지하철약국,1000.0,2200.0,37.5132537,127.1001549,송파구
523,감초당약국,1400.0,2100.0,37.5070168,127.1079727,송파구
524,고바우약국,1000.0,2000.0,37.4970908,127.1500116,송파구
525,메디팜하나약국,830.0,1300.0,37.5003751,127.1110805,송파구
526,한중약국,900.0,2100.0,37.4903498,126.8983347,영등포구
527,웃는내일약국,900.0,1300.0,37.5268553,126.8924014,영등포구
528,광혜약국,1100.0,2100.0,37.54789239999999,126.9455614,마포구
529,delight이화약국,1400.0,2100.0,37.5595133,126.9072445,마포구
530,신공덕약국,1000.0,2100.0,37.5467117,126.9509874,마포구
531,준약국,1000.0,1600.0,37.56696489999999,126.90979009999998,마포구
532,시온약국,1300.0,300.0,37.50484220000001,127.0931278,송파구
533,세계로약국,900.0,2100.0,37.498618,127.1471273,송파구
534,대교약국,700.0,2300.0,37.5397641,126.9473823,마포구
535,온누리배명약국,1100.0,2200.0,37.4984052,127.0993862,송파구
536,자연약국,1900.0,2200.0,37.4851816,127.0186503,서초구
537,유경약국,900.0,2200.0,37.4938791,126.9860708,서초구
538,구심약국,900.0,2200.0,37.4940274,126.98455459999998,서초구
539,서초당약국,1030.0,1930.0,37.4914131,127.0137673,서초구
540,그린약국,900.0,1400.0,37.4878195,127.02688059999998,서초구
541,세계로약국,1100.0,2100.0,37.4797819,126.9821548,서초구
542,건강과행복이열리는약국,1300.0,2130.0,37.4943655,127.015124,서초구
543,굿모닝약국,900.0,2200.0,37.5041299,127.0030692,서초구
544,우리들약국,900.0,2230.0,37.5021218,127.0120092,서초구
545,곰돌이스타약국,900.0,1900.0,37.50132470000001,127.0254986,서초구
546,서초삼성약국,900.0,1800.0,37.4955719,127.0270752,서초구
547,신오약국,1300.0,2100.0,37.4989982,127.02593600000002,서초구
548,서초로하스약국,1000.0,1700.0,37.4852381,127.0156973,서초구
549,킴스약국,1000.0,2000.0,37.5102313,127.0069616,서초구
550,자이프라자약국,900.0,1400.0,37.5071093,127.0098804,서초구
551,영동프라자약국,1100.0,1900.0,37.5084699,127.0220996,서초구
552,현대영약국,900.0,1530.0,37.4963126,127.0278447,서초구
553,두리약국,900.0,1300.0,37.4925425,127.0292585,서초구
554,신명성약국,900.0,1900.0,37.4987062,126.99855990000002,서초구
555,방배대한약국,1000.0,1630.0,37.4869655,126.9827324,서초구
556,녹십자약국,900.0,2200.0,37.48881110000001,126.9925406,서초구
557,교대사랑약국,830.0,2130.0,37.49523789999999,127.0180743,서초구
558,에이티약국,1300.0,1700.0,37.4786708,127.0366274,서초구
559,금강약국,1300.0,1800.0,37.52602540000001,127.0246603,강남구
560,삼우약국,1000.0,2100.0,37.4885214,127.0674325,강남구
561,베스트약국,1800.0,2230.0,37.4977707,127.0567615,강남구
562,양월약국,900.0,1900.0,37.4887105,127.0681053,강남구
563,서이약국,1000.0,1700.0,37.4887091,127.0532038,강남구
564,대치필리아약국,1400.0,2200.0,37.497729,127.054481,강남구
565,건강한세상행복한약국,0.0,2400.0,37.5058792,127.0242552,강남구
566,동명온누리약국,1000.0,2100.0,37.4978042,127.0526264,강남구
567,인선약국,1000.0,1800.0,37.521986,127.0391673,강남구
568,호원약국,1800.0,2200.0,37.5084972,127.0404872,강남구
569,케이팜약국,930.0,1700.0,37.49710779999999,127.0547704,강남구
570,명옥약국,1000.0,2100.0,37.5278022,127.0304445,강남구
571,에이엔씨약국,1000.0,2000.0,37.5194669,127.0288329,강남구
572,강남프라자약국,1000.0,2200.0,37.516535,127.03832549999998,강남구
573,성모약국,930.0,1900.0,37.48883259999999,127.071487,강남구
574,온누리우인약국,1000.0,1700.0,37.49029779999999,127.08129,강남구
575,행복한미래약국,730.0,1200.0,37.5162026,127.0350187,강남구
576,논현수약국,1500.0,2000.0,37.4972705,127.0502289,강남구
577,압구정스타약국,1200.0,2100.0,37.5248302,127.0253728,강남구
578,한솔인유로온누리약국,1000.0,1300.0,37.4992239,127.048424,강남구
579,역삼이화약국,1400.0,1800.0,37.4957269,127.0396271,강남구
580,유니팜서울약국,1000.0,1800.0,37.4987872,127.0289786,강남구
581,청담수약국,900.0,1900.0,37.5183881,127.04661740000002,강남구
582,청담이화약국,900.0,2200.0,37.5161739,127.04345890000002,강남구
583,강남백세약국,1100.0,1900.0,37.4980721,127.0595341,강남구
584,도심공항약국,800.0,1800.0,37.5095948,127.0594292,강남구
585,태양약국,1000.0,1800.0,37.5253244,127.02532,강남구
586,더블유수약국,1100.0,2100.0,37.528674,127.0360132,강남구
587,신사수약국,1030.0,1830.0,37.5247342,127.0274998,강남구
588,건강한세상행복한약국,0.0,2400.0,37.5016208,127.0407561,강남구
589,팜엑스약국,1000.0,2200.0,37.5101935,127.0585824,강남구
590,아이조은약국,930.0,1330.0,37.514916,127.0526194,강남구
591,논현필리아약국,1000.0,1900.0,37.5137306,127.0422707,강남구
592,메디칼청실약국,1100.0,2100.0,37.49312949999999,127.059154,강남구
593,나무약국,900.0,1300.0,37.5009285,127.05097759999998,강남구
594,해맑은약국,1300.0,2000.0,37.4860446,127.0376863,강남구
595,강남세계로약국,1030.0,1900.0,37.4751724,127.0475668,강남구
596,강남웰약국,1000.0,2030.0,37.5012747,127.0266415,강남구
597,강남조은약국,930.0,1330.0,37.4853251,127.0377431,강남구
598,기쁨약국,1000.0,2200.0,37.4786308,127.04770159999998,강남구
599,제일그랜드약국,600.0,3000.0,37.5050679,127.024656,강남구
600,아로마약국,830.0,1300.0,37.4978179,127.0428054,강남구
601,외대조은약국,1000.0,2400.0,37.5797234,127.0372246,동대문구
602,봄봄약국,900.0,1400.0,37.540738,127.14728259999998,강동구
603,다정약국,900.0,1600.0,37.6061625,127.01484779999998,성북구
604,한결약국,800.0,1900.0,37.5238621,126.8752908,양천구
605,치료의빛예은약국,900.0,2230.0,37.5666572,127.0795786,광진구
606,베네시티약국,900.0,1800.0,37.540481,127.1249608,강동구
607,삼화약국,1000.0,2000.0,37.5808208,127.0457652,동대문구
608,미소온누리약국,1200.0,1900.0,37.4803223,126.9145088,관악구
609,아이사랑태평양약국,900.0,1700.0,37.5110915,126.880756,구로구
610,가족건강약국,900.0,2000.0,37.511377,126.9317385,동작구
611,상암월드약국,1000.0,2230.0,37.5677584,126.8981147,마포구
612,새보람약국,1000.0,1800.0,37.5268013,126.8959163,영등포구
613,노바약국,1400.0,2200.0,37.5074696,127.0272194,강남구
614,종로우리약국,800.0,2200.0,37.5706553,127.0000414,종로구
615,아이파크약국,900.0,1400.0,37.4799889,127.1436724,송파구
616,고연뿌리약국,900.0,2200.0,37.4892201,126.992214,서초구
617,상산약국,900.0,2200.0,37.56580020000001,127.0200953,중구
618,소아제일약국,900.0,1800.0,37.55410639999999,126.9684622,용산구
619,마곡프라자약국,1000.0,1300.0,37.5668471,126.8189628,강서구
620,씨티약국,1000.0,2000.0,37.4997597,127.0271441,강남구
621,압구정온누리약국,1100.0,1700.0,37.5264815,127.0276344,강남구
622,길동보룡약국,900.0,2200.0,37.537658500000006,127.140232,강동구
623,까치프라자약국,900.0,2100.0,37.5495419,126.835914,강서구
624,참조은약국,930.0,1600.0,37.5426383,126.9518887,마포구
625,마곡하나약국,900.0,1400.0,37.5535944,126.8412653,강서구
626,정문약국,900.0,1800.0,37.6140365,127.0976311,중랑구
627,아이사랑약국,900.0,1300.0,37.6639295,127.0662693,노원구
628,메디팜더미소약국,900.0,2100.0,37.4779201,127.12718429999998,송파구
629,굿약국,1000.0,1900.0,37.4999834,127.0259797,서초구
630,새잠실365약국,900.0,1300.0,37.5119423,127.0870254,송파구
631,제인약국,900.0,1300.0,37.5886642,126.9447635,서대문구
632,참약사약국,900.0,1330.0,37.6011247,127.0338991,성북구
633,하나로약국,1000.0,2100.0,37.4629917,127.0434134,서초구
634,서초늘봄약국,1000.0,2200.0,37.4908523,127.0057607,서초구
635,참약국,1030.0,2300.0,37.5545666,126.9296725,마포구
636,delight이화약국,1400.0,2100.0,37.5510032,126.9118748,마포구
637,세계약국,1000.0,2130.0,37.5608373,126.9770665,중구
638,모래내약국,1000.0,2000.0,37.56954860000001,126.9149256,서대문구
639,햇빛약국,800.0,1400.0,37.5412413,126.9489446,마포구
640,한성약국,900.0,1400.0,37.57539379999999,127.0548231,동대문구
641,맑은샘약국,900.0,1400.0,37.5528666,127.0223753,성동구
642,참플러스약국,900.0,1200.0,37.5118576,127.112796,송파구
643,유정온누리약국,900.0,1400.0,37.49747079999999,126.9207916,동작구
644,수산약국,1000.0,2200.0,37.5144828,126.9370209,동작구
645,호호약국,1300.0,2200.0,37.4842235,126.9276952,관악구
646,양모약국,1000.0,2100.0,37.5065865,126.9047229,영등포구
647,숭인약국,1100.0,2100.0,37.6278488,127.0227875,강북구
648,구룡약국,930.0,1330.0,37.51880900000001,126.8636099,양천구
649,i튼튼약국,900.0,1600.0,37.6710279,127.0529519,노원구
650,삼성약국,900.0,1400.0,37.5988352,127.0220935,성북구
651,편안한약국,830.0,1300.0,37.58025170000001,127.0887982,중랑구
652,명동명약국,930.0,2130.0,37.5667752,126.9794837,중구
653,휴베이스다정약국,1000.0,2200.0,37.4762755,126.9647868,관악구
654,월드중앙약국,1000.0,1900.0,37.5177414,127.1016565,송파구
655,초이스약국,900.0,1900.0,37.4963126,127.0278447,서초구
656,온유약국,800.0,2000.0,37.5711641,127.0005429,종로구
657,새롬약국,900.0,1400.0,37.5071579,127.0913749,송파구
658,아이메디칼약국,900.0,1700.0,37.6070666,127.0299269,성북구
659,별담은온누리약국,900.0,1400.0,37.5244579,126.9076599,영등포구
660,소나무약국,1000.0,2200.0,37.6466623,127.0709672,노원구
661,솔빛동양약국,1400.0,2000.0,37.48730020000001,127.051556,강남구
662,삼일약국,800.0,1900.0,37.6250526,127.0180798,강북구
663,창대온누리약국,1030.0,2200.0,37.5485227,126.8651393,양천구
664,삼희약국,900.0,1300.0,37.5264555,126.965707,용산구
665,밝은미소약국,900.0,2000.0,37.48610350000001,126.9472808,관악구
666,가까운약국,840.0,1400.0,37.48610350000001,126.9472808,관악구
667,서리풀약국,1000.0,1800.0,37.4864621,127.0209426,서초구
668,한성약국,900.0,1400.0,37.5094191,127.0130498,서초구
669,엄약국,1000.0,2000.0,37.5712497,127.002988,종로구
670,은평자연약국,1400.0,2100.0,37.6130966,126.91438490000002,은평구
671,아이사랑약국,1000.0,1700.0,37.4530099,126.9017478,금천구
672,곰돌이스타약국,900.0,1900.0,37.491914,126.9904974,서초구
673,서초제일약국,1100.0,2000.0,37.4839396,126.99555490000002,서초구
674,종로5가미래약국,900.0,2000.0,37.57117179999999,127.0012401,종로구
675,매일여는온누리약국,900.0,2400.0,37.5046802,127.0877732,송파구
676,송파제일약국,1300.0,1900.0,37.5114778,127.1126195,송파구
677,가산약국,900.0,1900.0,37.4760881,126.8931252,금천구
678,365일팜코리아약국,1000.0,1900.0,37.6698686,127.0432761,도봉구
679,창신사랑온누리약국,1000.0,1300.0,37.5768766,127.0152236,종로구
680,난곡비타민약국,900.0,1900.0,37.4749083,126.9166153,관악구
681,천사약국,800.0,1900.0,37.5494023,126.9143203,마포구
682,조약국,1000.0,2200.0,37.57451079999999,127.0387578,동대문구
683,민트약국,1000.0,2200.0,37.4982529,126.8727381,구로구
684,종로온누리약국,830.0,2100.0,37.57184520000001,127.0104775,종로구
685,뉴프라임약국,900.0,2200.0,37.50450379999999,127.1402677,송파구
686,마장백화점약국,800.0,2200.0,37.576145,127.0387254,동대문구
687,교보약국,930.0,1830.0,37.4812977,126.9534075,관악구
688,늘한마음약국,900.0,2200.0,37.6549923,127.0599384,노원구
689,유연약국,1400.0,1600.0,37.5549336,127.03674270000002,성동구
690,테헤란건강약국,1600.0,2000.0,37.5035313,127.0510544,강남구
691,건강밝은약국,1000.0,1300.0,37.61073250000001,126.9288012,은평구
692,상봉햇살약국,1000.0,2000.0,37.618692,127.1047136,중랑구
693,광주약국,900.0,2200.0,37.4879317,126.98193,동작구
694,신이화약국,1000.0,2200.0,37.5644208,127.0521129,성동구
695,대우약국,930.0,1300.0,37.4811834,126.8389507,구로구
696,365미소약국,900.0,2100.0,37.6410554,126.9212098,은평구
697,성모약국,1000.0,2000.0,37.5049946,126.9462477,동작구
698,활기찬약국,900.0,1300.0,37.6576781,127.0747252,노원구
699,수태평양약국,900.0,2100.0,37.4979909,126.856915,구로구
700,에메랄드약국,1000.0,2200.0,37.51681470000001,127.0221321,강남구
701,우리사랑약국,1000.0,1900.0,37.599673,126.91986509999998,은평구
702,경창약국,1400.0,2200.0,37.524414,126.8415063,양천구
703,서울위드팜약국,1100.0,1800.0,37.5818924,127.0016664,종로구
704,보라매미소약국,900.0,1600.0,37.5001939,126.9128486,영등포구
705,365열린약국,1000.0,2300.0,37.4864085,126.9472347,관악구
706,연세우리약국,900.0,2100.0,37.5607123,127.0359967,성동구
707,대원사약국,1000.0,2000.0,37.6013476,127.0779816,중랑구
708,구명약국,1000.0,1930.0,37.47629910000001,126.9769154,관악구
709,세곡온누리약국,900.0,2300.0,37.46666679999999,127.0985713,강남구
710,신길약국,800.0,1800.0,37.5124559,126.9169347,영등포구
711,하나약국,930.0,1900.0,37.6418798,126.9222445,은평구
712,가든건강약국,1000.0,1700.0,37.47740170000001,127.1225141,송파구
713,건강한약국,1300.0,2100.0,37.616906,127.0629135,노원구
714,미아역온누리약국,1100.0,1600.0,37.6280332,127.025146,강북구
715,인정약국,930.0,1300.0,37.4912666,126.8404118,구로구
716,스마트약국,1030.0,130.0,37.5674458,127.0080556,중구
717,정릉열린약국,1630.0,2200.0,37.6083314,127.0103319,성북구
718,디엠씨4번출구약국,900.0,1800.0,37.58350799999999,126.896486,은평구
719,해피홈약국,900.0,1300.0,37.4926974,127.1455368,송파구
720,정릉약국,830.0,2030.0,37.60849870000001,127.0097622,성북구
721,아현파란문약국,1200.0,1800.0,37.5577978,126.9554328,서대문구
722,태평양온누리약국,900.0,2100.0,37.5212075,126.8558538,양천구
723,정성약국,900.0,1330.0,37.5755998,127.04760690000002,동대문구
724,크로바약국,830.0,1830.0,37.5897489,127.0622531,동대문구
725,서초메이플약국,1730.0,2130.0,37.48671220000001,127.031016,서초구
726,365열린약국,830.0,2230.0,37.4938656,126.8581879,구로구
727,구로참조은약국,900.0,1300.0,37.4825185,126.9005188,구로구
728,조일약국,1400.0,2200.0,37.5863513,127.0096594,성북구
729,강동정문약국,1300.0,1700.0,37.5367598,127.1347602,강동구
730,늘한마음약국,900.0,2200.0,37.6646244,127.065958,노원구
731,힘찬약국,830.0,1800.0,37.4892294,126.89867,영등포구
732,마트온누리약국,1000.0,2230.0,37.5257763,126.8703272,양천구
733,생각하는약국,1700.0,2000.0,37.4473672,127.0553225,서초구
734,굿약국,1200.0,2200.0,37.5638919,126.9849166,중구
735,맑은약국,900.0,1300.0,37.6350842,126.92361499999998,은평구
736,하이팜약국,1000.0,2200.0,37.6375145,126.91779040000002,은평구
737,아성당약국,900.0,2100.0,37.47266810000001,127.0276288,서초구
738,코코약국,1100.0,2100.0,37.5658831,126.9839659,중구
739,경희고황약국,1000.0,1900.0,37.5931286,127.0524226,동대문구
740,문정우리들약국,1000.0,1600.0,37.4857743,127.12050159999998,송파구
741,정성온누리약국,900.0,1430.0,37.5549336,127.03674270000002,성동구
742,라파온누리약국,830.0,2030.0,37.634,127.0416651,도봉구
743,천지당약국,1000.0,1800.0,37.4907935,126.9074899,영등포구
744,고연뿌리약국,900.0,2200.0,37.5065978,127.0054105,서초구
745,중앙제일약국,1000.0,2100.0,37.5221439,126.8745405,양천구
746,명동하이약국,1200.0,2300.0,37.56485960000001,126.9844949,중구
747,라온365온누리약국,900.0,1900.0,37.54125820000001,126.8400723,강서구
748,옵티마서울약국,900.0,1300.0,37.5554652,126.9737482,중구
749,압구정예주약국,900.0,2230.0,37.5084658,127.0271657,강남구
750,홍릉종로약국,900.0,1800.0,37.5854154,127.0432315,동대문구
751,우리들위생약국,900.0,1800.0,37.5896747,127.0619789,동대문구
752,상봉햇살약국,1000.0,2000.0,37.596438,127.0935903,중랑구
753,노들약국,1100.0,2200.0,37.5134185,126.944644,동작구
754,창신종로약국,900.0,2100.0,37.5737181,127.0104369,종로구
755,예사랑약국,1200.0,1800.0,37.5173454,126.98516399999998,용산구
756,한겨레약국,1000.0,1900.0,37.6182912,126.91970790000002,은평구
757,상아약국,900.0,1930.0,37.6215279,127.0276699,강북구
758,합정파란문약국,1000.0,2100.0,37.54959270000001,126.9121968,마포구
759,보현약국,900.0,1500.0,37.50016859999999,126.9147011,영등포구
760,승보약국,1000.0,1900.0,37.5702859,126.9956971,종로구
761,현대온누리약국,900.0,2100.0,37.5184105,126.97785659999998,용산구
762,덕수약국,900.0,1200.0,37.6066393,127.0955549,중랑구
763,새암온누리약국,1300.0,1800.0,37.6356724,127.02387579999998,강북구
764,한미약국,1130.0,1830.0,37.569332,126.9152706,서대문구
765,신월우리약국,900.0,1330.0,37.52408300000001,126.8415646,양천구
766,엄마약국,900.0,1300.0,37.6156615,127.0305429,강북구
767,더샾스타시티약국,900.0,2300.0,37.5376127,127.0726183,광진구
